Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,"Total, by main activity",,,11124,21.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,"Total, by main activity",,,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,"Total, by main activity",,,11124,17.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,49.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,11.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,18.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Working at a paid job or business,,,11124,51.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,21.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,16.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Working at a paid job or business,,,11124,17.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Retired,,,11124,13.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Retired,,,11124,10.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Retired,,,11124,31.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Retired,,,11124,56.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Retired,,,11124,17.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Retired,,,11124,12.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Retired,,,11124,16.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,Other activity,,,11124,40.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,Other activity,,,11124,29.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,Other activity,,,11124,23.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,Other activity,,,11124,26.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,Other activity,,,11124,50.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,Other activity,,,11124,24.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,Other activity,,,11124,21.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,Other activity,,,11124,18.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,42.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,17.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,19.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,23.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,51.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,21.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,"Total, urban and rural areas",,11124,17.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,Urban areas,,11124,41.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,Urban areas,,11124,17.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,Urban areas,,11124,19.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,Urban areas,,11124,22.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,Urban areas,,11124,53.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,Urban areas,,11124,21.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,,Urban areas,,11124,18.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,Urban areas,,11124,17.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Women,,,,,,,,,Rural areas,,11124,45.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Women,,,,,,,,,Rural areas,,11124,11.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Women,,,,,,,,,Rural areas,,11124,17.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Women,,,,,,,,,Rural areas,,11124,29.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Women,,,,,,,,,Rural areas,,11124,33.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Women,,,,,,,,,Rural areas,,11124,26.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Women,,,,,,,,,Rural areas,,11124,4.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Women,,,,,,,,,Rural areas,,11124,16.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,15 to 24 years,,,,,,,,,,11124,32.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,15 to 24 years,,,,,,,,,,11124,58.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,15 to 24 years,,,,,,,,,,11124,28.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,15 to 24 years,,,,,,,,,,11124,9.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,15 to 24 years,,,,,,,,,,11124,37.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,15 to 24 years,,,,,,,,,,11124,28.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,15 to 24 years,,,,,,,,,,11124,23.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,15 to 24 years,,,,,,,,,,11124,19.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,25 to 54 years,,,,,,,,,,11124,45.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,25 to 54 years,,,,,,,,,,11124,12.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,25 to 54 years,,,,,,,,,,11124,20.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,25 to 54 years,,,,,,,,,,11124,17.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,25 to 54 years,,,,,,,,,,11124,53.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,25 to 54 years,,,,,,,,,,11124,19.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,25 to 54 years,,,,,,,,,,11124,20.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,25 to 54 years,,,,,,,,,,11124,23.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,25 to 34 years,,,,,,,,,,11124,47.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,25 to 34 years,,,,,,,,,,11124,19.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,25 to 34 years,,,,,,,,,,11124,25.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,25 to 34 years,,,,,,,,,,11124,18.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,25 to 34 years,,,,,,,,,,11124,53.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,25 to 34 years,,,,,,,,,,11124,21.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,25 to 34 years,,,,,,,,,,11124,24.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,25 to 34 years,,,,,,,,,,11124,26.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,35 to 44 years,,,,,,,,,,11124,44.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,35 to 44 years,,,,,,,,,,11124,8.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,35 to 44 years,,,,,,,,,,11124,19.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,35 to 44 years,,,,,,,,,,11124,19.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,35 to 44 years,,,,,,,,,,11124,52.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,35 to 44 years,,,,,,,,,,11124,21.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,35 to 44 years,,,,,,,,,,11124,19.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,35 to 44 years,,,,,,,,,,11124,20.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,45 to 54 years,,,,,,,,,,11124,43.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,45 to 54 years,,,,,,,,,,11124,5.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,45 to 54 years,,,,,,,,,,11124,14.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,45 to 54 years,,,,,,,,,,11124,13.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,45 to 54 years,,,,,,,,,,11124,55.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,45 to 54 years,,,,,,,,,,11124,15.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,45 to 54 years,,,,,,,,,,11124,14.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,45 to 54 years,,,,,,,,,,11124,22.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,55 to 64 years,,,,,,,,,,11124,44.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,55 to 64 years,,,,,,,,,,11124,2.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,55 to 64 years,,,,,,,,,,11124,14.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,55 to 64 years,,,,,,,,,,11124,16.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,55 to 64 years,,,,,,,,,,11124,56.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,55 to 64 years,,,,,,,,,,11124,15.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,55 to 64 years,,,,,,,,,,11124,13.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,55 to 64 years,,,,,,,,,,11124,16.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,65 years and over,,,,,,,,,,11124,16.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,65 years and over,,,,,,,,,,11124,1.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,65 years and over,,,,,,,,,,11124,6.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,65 years and over,,,,,,,,,,11124,31.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,65 years and over,,,,,,,,,,11124,54.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,65 years and over,,,,,,,,,,11124,14.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,65 years and over,,,,,,,,,,11124,14.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,65 years and over,,,,,,,,,,11124,18.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,65 to 74 years,,,,,,,,,,11124,23.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,65 to 74 years,,,,,,,,,,11124,1.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,65 to 74 years,,,,,,,,,,11124,9.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,65 to 74 years,,,,,,,,,,11124,28.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,65 to 74 years,,,,,,,,,,11124,50.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,65 to 74 years,,,,,,,,,,11124,14.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,65 to 74 years,,,,,,,,,,11124,15.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,65 to 74 years,,,,,,,,,,11124,18.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,75 years and over,,,,,,,,,,11124,3.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,75 years and over,,,,,,,,,,11124,36.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,75 years and over,,,,,,,,,,11124,61.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,75 years and over,,,,,,,,,,11124,16.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,75 years and over,,,,,,,,,,11124,11.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,75 years and over,,,,,,,,,,11124,17.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,Non-immigrants,,,,,,,,,11124,39.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,Non-immigrants,,,,,,,,,11124,22.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,Non-immigrants,,,,,,,,,11124,25.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,Non-immigrants,,,,,,,,,11124,19.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,Non-immigrants,,,,,,,,,11124,45.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,Non-immigrants,,,,,,,,,11124,25.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,Non-immigrants,,,,,,,,,11124,16.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,Non-immigrants,,,,,,,,,11124,17.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,Immigrants,,,,,,,,,11124,40.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,Immigrants,,,,,,,,,11124,15.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,Immigrants,,,,,,,,,11124,11.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,Immigrants,,,,,,,,,11124,11.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,Immigrants,,,,,,,,,11124,58.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,Immigrants,,,,,,,,,11124,12.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,Immigrants,,,,,,,,,11124,24.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,Immigrants,,,,,,,,,11124,26.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,46.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,21.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,16.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,9.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,54.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,9.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,28.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,30.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,36.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,11.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,7.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,12.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,61.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,14.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,22.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,23.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Visible minority population,,,,,,,,11124,38.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Visible minority population,,,,,,,,11124,19.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Visible minority population,,,,,,,,11124,12.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Visible minority population,,,,,,,,11124,9.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Visible minority population,,,,,,,,11124,61.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Visible minority population,,,,,,,,11124,14.0
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Visible minority population,,,,,,,,11124,27.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Visible minority population,,,,,,,,11124,23.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,South Asian,,,,,,,,11124,35.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,South Asian,,,,,,,,11124,20.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,South Asian,,,,,,,,11124,13.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,South Asian,,,,,,,,11124,10.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,South Asian,,,,,,,,11124,65.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,South Asian,,,,,,,,11124,9.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,South Asian,,,,,,,,11124,31.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,South Asian,,,,,,,,11124,24.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Chinese,,,,,,,,11124,27.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Chinese,,,,,,,,11124,14.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Chinese,,,,,,,,11124,12.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Chinese,,,,,,,,11124,6.4
