Year,Status,Geography,Gender,Age group,GeoCode,Value
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,10
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,5
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,9
2023,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,6
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,6
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,7
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,5
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,10
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,12
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,9
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,13
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,15
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,12
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,15
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,17
2023,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,12
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,2
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,3
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,4
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,5
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,3
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,5
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,7
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,4
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,6
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,7
2023,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,9
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,9
2023,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,8
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,8
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,9
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,6
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,9
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,10
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,9
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,10
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,11
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,1
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,2
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,3
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,3
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,5
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,7
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,10
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Men+,15 to 24 years,60,15
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,18 to 24 years,60,15
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Men+,18 to 24 years,60,22
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,20 to 24 years,60,18
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Men+,20 to 24 years,60,26
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,15
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,18
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,15 to 24 years,61,13
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,20
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,23
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,18 to 24 years,61,16
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,21
2023,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,9
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 19 years,62,25
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 19 years,62,22
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,33
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,30
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,35
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,40
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,36
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,18 to 24 years,62,45
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,42
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,20 to 24 years,62,40
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,20 to 24 years,62,43
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,8
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,8
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,7
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,10
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,12
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,11
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 19 years,62,23
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,25
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,22
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,28
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,30
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,25
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,31
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,6
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,7
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,5
2024,,,,,,10
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,11
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,8
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,12
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,14
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,10
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,13
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,15
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,11
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,2
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,3
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,1
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,4
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,5
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,3
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,5
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,7
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,4
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,6
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,7
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,6
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,8
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,11
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 19 years,10,6
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,11
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,14
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,9
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,15
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,19
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,11
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,15
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,17
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,20 to 24 years,10,11
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,3
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,5
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,3
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,10
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,4
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,10
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 24 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,15 to 24 years,10,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,18 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,18 to 24 years,10,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,18 to 24 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,20 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,20 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Women+,20 to 24 years,10,8
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 19 years,11,5
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,10
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,12
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,9
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,13
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,15
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,12
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,14
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,16
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,12
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,4
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,5
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,5
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,6
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,6
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,15 to 24 years,11,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,15 to 24 years,11,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,15 to 24 years,11,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,18 to 24 years,11,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,18 to 24 years,11,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,18 to 24 years,11,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Total - Gender,20 to 24 years,11,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Men+,20 to 24 years,11,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Women+,20 to 24 years,11,7
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,6
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,7
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 19 years,12,4
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,11
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,14
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,15
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,3
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,4
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,5
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,3
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,6
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,7
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,5
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,6
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,7
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,9
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,7
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 19 years,13,10
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,12
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,12
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,13
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,15
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,16
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,14
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,16
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,17
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,15
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,4
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,6
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,6
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,5
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,7
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,9
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,6
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,7
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,9
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 19 years,13,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,9
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,5
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,6
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,4
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,9
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,10
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,8
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,12
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,14
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,10
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,13
