Year,Series,Elements,Data categories,Pillar,Value
2022,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2022,Open Data Inventory (ODIN),Metadata available,Environment subscore,,80.0
2022,Open Data Inventory (ODIN),Metadata available,All categories,,89.3
2024,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Education outcomes,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Health facilities,,50.0
2024,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Reproductive health,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Food security and nutrition,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Gender statistics,,50.0
2024,Open Data Inventory (ODIN),Metadata available,Crime and justice,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,90.0
2024,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Money and banking,,50.0
2024,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,92.9
2024,Open Data Inventory (ODIN),Metadata available,Agriculture and land use,,50.0
2024,Open Data Inventory (ODIN),Metadata available,Resource use,,50.0
2024,Open Data Inventory (ODIN),Metadata available,Energy use,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Pollution,,50.0
2024,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2024,Open Data Inventory (ODIN),Metadata available,Environment subscore,,70.0
2024,Open Data Inventory (ODIN),Metadata available,All categories,,84.3
2016,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Education facilities,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Education outcomes,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Health facilities,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Health outcomes,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Reproductive health,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Gender statistics,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Poverty and income,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Terms of use,National accounts,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Labor,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Price indexes,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Government finance,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Money and banking,,100.0
2016,Open Data Inventory (ODIN),Terms of use,International trade,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Balance of payments,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Resource use,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Energy use,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Pollution,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Built environment,,100.0
2016,Open Data Inventory (ODIN),Terms of use,Environment subscore,,100.0
2016,Open Data Inventory (ODIN),Terms of use,All categories,,100.0
2017,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Education outcomes,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2017,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,44.4
2017,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2017,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2017,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2017,Open Data Inventory (ODIN),Terms of use,All categories,,48.1
2018,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Education outcomes,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2018,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,44.4
2018,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2018,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2018,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2018,Open Data Inventory (ODIN),Terms of use,All categories,,48.1
2019,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Education outcomes,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2019,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,44.4
2019,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2019,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2019,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2019,Open Data Inventory (ODIN),Terms of use,All categories,,48.1
2020,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Education outcomes,,0.0
2020,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2020,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Food security and nutrition,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,40.0
2020,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2020,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2020,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2020,Open Data Inventory (ODIN),Terms of use,All categories,,46.7
2022,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Education outcomes,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2022,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Food security and nutrition,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,45.0
2022,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2022,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2022,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2022,Open Data Inventory (ODIN),Terms of use,All categories,,48.3
2024,Open Data Inventory (ODIN),Terms of use,Population and vital statistics,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Education facilities,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Education outcomes,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Health facilities,,0.0
2024,Open Data Inventory (ODIN),Terms of use,Health outcomes,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Reproductive health,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Food security and nutrition,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Gender statistics,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Crime and justice,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Poverty and income,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Social statistics subscore,,45.0
2024,Open Data Inventory (ODIN),Terms of use,National accounts,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Labor,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Price indexes,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Government finance,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Money and banking,,50.0
2024,Open Data Inventory (ODIN),Terms of use,International trade,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Balance of payments,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Economic and financial statistics subscore,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Agriculture and land use,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Resource use,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Energy use,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Pollution,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Built environment,,50.0
2024,Open Data Inventory (ODIN),Terms of use,Environment subscore,,50.0
2024,Open Data Inventory (ODIN),Terms of use,All categories,,48.3
2016,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Education facilities,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Health facilities,,40.0
2016,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,80.0
2016,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,70.0
2016,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,80.0
2016,Open Data Inventory (ODIN),Openness subscore,National accounts,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Labor,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Price indexes,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Money and banking,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Resource use,,70.0
2016,Open Data Inventory (ODIN),Openness subscore,Energy use,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Pollution,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Built environment,,90.0
2016,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,86.0
2016,Open Data Inventory (ODIN),Openness subscore,All categories,,85.3
2017,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Education facilities,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Health facilities,,70.0
2017,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,83.3
2017,Open Data Inventory (ODIN),Openness subscore,National accounts,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Labor,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Price indexes,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Money and banking,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,85.7
2017,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Resource use,,80.0
2017,Open Data Inventory (ODIN),Openness subscore,Energy use,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Pollution,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Built environment,,90.0
2017,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,88.0
2017,Open Data Inventory (ODIN),Openness subscore,All categories,,85.7
2018,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Education facilities,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,70.0
2018,Open Data Inventory (ODIN),Openness subscore,Health facilities,,70.0
2018,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,81.1
2018,Open Data Inventory (ODIN),Openness subscore,National accounts,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Labor,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Price indexes,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Money and banking,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2018,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,85.7
2018,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,60.0
2018,Open Data Inventory (ODIN),Openness subscore,Resource use,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Energy use,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Pollution,,60.0
2018,Open Data Inventory (ODIN),Openness subscore,Built environment,,80.0
2018,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,72.0
2018,Open Data Inventory (ODIN),Openness subscore,All categories,,79.6
2019,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Education facilities,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,70.0
2019,Open Data Inventory (ODIN),Openness subscore,Health facilities,,70.0
2019,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,81.1
2019,Open Data Inventory (ODIN),Openness subscore,National accounts,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Labor,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Price indexes,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Money and banking,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2019,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,85.7
2019,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,60.0
2019,Open Data Inventory (ODIN),Openness subscore,Resource use,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Energy use,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Pollution,,60.0
2019,Open Data Inventory (ODIN),Openness subscore,Built environment,,80.0
2019,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,72.0
2019,Open Data Inventory (ODIN),Openness subscore,All categories,,79.6
2020,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Education facilities,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,50.0
2020,Open Data Inventory (ODIN),Openness subscore,Health facilities,,60.0
2020,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,70.0
2020,Open Data Inventory (ODIN),Openness subscore,Food security and nutrition,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,77.0
2020,Open Data Inventory (ODIN),Openness subscore,National accounts,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Labor,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Price indexes,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Money and banking,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,88.6
2020,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,60.0
2020,Open Data Inventory (ODIN),Openness subscore,Resource use,,70.0
2020,Open Data Inventory (ODIN),Openness subscore,Energy use,,80.0
2020,Open Data Inventory (ODIN),Openness subscore,Pollution,,60.0
2020,Open Data Inventory (ODIN),Openness subscore,Built environment,,90.0
2020,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,72.0
2020,Open Data Inventory (ODIN),Openness subscore,All categories,,79.2
2022,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Education facilities,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,70.0
2022,Open Data Inventory (ODIN),Openness subscore,Health facilities,,60.0
2022,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Food security and nutrition,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,70.0
2022,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2022,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,77.0
2022,Open Data Inventory (ODIN),Openness subscore,National accounts,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Labor,,90.0
2022,Open Data Inventory (ODIN),Openness subscore,Price indexes,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2022,Open Data Inventory (ODIN),Openness subscore,Money and banking,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2022,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2022,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,85.7
2022,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Resource use,,60.0
2022,Open Data Inventory (ODIN),Openness subscore,Energy use,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Pollution,,60.0
2022,Open Data Inventory (ODIN),Openness subscore,Built environment,,80.0
2022,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,72.0
2022,Open Data Inventory (ODIN),Openness subscore,All categories,,78.2
2024,Open Data Inventory (ODIN),Openness subscore,Population and vital statistics,,80.0
2024,Open Data Inventory (ODIN),Openness subscore,Education facilities,,80.0
2024,Open Data Inventory (ODIN),Openness subscore,Education outcomes,,70.0
2024,Open Data Inventory (ODIN),Openness subscore,Health facilities,,60.0
2024,Open Data Inventory (ODIN),Openness subscore,Health outcomes,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Reproductive health,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Food security and nutrition,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Gender statistics,,60.0
2024,Open Data Inventory (ODIN),Openness subscore,Crime and justice,,80.0
2024,Open Data Inventory (ODIN),Openness subscore,Poverty and income,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Social statistics subscore,,79.0
2024,Open Data Inventory (ODIN),Openness subscore,National accounts,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Labor,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Price indexes,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Government finance,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Money and banking,,80.0
2024,Open Data Inventory (ODIN),Openness subscore,International trade,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Balance of payments,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Economic and financial statistics subscore,,88.6
2024,Open Data Inventory (ODIN),Openness subscore,Agriculture and land use,,60.0
2024,Open Data Inventory (ODIN),Openness subscore,Resource use,,70.0
2024,Open Data Inventory (ODIN),Openness subscore,Energy use,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Pollution,,50.0
2024,Open Data Inventory (ODIN),Openness subscore,Built environment,,90.0
2024,Open Data Inventory (ODIN),Openness subscore,Environment subscore,,72.0
2024,Open Data Inventory (ODIN),Openness subscore,All categories,,79.9
2016,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,85.0
2016,Open Data Inventory (ODIN),Overall score,Education facilities,,65.0
2016,Open Data Inventory (ODIN),Overall score,Education outcomes,,65.0
2016,Open Data Inventory (ODIN),Overall score,Health facilities,,35.0
2016,Open Data Inventory (ODIN),Overall score,Health outcomes,,95.0
2016,Open Data Inventory (ODIN),Overall score,Reproductive health,,65.0
2016,Open Data Inventory (ODIN),Overall score,Gender statistics,,60.0
2016,Open Data Inventory (ODIN),Overall score,Poverty and income,,85.0
2016,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,69.4
2016,Open Data Inventory (ODIN),Overall score,National accounts,,94.4
2016,Open Data Inventory (ODIN),Overall score,Labor,,85.0
2016,Open Data Inventory (ODIN),Overall score,Price indexes,,70.0
2016,Open Data Inventory (ODIN),Overall score,Government finance,,94.4
2016,Open Data Inventory (ODIN),Overall score,Money and banking,,93.8
2016,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2016,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2016,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,88.7
