Year,Type d'institution fréquentée,Géographie,Groupe d'âge,GeoCode,Value
2023/2024,Collège,Île-du-Prince-Édouard,25 à 29 ans,11,3
2023/2024,Université,Île-du-Prince-Édouard,25 à 29 ans,11,3
2023/2024,Total taux de participation,Nouvelle-Écosse,15 à 19 ans,12,82
2023/2024,Primaire/Secondaire,Nouvelle-Écosse,15 à 19 ans,12,61
2023/2024,Collège,Nouvelle-Écosse,15 à 19 ans,12,6
2023/2024,Université,Nouvelle-Écosse,15 à 19 ans,12,15
2023/2024,Total taux de participation,Nouvelle-Écosse,20 à 24 ans,12,34
2023/2024,Collège,Nouvelle-Écosse,20 à 24 ans,12,8
2023/2024,Université,Nouvelle-Écosse,20 à 24 ans,12,26
2023/2024,Total taux de participation,Nouvelle-Écosse,25 à 29 ans,12,14
2023/2024,Collège,Nouvelle-Écosse,25 à 29 ans,12,3
2023/2024,Université,Nouvelle-Écosse,25 à 29 ans,12,10
2023/2024,Total taux de participation,Nouveau-Brunswick,15 à 19 ans,13,80
2023/2024,Primaire/Secondaire,Nouveau-Brunswick,15 à 19 ans,13,62
2023/2024,Collège,Nouveau-Brunswick,15 à 19 ans,13,8
2023/2024,Université,Nouveau-Brunswick,15 à 19 ans,13,11
2023/2024,Total taux de participation,Nouveau-Brunswick,20 à 24 ans,13,33
2023/2024,Collège,Nouveau-Brunswick,20 à 24 ans,13,9
2023/2024,Université,Nouveau-Brunswick,20 à 24 ans,13,23
2023/2024,Total taux de participation,Nouveau-Brunswick,25 à 29 ans,13,7
2023/2024,Collège,Nouveau-Brunswick,25 à 29 ans,13,3
2023/2024,Université,Nouveau-Brunswick,25 à 29 ans,13,4
2023/2024,Total taux de participation,Québec,15 à 19 ans,24,84
2023/2024,Primaire/Secondaire,Québec,15 à 19 ans,24,50
2023/2024,Collège,Québec,15 à 19 ans,24,30
2023/2024,Université,Québec,15 à 19 ans,24,4
2023/2024,Total taux de participation,Québec,20 à 24 ans,24,44
2023/2024,Primaire/Secondaire,Québec,20 à 24 ans,24,2
2023/2024,Collège,Québec,20 à 24 ans,24,13
2023/2024,Université,Québec,20 à 24 ans,24,29
2023/2024,Total taux de participation,Québec,25 à 29 ans,24,14
2023/2024,Primaire/Secondaire,Québec,25 à 29 ans,24,0
2023/2024,Collège,Québec,25 à 29 ans,24,3
2023/2024,Université,Québec,25 à 29 ans,24,10
2023/2024,Total taux de participation,Ontario,15 à 19 ans,35,87
2023/2024,Primaire/Secondaire,Ontario,15 à 19 ans,35,61
2023/2024,Collège,Ontario,15 à 19 ans,35,7
2023/2024,Université,Ontario,15 à 19 ans,35,19
2023/2024,Total taux de participation,Ontario,20 à 24 ans,35,46
2023/2024,Primaire/Secondaire,Ontario,20 à 24 ans,35,1
2023/2024,Collège,Ontario,20 à 24 ans,35,13
2023/2024,Université,Ontario,20 à 24 ans,35,32
2023/2024,Total taux de participation,Ontario,25 à 29 ans,35,12
2023/2024,Primaire/Secondaire,Ontario,25 à 29 ans,35,0
2023/2024,Collège,Ontario,25 à 29 ans,35,4
2023/2024,Université,Ontario,25 à 29 ans,35,7
2023/2024,Total taux de participation,Manitoba,15 à 19 ans,46,80
2023/2024,Primaire/Secondaire,Manitoba,15 à 19 ans,46,60
2023/2024,Collège,Manitoba,15 à 19 ans,46,3
2023/2024,Université,Manitoba,15 à 19 ans,46,17
2023/2024,Total taux de participation,Manitoba,20 à 24 ans,46,37
2023/2024,Primaire/Secondaire,Manitoba,20 à 24 ans,46,1
2023/2024,Collège,Manitoba,20 à 24 ans,46,7
2023/2024,Université,Manitoba,20 à 24 ans,46,30
2023/2024,Total taux de participation,Manitoba,25 à 29 ans,46,8
2023/2024,Collège,Manitoba,25 à 29 ans,46,2
2023/2024,Université,Manitoba,25 à 29 ans,46,5
2023/2024,Total taux de participation,Saskatchewan,15 à 19 ans,47,81
2023/2024,Primaire/Secondaire,Saskatchewan,15 à 19 ans,47,66
2023/2024,Collège,Saskatchewan,15 à 19 ans,47,3
2023/2024,Université,Saskatchewan,15 à 19 ans,47,12
2023/2024,Total taux de participation,Saskatchewan,20 à 24 ans,47,36
2023/2024,Primaire/Secondaire,Saskatchewan,20 à 24 ans,47,1
2023/2024,Collège,Saskatchewan,20 à 24 ans,47,6
2023/2024,Université,Saskatchewan,20 à 24 ans,47,29
2023/2024,Total taux de participation,Saskatchewan,25 à 29 ans,47,10
2023/2024,Collège,Saskatchewan,25 à 29 ans,47,3
2023/2024,Université,Saskatchewan,25 à 29 ans,47,8
2023/2024,Total taux de participation,Alberta,15 à 19 ans,48,81
2023/2024,Primaire/Secondaire,Alberta,15 à 19 ans,48,63
2023/2024,Collège,Alberta,15 à 19 ans,48,4
2023/2024,Université,Alberta,15 à 19 ans,48,14
2023/2024,Total taux de participation,Alberta,20 à 24 ans,48,37
2023/2024,Primaire/Secondaire,Alberta,20 à 24 ans,48,1
2023/2024,Collège,Alberta,20 à 24 ans,48,9
2023/2024,Université,Alberta,20 à 24 ans,48,27
2023/2024,Total taux de participation,Alberta,25 à 29 ans,48,10
2023/2024,Collège,Alberta,25 à 29 ans,48,4
2023/2024,Université,Alberta,25 à 29 ans,48,6
2023/2024,Total taux de participation,Colombie-Britannique,15 à 19 ans,59,81
2023/2024,Primaire/Secondaire,Colombie-Britannique,15 à 19 ans,59,58
2023/2024,Collège,Colombie-Britannique,15 à 19 ans,59,6
2023/2024,Université,Colombie-Britannique,15 à 19 ans,59,17
2023/2024,Total taux de participation,Colombie-Britannique,20 à 24 ans,59,42
2023/2024,Primaire/Secondaire,Colombie-Britannique,20 à 24 ans,59,0
2023/2024,Collège,Colombie-Britannique,20 à 24 ans,59,9
2023/2024,Université,Colombie-Britannique,20 à 24 ans,59,32
2023/2024,Total taux de participation,Colombie-Britannique,25 à 29 ans,59,11
2023/2024,Collège,Colombie-Britannique,25 à 29 ans,59,4
2023/2024,Université,Colombie-Britannique,25 à 29 ans,59,7
2023/2024,Total taux de participation,Yukon,15 à 19 ans,60,77
2023/2024,Primaire/Secondaire,Yukon,15 à 19 ans,60,59
2023/2024,Université,Yukon,15 à 19 ans,60,13
2023/2024,Total taux de participation,Yukon,20 à 24 ans,60,28
2023/2024,Université,Yukon,20 à 24 ans,60,20
2023/2024,Total taux de participation,Yukon,25 à 29 ans,60,12
2023/2024,Université,Yukon,25 à 29 ans,60,8
2023/2024,Total taux de participation,Territoires du Nord-Ouest,15 à 19 ans,61,69
2023/2024,Primaire/Secondaire,Territoires du Nord-Ouest,15 à 19 ans,61,60
2023/2024,Université,Territoires du Nord-Ouest,15 à 19 ans,61,7
2023/2024,Total taux de participation,Territoires du Nord-Ouest,20 à 24 ans,61,42
2023/2024,Collège,Territoires du Nord-Ouest,20 à 24 ans,61,13
2023/2024,Université,Territoires du Nord-Ouest,20 à 24 ans,61,27
2023/2024,Total taux de participation,Nunavut,15 à 19 ans,62,56
2023/2024,Primaire/Secondaire,Nunavut,15 à 19 ans,62,52
2023/2024,Total taux de participation,Nunavut,20 à 24 ans,62,9
2023/2024,Total taux de participation,Nunavut,25 à 29 ans,62,8
2024/2025,Total taux de participation,Canada,15 à 19 ans,,84
2024/2025,Primaire/Secondaire,Canada,15 à 19 ans,,59
2024/2025,Collège,Canada,15 à 19 ans,,12
2024/2025,Université,Canada,15 à 19 ans,,14
2024/2025,Total taux de participation,Canada,20 à 24 ans,,43
2024/2025,Primaire/Secondaire,Canada,20 à 24 ans,,1
2024/2025,Collège,Canada,20 à 24 ans,,11
2024/2025,Université,Canada,20 à 24 ans,,30
2024/2025,Total taux de participation,Canada,25 à 29 ans,,12
2024/2025,Primaire/Secondaire,Canada,25 à 29 ans,,0
2024/2025,Collège,Canada,25 à 29 ans,,4
2024/2025,Université,Canada,25 à 29 ans,,8
2024/2025,Total taux de participation,Terre-Neuve-et-Labrador,15 à 19 ans,10,85
2024/2025,Primaire/Secondaire,Terre-Neuve-et-Labrador,15 à 19 ans,10,64
2024/2025,Collège,Terre-Neuve-et-Labrador,15 à 19 ans,10,8
2024/2025,Université,Terre-Neuve-et-Labrador,15 à 19 ans,10,13
2024/2025,Total taux de participation,Terre-Neuve-et-Labrador,20 à 24 ans,10,43
2024/2025,Collège,Terre-Neuve-et-Labrador,20 à 24 ans,10,12
2024/2025,Université,Terre-Neuve-et-Labrador,20 à 24 ans,10,31
2024/2025,Total taux de participation,Terre-Neuve-et-Labrador,25 à 29 ans,10,13
2024/2025,Collège,Terre-Neuve-et-Labrador,25 à 29 ans,10,4
2024/2025,Université,Terre-Neuve-et-Labrador,25 à 29 ans,10,8
2024/2025,Total taux de participation,Île-du-Prince-Édouard,15 à 19 ans,11,86
2024/2025,Primaire/Secondaire,Île-du-Prince-Édouard,15 à 19 ans,11,68
2024/2025,Collège,Île-du-Prince-Édouard,15 à 19 ans,11,7
2024/2025,Université,Île-du-Prince-Édouard,15 à 19 ans,11,11
2024/2025,Total taux de participation,Île-du-Prince-Édouard,20 à 24 ans,11,34
2024/2025,Primaire/Secondaire,Île-du-Prince-Édouard,20 à 24 ans,11,2
2024/2025,Collège,Île-du-Prince-Édouard,20 à 24 ans,11,8
2024/2025,Université,Île-du-Prince-Édouard,20 à 24 ans,11,23
2024/2025,Total taux de participation,Île-du-Prince-Édouard,25 à 29 ans,11,9
2024/2025,Collège,Île-du-Prince-Édouard,25 à 29 ans,11,2
2024/2025,Université,Île-du-Prince-Édouard,25 à 29 ans,11,6
2024/2025,Total taux de participation,Nouvelle-Écosse,15 à 19 ans,12,81
2024/2025,Primaire/Secondaire,Nouvelle-Écosse,15 à 19 ans,12,59
2024/2025,Collège,Nouvelle-Écosse,15 à 19 ans,12,7
2024/2025,Université,Nouvelle-Écosse,15 à 19 ans,12,16
2024/2025,Total taux de participation,Nouvelle-Écosse,20 à 24 ans,12,39
2024/2025,Collège,Nouvelle-Écosse,20 à 24 ans,12,5
2024/2025,Université,Nouvelle-Écosse,20 à 24 ans,12,33
2024/2025,Total taux de participation,Nouvelle-Écosse,25 à 29 ans,12,10
2024/2025,Collège,Nouvelle-Écosse,25 à 29 ans,12,2
2024/2025,Université,Nouvelle-Écosse,25 à 29 ans,12,8
2024/2025,Total taux de participation,Nouveau-Brunswick,15 à 19 ans,13,81
2024/2025,Primaire/Secondaire,Nouveau-Brunswick,15 à 19 ans,13,60
2024/2025,Collège,Nouveau-Brunswick,15 à 19 ans,13,8
2024/2025,Université,Nouveau-Brunswick,15 à 19 ans,13,14
2024/2025,Total taux de participation,Nouveau-Brunswick,20 à 24 ans,13,32
2024/2025,Collège,Nouveau-Brunswick,20 à 24 ans,13,7
2024/2025,Université,Nouveau-Brunswick,20 à 24 ans,13,25
2024/2025,Total taux de participation,Nouveau-Brunswick,25 à 29 ans,13,8
2024/2025,Collège,Nouveau-Brunswick,25 à 29 ans,13,3
2024/2025,Université,Nouveau-Brunswick,25 à 29 ans,13,6
2024/2025,Total taux de participation,Québec,15 à 19 ans,24,85
2024/2025,Primaire/Secondaire,Québec,15 à 19 ans,24,49
2024/2025,Collège,Québec,15 à 19 ans,24,32
2024/2025,Université,Québec,15 à 19 ans,24,3
2024/2025,Total taux de participation,Québec,20 à 24 ans,24,47
2024/2025,Primaire/Secondaire,Québec,20 à 24 ans,24,2
2024/2025,Collège,Québec,20 à 24 ans,24,14
2024/2025,Université,Québec,20 à 24 ans,24,31
2024/2025,Total taux de participation,Québec,25 à 29 ans,24,15
2024/2025,Primaire/Secondaire,Québec,25 à 29 ans,24,0
2024/2025,Collège,Québec,25 à 29 ans,24,3
2024/2025,Université,Québec,25 à 29 ans,24,11
2024/2025,Total taux de participation,Ontario,15 à 19 ans,35,87
2024/2025,Primaire/Secondaire,Ontario,15 à 19 ans,35,60
2024/2025,Collège,Ontario,15 à 19 ans,35,6
2024/2025,Université,Ontario,15 à 19 ans,35,20
2024/2025,Total taux de participation,Ontario,20 à 24 ans,35,45
2024/2025,Primaire/Secondaire,Ontario,20 à 24 ans,35,1
2024/2025,Collège,Ontario,20 à 24 ans,35,13
2024/2025,Université,Ontario,20 à 24 ans,35,31
2024/2025,Total taux de participation,Ontario,25 à 29 ans,35,11
2024/2025,Collège,Ontario,25 à 29 ans,35,4
2024/2025,Université,Ontario,25 à 29 ans,35,6
2024/2025,Total taux de participation,Manitoba,15 à 19 ans,46,79
2024/2025,Primaire/Secondaire,Manitoba,15 à 19 ans,46,60
2024/2025,Collège,Manitoba,15 à 19 ans,46,4
2024/2025,Université,Manitoba,15 à 19 ans,46,15
2024/2025,Total taux de participation,Manitoba,20 à 24 ans,46,38
2024/2025,Primaire/Secondaire,Manitoba,20 à 24 ans,46,1
2024/2025,Collège,Manitoba,20 à 24 ans,46,9
2024/2025,Université,Manitoba,20 à 24 ans,46,27
2024/2025,Total taux de participation,Manitoba,25 à 29 ans,46,10
2024/2025,Collège,Manitoba,25 à 29 ans,46,3
2024/2025,Université,Manitoba,25 à 29 ans,46,6
2024/2025,Total taux de participation,Saskatchewan,15 à 19 ans,47,81
2024/2025,Primaire/Secondaire,Saskatchewan,15 à 19 ans,47,62
2024/2025,Collège,Saskatchewan,15 à 19 ans,47,4
2024/2025,Université,Saskatchewan,15 à 19 ans,47,14
2024/2025,Total taux de participation,Saskatchewan,20 à 24 ans,47,31
2024/2025,Primaire/Secondaire,Saskatchewan,20 à 24 ans,47,2
2024/2025,Collège,Saskatchewan,20 à 24 ans,47,6
2024/2025,Université,Saskatchewan,20 à 24 ans,47,24
2024/2025,Total taux de participation,Saskatchewan,25 à 29 ans,47,10
2024/2025,Collège,Saskatchewan,25 à 29 ans,47,3
2024/2025,Université,Saskatchewan,25 à 29 ans,47,7
2024/2025,Total taux de participation,Alberta,15 à 19 ans,48,80
2024/2025,Primaire/Secondaire,Alberta,15 à 19 ans,48,64
2024/2025,Collège,Alberta,15 à 19 ans,48,5
2024/2025,Université,Alberta,15 à 19 ans,48,12
2024/2025,Total taux de participation,Alberta,20 à 24 ans,48,35
2024/2025,Primaire/Secondaire,Alberta,20 à 24 ans,48,1
2024/2025,Collège,Alberta,20 à 24 ans,48,7
2024/2025,Université,Alberta,20 à 24 ans,48,28
2024/2025,Total taux de participation,Alberta,25 à 29 ans,48,11
2024/2025,Collège,Alberta,25 à 29 ans,48,4
2024/2025,Université,Alberta,25 à 29 ans,48,7
2024/2025,Total taux de participation,Colombie-Britannique,15 à 19 ans,59,82
2024/2025,Primaire/Secondaire,Colombie-Britannique,15 à 19 ans,59,60
2024/2025,Collège,Colombie-Britannique,15 à 19 ans,59,6
2024/2025,Université,Colombie-Britannique,15 à 19 ans,59,16
2024/2025,Total taux de participation,Colombie-Britannique,20 à 24 ans,59,42
2024/2025,Primaire/Secondaire,Colombie-Britannique,20 à 24 ans,59,0
2024/2025,Collège,Colombie-Britannique,20 à 24 ans,59,11
2024/2025,Université,Colombie-Britannique,20 à 24 ans,59,31
2024/2025,Total taux de participation,Colombie-Britannique,25 à 29 ans,59,14
2024/2025,Collège,Colombie-Britannique,25 à 29 ans,59,4
2024/2025,Université,Colombie-Britannique,25 à 29 ans,59,9
2024/2025,Total taux de participation,Yukon,15 à 19 ans,60,75
2024/2025,Primaire/Secondaire,Yukon,15 à 19 ans,60,62
2024/2025,Université,Yukon,15 à 19 ans,60,13
2024/2025,Total taux de participation,Yukon,20 à 24 ans,60,35
2024/2025,Université,Yukon,20 à 24 ans,60,27
2024/2025,Total taux de participation,Territoires du Nord-Ouest,15 à 19 ans,61,77
2024/2025,Primaire/Secondaire,Territoires du Nord-Ouest,15 à 19 ans,61,59
2024/2025,Université,Territoires du Nord-Ouest,15 à 19 ans,61,11
2024/2025,Total taux de participation,Territoires du Nord-Ouest,20 à 24 ans,61,30
2024/2025,Université,Territoires du Nord-Ouest,20 à 24 ans,61,22
2024/2025,Total taux de participation,Territoires du Nord-Ouest,25 à 29 ans,61,7
2024/2025,Total taux de participation,Nunavut,15 à 19 ans,62,68
2024/2025,Primaire/Secondaire,Nunavut,15 à 19 ans,62,62
2024/2025,Total taux de participation,Nunavut,20 à 24 ans,62,14
2014/2015,Total taux de participation,Canada,30 à 34 ans,,7
2014/2015,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2014/2015,Collège,Canada,30 à 34 ans,,2
2014/2015,Université,Canada,30 à 34 ans,,4
2014/2015,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,3
2014/2015,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,3
2014/2015,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,4
2014/2015,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,7
2014/2015,Collège,Nouvelle-Écosse,30 à 34 ans,12,1
2014/2015,Université,Nouvelle-Écosse,30 à 34 ans,12,6
2014/2015,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,6
2014/2015,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2014/2015,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2014/2015,Total taux de participation,Québec,30 à 34 ans,24,10
2014/2015,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2014/2015,Collège,Québec,30 à 34 ans,24,2
2014/2015,Université,Québec,30 à 34 ans,24,7
2014/2015,Total taux de participation,Ontario,30 à 34 ans,35,5
2014/2015,Collège,Ontario,30 à 34 ans,35,3
2014/2015,Université,Ontario,30 à 34 ans,35,3
2014/2015,Total taux de participation,Manitoba,30 à 34 ans,46,7
2014/2015,Collège,Manitoba,30 à 34 ans,46,3
2014/2015,Université,Manitoba,30 à 34 ans,46,4
2014/2015,Total taux de participation,Saskatchewan,30 à 34 ans,47,6
2014/2015,Collège,Saskatchewan,30 à 34 ans,47,2
2014/2015,Université,Saskatchewan,30 à 34 ans,47,4
2014/2015,Total taux de participation,Alberta,30 à 34 ans,48,5
2014/2015,Collège,Alberta,30 à 34 ans,48,2
2014/2015,Université,Alberta,30 à 34 ans,48,4
2014/2015,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,8
2014/2015,Collège,Colombie-Britannique,30 à 34 ans,59,3
2014/2015,Université,Colombie-Britannique,30 à 34 ans,59,5
2014/2015,Total taux de participation,Yukon,30 à 34 ans,60,10
2015/2016,Total taux de participation,Canada,30 à 34 ans,,6
2015/2016,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2015/2016,Collège,Canada,30 à 34 ans,,2
2015/2016,Université,Canada,30 à 34 ans,,4
2015/2016,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2015/2016,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,5
2015/2016,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,7
2015/2016,Université,Île-du-Prince-Édouard,30 à 34 ans,11,5
2015/2016,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,7
2015/2016,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2015/2016,Université,Nouvelle-Écosse,30 à 34 ans,12,5
2015/2016,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,3
2015/2016,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2015/2016,Université,Nouveau-Brunswick,30 à 34 ans,13,1
2015/2016,Total taux de participation,Québec,30 à 34 ans,24,9
2015/2016,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2015/2016,Collège,Québec,30 à 34 ans,24,2
2015/2016,Université,Québec,30 à 34 ans,24,6
2015/2016,Total taux de participation,Ontario,30 à 34 ans,35,6
2015/2016,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2015/2016,Collège,Ontario,30 à 34 ans,35,2
2015/2016,Université,Ontario,30 à 34 ans,35,3
2015/2016,Total taux de participation,Manitoba,30 à 34 ans,46,6
2015/2016,Collège,Manitoba,30 à 34 ans,46,2
2015/2016,Université,Manitoba,30 à 34 ans,46,3
2015/2016,Total taux de participation,Saskatchewan,30 à 34 ans,47,5
2015/2016,Collège,Saskatchewan,30 à 34 ans,47,1
2015/2016,Université,Saskatchewan,30 à 34 ans,47,3
2015/2016,Total taux de participation,Alberta,30 à 34 ans,48,6
2015/2016,Collège,Alberta,30 à 34 ans,48,2
2015/2016,Université,Alberta,30 à 34 ans,48,4
2015/2016,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2015/2016,Collège,Colombie-Britannique,30 à 34 ans,59,2
2015/2016,Université,Colombie-Britannique,30 à 34 ans,59,3
2015/2016,Total taux de participation,Yukon,30 à 34 ans,60,8
2016/2017,Total taux de participation,Canada,30 à 34 ans,,6
2016/2017,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2016/2017,Collège,Canada,30 à 34 ans,,2
2016/2017,Université,Canada,30 à 34 ans,,4
2016/2017,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2016/2017,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2016/2017,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,4
2016/2017,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,7
2016/2017,Université,Île-du-Prince-Édouard,30 à 34 ans,11,4
2016/2017,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,7
2016/2017,Collège,Nouvelle-Écosse,30 à 34 ans,12,3
2016/2017,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2016/2017,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,3
2016/2017,Université,Nouveau-Brunswick,30 à 34 ans,13,2
2016/2017,Total taux de participation,Québec,30 à 34 ans,24,8
2016/2017,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2016/2017,Collège,Québec,30 à 34 ans,24,2
2016/2017,Université,Québec,30 à 34 ans,24,6
2016/2017,Total taux de participation,Ontario,30 à 34 ans,35,5
2016/2017,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2016/2017,Collège,Ontario,30 à 34 ans,35,2
2016/2017,Université,Ontario,30 à 34 ans,35,3
2016/2017,Total taux de participation,Manitoba,30 à 34 ans,46,8
2016/2017,Collège,Manitoba,30 à 34 ans,46,2
2016/2017,Université,Manitoba,30 à 34 ans,46,5
2016/2017,Total taux de participation,Saskatchewan,30 à 34 ans,47,5
2016/2017,Collège,Saskatchewan,30 à 34 ans,47,2
2016/2017,Université,Saskatchewan,30 à 34 ans,47,4
2016/2017,Total taux de participation,Alberta,30 à 34 ans,48,5
2016/2017,Collège,Alberta,30 à 34 ans,48,2
2016/2017,Université,Alberta,30 à 34 ans,48,2
2016/2017,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2016/2017,Collège,Colombie-Britannique,30 à 34 ans,59,2
2016/2017,Université,Colombie-Britannique,30 à 34 ans,59,4
2017/2018,Total taux de participation,Canada,30 à 34 ans,,6
2017/2018,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2017/2018,Collège,Canada,30 à 34 ans,,2
2017/2018,Université,Canada,30 à 34 ans,,3
2017/2018,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,7
2017/2018,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2017/2018,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,4
2017/2018,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,6
2017/2018,Université,Île-du-Prince-Édouard,30 à 34 ans,11,5
2017/2018,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,6
2017/2018,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2017/2018,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2017/2018,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,4
2017/2018,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2017/2018,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2017/2018,Total taux de participation,Québec,30 à 34 ans,24,8
2017/2018,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2017/2018,Collège,Québec,30 à 34 ans,24,2
2017/2018,Université,Québec,30 à 34 ans,24,5
2017/2018,Total taux de participation,Ontario,30 à 34 ans,35,5
2017/2018,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2017/2018,Collège,Ontario,30 à 34 ans,35,2
2017/2018,Université,Ontario,30 à 34 ans,35,2
2017/2018,Total taux de participation,Manitoba,30 à 34 ans,46,5
2017/2018,Collège,Manitoba,30 à 34 ans,46,2
2017/2018,Université,Manitoba,30 à 34 ans,46,3
2017/2018,Total taux de participation,Saskatchewan,30 à 34 ans,47,5
2017/2018,Collège,Saskatchewan,30 à 34 ans,47,1
2017/2018,Université,Saskatchewan,30 à 34 ans,47,3
2017/2018,Total taux de participation,Alberta,30 à 34 ans,48,6
2017/2018,Collège,Alberta,30 à 34 ans,48,2
2017/2018,Université,Alberta,30 à 34 ans,48,3
2017/2018,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2017/2018,Collège,Colombie-Britannique,30 à 34 ans,59,3
2017/2018,Université,Colombie-Britannique,30 à 34 ans,59,3
2018/2019,Total taux de participation,Canada,30 à 34 ans,,6
2018/2019,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2018/2019,Collège,Canada,30 à 34 ans,,2
2018/2019,Université,Canada,30 à 34 ans,,4
2018/2019,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,8
2018/2019,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2018/2019,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2018/2019,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,4
2018/2019,Université,Île-du-Prince-Édouard,30 à 34 ans,11,2
2018/2019,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,6
2018/2019,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2018/2019,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2018/2019,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,4
2018/2019,Collège,Nouveau-Brunswick,30 à 34 ans,13,1
2018/2019,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2018/2019,Total taux de participation,Québec,30 à 34 ans,24,9
2018/2019,École primaire et/ou secondaire,Québec,30 à 34 ans,24,0
2018/2019,Collège,Québec,30 à 34 ans,24,2
2018/2019,Université,Québec,30 à 34 ans,24,6
2018/2019,Total taux de participation,Ontario,30 à 34 ans,35,5
2018/2019,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2018/2019,Collège,Ontario,30 à 34 ans,35,2
2018/2019,Université,Ontario,30 à 34 ans,35,3
2018/2019,Total taux de participation,Manitoba,30 à 34 ans,46,6
2018/2019,Collège,Manitoba,30 à 34 ans,46,2
2018/2019,Université,Manitoba,30 à 34 ans,46,4
2018/2019,Total taux de participation,Saskatchewan,30 à 34 ans,47,6
2018/2019,Collège,Saskatchewan,30 à 34 ans,47,2
2018/2019,Université,Saskatchewan,30 à 34 ans,47,4
2018/2019,Total taux de participation,Alberta,30 à 34 ans,48,5
2018/2019,Collège,Alberta,30 à 34 ans,48,2
2018/2019,Université,Alberta,30 à 34 ans,48,3
2018/2019,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2018/2019,Collège,Colombie-Britannique,30 à 34 ans,59,3
2018/2019,Université,Colombie-Britannique,30 à 34 ans,59,3
2018/2019,Total taux de participation,Territoires du Nord-Ouest,30 à 34 ans,61,6
2019/2020,Total taux de participation,Canada,30 à 34 ans,,6
2019/2020,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2019/2020,Collège,Canada,30 à 34 ans,,2
2019/2020,Université,Canada,30 à 34 ans,,4
2019/2020,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,8
2019/2020,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2019/2020,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
