Year,Causes of death,Age at time of death,Sex,Value
2015,Pneumonitis due to solids and liquids,10 to 14 years,Both sexes,0.0
2015,Malignant neoplasms,10 to 14 years,Males,2.4
2015,Diabetes mellitus,10 to 14 years,Males,0.1
2015,Diseases of heart,10 to 14 years,Males,0.2
2015,Essential hypertension and hypertensive renal disease,10 to 14 years,Males,0.0
2015,Cerebrovascular diseases,10 to 14 years,Males,0.0
2015,Atherosclerosis,10 to 14 years,Males,0.0
2015,Aortic aneurysm and dissection,10 to 14 years,Males,0.0
2015,Chronic lower respiratory diseases,10 to 14 years,Males,0.3
2015,Pneumoconioses and chemical effects,10 to 14 years,Males,0.0
2015,Pneumonitis due to solids and liquids,10 to 14 years,Males,0.0
2015,Malignant neoplasms,10 to 14 years,Females,2.4
2015,Diabetes mellitus,10 to 14 years,Females,0.0
2015,Diseases of heart,10 to 14 years,Females,0.1
2015,Essential hypertension and hypertensive renal disease,10 to 14 years,Females,0.0
2015,Cerebrovascular diseases,10 to 14 years,Females,0.1
2015,Atherosclerosis,10 to 14 years,Females,0.0
2015,Aortic aneurysm and dissection,10 to 14 years,Females,0.0
2015,Chronic lower respiratory diseases,10 to 14 years,Females,0.2
2015,Pneumoconioses and chemical effects,10 to 14 years,Females,0.0
2015,Pneumonitis due to solids and liquids,10 to 14 years,Females,0.0
2015,Malignant neoplasms,15 to 24,Both sexes,3.3
2015,Diabetes mellitus,15 to 24,Both sexes,0.3
2015,Diseases of heart,15 to 24,Both sexes,1.0
2015,Essential hypertension and hypertensive renal disease,15 to 24,Both sexes,0.0
2015,Cerebrovascular diseases,15 to 24,Both sexes,0.2
2015,Atherosclerosis,15 to 24,Both sexes,0.0
2015,Aortic aneurysm and dissection,15 to 24,Both sexes,0.0
2015,Chronic lower respiratory diseases,15 to 24,Both sexes,0.1
2015,Pneumoconioses and chemical effects,15 to 24,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Both sexes,0.1
2015,Malignant neoplasms,15 to 24,Males,4.1
2015,Diabetes mellitus,15 to 24,Males,0.3
2015,Diseases of heart,15 to 24,Males,1.1
2015,Essential hypertension and hypertensive renal disease,15 to 24,Males,0.0
2015,Cerebrovascular diseases,15 to 24,Males,0.1
2015,Atherosclerosis,15 to 24,Males,0.0
2015,Aortic aneurysm and dissection,15 to 24,Males,0.1
2015,Chronic lower respiratory diseases,15 to 24,Males,0.2
2015,Pneumoconioses and chemical effects,15 to 24,Males,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Males,0.1
2015,Malignant neoplasms,15 to 24,Females,2.5
2015,Diabetes mellitus,15 to 24,Females,0.2
2015,Diseases of heart,15 to 24,Females,0.9
2015,Essential hypertension and hypertensive renal disease,15 to 24,Females,0.0
2015,Cerebrovascular diseases,15 to 24,Females,0.3
2015,Atherosclerosis,15 to 24,Females,0.0
2015,Aortic aneurysm and dissection,15 to 24,Females,0.0
2015,Chronic lower respiratory diseases,15 to 24,Females,0.2
2015,Pneumoconioses and chemical effects,15 to 24,Females,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Females,0.1
2015,Malignant neoplasms,15 to 19 years,Both sexes,2.8
2015,Diabetes mellitus,15 to 19 years,Both sexes,0.1
2015,Diseases of heart,15 to 19 years,Both sexes,0.4
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Both sexes,0.0
2015,Cerebrovascular diseases,15 to 19 years,Both sexes,0.1
2015,Atherosclerosis,15 to 19 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,15 to 19 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,15 to 19 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Both sexes,0.0
2015,Malignant neoplasms,15 to 19 years,Males,3.2
2015,Diabetes mellitus,15 to 19 years,Males,0.2
2015,Diseases of heart,15 to 19 years,Males,0.3
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Males,0.0
2015,Cerebrovascular diseases,15 to 19 years,Males,0.0
2015,Atherosclerosis,15 to 19 years,Males,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Males,0.1
2015,Chronic lower respiratory diseases,15 to 19 years,Males,0.0
2015,Pneumoconioses and chemical effects,15 to 19 years,Males,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Males,0.1
2015,Malignant neoplasms,15 to 19 years,Females,2.4
2015,Diabetes mellitus,15 to 19 years,Females,0.1
2015,Diseases of heart,15 to 19 years,Females,0.6
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Females,0.0
2015,Cerebrovascular diseases,15 to 19 years,Females,0.2
2015,Atherosclerosis,15 to 19 years,Females,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Females,0.0
2015,Chronic lower respiratory diseases,15 to 19 years,Females,0.3
2015,Pneumoconioses and chemical effects,15 to 19 years,Females,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Females,0.0
2015,Malignant neoplasms,20 to 24 years,Both sexes,3.8
2015,Diabetes mellitus,20 to 24 years,Both sexes,0.4
2015,Diseases of heart,20 to 24 years,Both sexes,1.5
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Both sexes,0.0
2015,Cerebrovascular diseases,20 to 24 years,Both sexes,0.3
2015,Atherosclerosis,20 to 24 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,20 to 24 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,20 to 24 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Both sexes,0.1
2015,Malignant neoplasms,20 to 24 years,Males,4.8
2015,Diabetes mellitus,20 to 24 years,Males,0.5
2015,Diseases of heart,20 to 24 years,Males,1.8
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Males,0.0
2015,Cerebrovascular diseases,20 to 24 years,Males,0.1
2015,Atherosclerosis,20 to 24 years,Males,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Males,0.1
2015,Chronic lower respiratory diseases,20 to 24 years,Males,0.2
2015,Pneumoconioses and chemical effects,20 to 24 years,Males,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Males,0.1
2015,Malignant neoplasms,20 to 24 years,Females,2.7
2015,Diabetes mellitus,20 to 24 years,Females,0.3
2015,Diseases of heart,20 to 24 years,Females,1.1
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Females,0.0
2015,Cerebrovascular diseases,20 to 24 years,Females,0.4
2015,Atherosclerosis,20 to 24 years,Females,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Females,0.0
2015,Chronic lower respiratory diseases,20 to 24 years,Females,0.1
2015,Pneumoconioses and chemical effects,20 to 24 years,Females,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Females,0.1
2015,Malignant neoplasms,25 to 34 years,Both sexes,8.3
2015,Diabetes mellitus,25 to 34 years,Both sexes,1.1
2015,Diseases of heart,25 to 34 years,Both sexes,3.0
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Both sexes,0.0
2015,Cerebrovascular diseases,25 to 34 years,Both sexes,0.7
2015,Atherosclerosis,25 to 34 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Both sexes,0.2
2015,Chronic lower respiratory diseases,25 to 34 years,Both sexes,0.2
2015,Pneumoconioses and chemical effects,25 to 34 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Both sexes,0.2
2015,Malignant neoplasms,25 to 34 years,Males,7.5
2015,Diabetes mellitus,25 to 34 years,Males,1.5
2015,Diseases of heart,25 to 34 years,Males,4.0
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Males,0.0
2015,Cerebrovascular diseases,25 to 34 years,Males,0.8
2015,Atherosclerosis,25 to 34 years,Males,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Males,0.3
2015,Chronic lower respiratory diseases,25 to 34 years,Males,0.4
2015,Pneumoconioses and chemical effects,25 to 34 years,Males,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Males,0.2
2015,Malignant neoplasms,25 to 34 years,Females,9.3
2015,Diabetes mellitus,25 to 34 years,Females,0.7
2015,Diseases of heart,25 to 34 years,Females,2.1
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Females,0.1
2015,Cerebrovascular diseases,25 to 34 years,Females,0.7
2015,Atherosclerosis,25 to 34 years,Females,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Females,0.2
2015,Chronic lower respiratory diseases,25 to 34 years,Females,0.2
2015,Pneumoconioses and chemical effects,25 to 34 years,Females,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Females,0.1
2015,Malignant neoplasms,25 to 29 years,Both sexes,5.5
2015,Diabetes mellitus,25 to 29 years,Both sexes,1.4
2015,Diseases of heart,25 to 29 years,Both sexes,2.6
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Both sexes,0.0
2015,Cerebrovascular diseases,25 to 29 years,Both sexes,0.5
2015,Atherosclerosis,25 to 29 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Both sexes,0.1
2015,Chronic lower respiratory diseases,25 to 29 years,Both sexes,0.3
2015,Pneumoconioses and chemical effects,25 to 29 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Both sexes,0.2
2015,Malignant neoplasms,25 to 29 years,Males,4.7
2015,Diabetes mellitus,25 to 29 years,Males,1.9
2015,Diseases of heart,25 to 29 years,Males,3.2
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Males,0.0
2015,Cerebrovascular diseases,25 to 29 years,Males,0.4
2015,Atherosclerosis,25 to 29 years,Males,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Males,0.2
2015,Chronic lower respiratory diseases,25 to 29 years,Males,0.4
2015,Pneumoconioses and chemical effects,25 to 29 years,Males,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Males,0.2
2015,Malignant neoplasms,25 to 29 years,Females,6.4
2015,Diabetes mellitus,25 to 29 years,Females,0.8
2015,Diseases of heart,25 to 29 years,Females,1.9
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Females,0.1
2015,Cerebrovascular diseases,25 to 29 years,Females,0.6
2015,Atherosclerosis,25 to 29 years,Females,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Females,0.0
2015,Chronic lower respiratory diseases,25 to 29 years,Females,0.2
2015,Pneumoconioses and chemical effects,25 to 29 years,Females,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Females,0.1
2015,Malignant neoplasms,30 to 34 years,Both sexes,11.2
2015,Diabetes mellitus,30 to 34 years,Both sexes,0.9
2015,Diseases of heart,30 to 34 years,Both sexes,3.5
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Both sexes,0.0
2015,Cerebrovascular diseases,30 to 34 years,Both sexes,0.9
2015,Atherosclerosis,30 to 34 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Both sexes,0.2
2015,Chronic lower respiratory diseases,30 to 34 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,30 to 34 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Both sexes,0.0
2015,Malignant neoplasms,30 to 34 years,Males,10.3
2015,Diabetes mellitus,30 to 34 years,Males,1.1
2015,Diseases of heart,30 to 34 years,Males,4.7
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Males,0.0
2015,Cerebrovascular diseases,30 to 34 years,Males,1.1
2015,Atherosclerosis,30 to 34 years,Males,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Males,0.3
2015,Chronic lower respiratory diseases,30 to 34 years,Males,0.0
2015,Pneumoconioses and chemical effects,30 to 34 years,Males,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Males,0.0
2015,Malignant neoplasms,30 to 34 years,Females,12.0
2015,Diabetes mellitus,30 to 34 years,Females,0.7
2015,Diseases of heart,30 to 34 years,Females,2.3
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Females,0.1
2015,Cerebrovascular diseases,30 to 34 years,Females,0.7
2015,Atherosclerosis,30 to 34 years,Females,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Females,0.2
2015,Chronic lower respiratory diseases,30 to 34 years,Females,0.2
2015,Pneumoconioses and chemical effects,30 to 34 years,Females,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Females,0.0
2015,Malignant neoplasms,35 to 44 years,Both sexes,23.7
2015,Diabetes mellitus,35 to 44 years,Both sexes,2.2
2015,Diseases of heart,35 to 44 years,Both sexes,9.9
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Both sexes,0.1
2015,Cerebrovascular diseases,35 to 44 years,Both sexes,2.2
2015,Atherosclerosis,35 to 44 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,35 to 44 years,Both sexes,0.6
2015,Chronic lower respiratory diseases,35 to 44 years,Both sexes,0.6
2015,Pneumoconioses and chemical effects,35 to 44 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,35 to 44 years,Both sexes,0.1
2015,Malignant neoplasms,35 to 44 years,Males,19.9
2015,Diabetes mellitus,35 to 44 years,Males,3.2
2015,Diseases of heart,35 to 44 years,Males,14.6
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Males,0.1
2015,Cerebrovascular diseases,35 to 44 years,Males,2.6
2015,Atherosclerosis,35 to 44 years,Males,0.1
2015,Aortic aneurysm and dissection,35 to 44 years,Males,0.9
2015,Chronic lower respiratory diseases,35 to 44 years,Males,0.4
2015,Pneumoconioses and chemical effects,35 to 44 years,Males,0.1
2015,Pneumonitis due to solids and liquids,35 to 44 years,Males,0.2
2015,Malignant neoplasms,35 to 44 years,Females,27.5
2015,Diabetes mellitus,35 to 44 years,Females,1.3
2015,Diseases of heart,35 to 44 years,Females,5.3
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Females,0.1
2015,Cerebrovascular diseases,35 to 44 years,Females,1.9
2015,Atherosclerosis,35 to 44 years,Females,0.1
2015,Aortic aneurysm and dissection,35 to 44 years,Females,0.4
2015,Chronic lower respiratory diseases,35 to 44 years,Females,0.8
2015,Pneumoconioses and chemical effects,35 to 44 years,Females,0.0
2015,Pneumonitis due to solids and liquids,35 to 44 years,Females,0.2
2015,Malignant neoplasms,35 to 39 years,Both sexes,17.2
2015,Diabetes mellitus,35 to 39 years,Both sexes,1.6
2015,Diseases of heart,35 to 39 years,Both sexes,6.4
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Both sexes,0.1
2015,Cerebrovascular diseases,35 to 39 years,Both sexes,1.4
2015,Atherosclerosis,35 to 39 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,35 to 39 years,Both sexes,0.3
2015,Chronic lower respiratory diseases,35 to 39 years,Both sexes,0.7
2015,Pneumoconioses and chemical effects,35 to 39 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Both sexes,0.1
2015,Malignant neoplasms,35 to 39 years,Males,14.9
2015,Diabetes mellitus,35 to 39 years,Males,2.2
2015,Diseases of heart,35 to 39 years,Males,9.6
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Males,0.1
2015,Cerebrovascular diseases,35 to 39 years,Males,1.5
2015,Atherosclerosis,35 to 39 years,Males,0.1
2015,Aortic aneurysm and dissection,35 to 39 years,Males,0.5
2015,Chronic lower respiratory diseases,35 to 39 years,Males,0.4
2015,Pneumoconioses and chemical effects,35 to 39 years,Males,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Males,0.2
2015,Malignant neoplasms,35 to 39 years,Females,19.4
2015,Diabetes mellitus,35 to 39 years,Females,1.1
2015,Diseases of heart,35 to 39 years,Females,3.3
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Females,0.2
2015,Cerebrovascular diseases,35 to 39 years,Females,1.2
2015,Atherosclerosis,35 to 39 years,Females,0.0
2015,Aortic aneurysm and dissection,35 to 39 years,Females,0.0
2015,Chronic lower respiratory diseases,35 to 39 years,Females,0.9
2015,Pneumoconioses and chemical effects,35 to 39 years,Females,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Females,0.0
2015,Malignant neoplasms,40 to 44 years,Both sexes,30.3
2015,Diabetes mellitus,40 to 44 years,Both sexes,2.9
2015,Diseases of heart,40 to 44 years,Both sexes,13.5
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Both sexes,0.1
2015,Cerebrovascular diseases,40 to 44 years,Both sexes,3.2
2015,Atherosclerosis,40 to 44 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Both sexes,0.9
2015,Chronic lower respiratory diseases,40 to 44 years,Both sexes,0.6
2015,Pneumoconioses and chemical effects,40 to 44 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,40 to 44 years,Both sexes,0.1
2015,Malignant neoplasms,40 to 44 years,Males,25.0
2015,Diabetes mellitus,40 to 44 years,Males,4.2
2015,Diseases of heart,40 to 44 years,Males,19.7
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Males,0.2
2015,Cerebrovascular diseases,40 to 44 years,Males,3.6
2015,Atherosclerosis,40 to 44 years,Males,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Males,1.3
2015,Chronic lower respiratory diseases,40 to 44 years,Males,0.4
2015,Pneumoconioses and chemical effects,40 to 44 years,Males,0.1
2015,Pneumonitis due to solids and liquids,40 to 44 years,Males,0.0
2015,Malignant neoplasms,40 to 44 years,Females,35.6
2015,Diabetes mellitus,40 to 44 years,Females,1.5
2015,Diseases of heart,40 to 44 years,Females,7.4
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Females,0.1
2015,Cerebrovascular diseases,40 to 44 years,Females,2.7
2015,Atherosclerosis,40 to 44 years,Females,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Females,0.4
2015,Chronic lower respiratory diseases,40 to 44 years,Females,0.7
2015,Pneumoconioses and chemical effects,40 to 44 years,Females,0.0
2015,Pneumonitis due to solids and liquids,40 to 44 years,Females,0.2
2015,Malignant neoplasms,45 to 54 years,Both sexes,86.4
2015,Diabetes mellitus,45 to 54 years,Both sexes,6.2
2015,Diseases of heart,45 to 54 years,Both sexes,36.0
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Both sexes,0.5
2015,Cerebrovascular diseases,45 to 54 years,Both sexes,6.4
2015,Atherosclerosis,45 to 54 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,45 to 54 years,Both sexes,1.1
2015,Chronic lower respiratory diseases,45 to 54 years,Both sexes,3.9
2015,Pneumoconioses and chemical effects,45 to 54 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,45 to 54 years,Both sexes,0.5
2015,Malignant neoplasms,45 to 54 years,Males,80.1
2015,Diabetes mellitus,45 to 54 years,Males,8.3
2015,Diseases of heart,45 to 54 years,Males,55.3
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Males,0.8
2015,Cerebrovascular diseases,45 to 54 years,Males,6.8
2015,Atherosclerosis,45 to 54 years,Males,0.2
2015,Aortic aneurysm and dissection,45 to 54 years,Males,2.0
2015,Chronic lower respiratory diseases,45 to 54 years,Males,3.9
2015,Pneumoconioses and chemical effects,45 to 54 years,Males,0.0
2015,Pneumonitis due to solids and liquids,45 to 54 years,Males,0.7
2015,Malignant neoplasms,45 to 54 years,Females,92.8
2015,Diabetes mellitus,45 to 54 years,Females,4.1
2015,Diseases of heart,45 to 54 years,Females,16.7
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Females,0.2
2015,Cerebrovascular diseases,45 to 54 years,Females,6.0
2015,Atherosclerosis,45 to 54 years,Females,0.1
2015,Aortic aneurysm and dissection,45 to 54 years,Females,0.2
2015,Chronic lower respiratory diseases,45 to 54 years,Females,3.8
2015,Pneumoconioses and chemical effects,45 to 54 years,Females,0.0
2015,Pneumonitis due to solids and liquids,45 to 54 years,Females,0.3
2015,Malignant neoplasms,45 to 49 years,Both sexes,56.6
2015,Diabetes mellitus,45 to 49 years,Both sexes,4.5
2015,Diseases of heart,45 to 49 years,Both sexes,24.0
2015,Essential hypertension and hypertensive renal disease,45 to 49 years,Both sexes,0.6
2015,Cerebrovascular diseases,45 to 49 years,Both sexes,4.4
2015,Atherosclerosis,45 to 49 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,45 to 49 years,Both sexes,1.1
2015,Chronic lower respiratory diseases,45 to 49 years,Both sexes,2.1
2015,Pneumoconioses and chemical effects,45 to 49 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,45 to 49 years,Both sexes,0.3
2015,Malignant neoplasms,45 to 49 years,Males,50.7
2015,Diabetes mellitus,45 to 49 years,Males,5.9
2015,Diseases of heart,45 to 49 years,Males,37.6
2015,Essential hypertension and hypertensive renal disease,45 to 49 years,Males,0.7
2015,Cerebrovascular diseases,45 to 49 years,Males,4.8
2015,Atherosclerosis,45 to 49 years,Males,0.1
2015,Aortic aneurysm and dissection,45 to 49 years,Males,2.1
2015,Chronic lower respiratory diseases,45 to 49 years,Males,1.8
2015,Pneumoconioses and chemical effects,45 to 49 years,Males,0.0
2015,Pneumonitis due to solids and liquids,45 to 49 years,Males,0.4
2015,Malignant neoplasms,45 to 49 years,Females,62.5
2015,Diabetes mellitus,45 to 49 years,Females,3.2
2015,Diseases of heart,45 to 49 years,Females,10.4
2015,Essential hypertension and hypertensive renal disease,45 to 49 years,Females,0.4
2015,Cerebrovascular diseases,45 to 49 years,Females,3.9
2015,Atherosclerosis,45 to 49 years,Females,0.1
2015,Aortic aneurysm and dissection,45 to 49 years,Females,0.2
2015,Chronic lower respiratory diseases,45 to 49 years,Females,2.4
2015,Pneumoconioses and chemical effects,45 to 49 years,Females,0.0
2015,Pneumonitis due to solids and liquids,45 to 49 years,Females,0.2
2015,Malignant neoplasms,50 to 54 years,Both sexes,112.6
2015,Diabetes mellitus,50 to 54 years,Both sexes,7.7
2015,Diseases of heart,50 to 54 years,Both sexes,46.6
2015,Essential hypertension and hypertensive renal disease,50 to 54 years,Both sexes,0.5
2015,Cerebrovascular diseases,50 to 54 years,Both sexes,8.2
2015,Atherosclerosis,50 to 54 years,Both sexes,0.2
2015,Aortic aneurysm and dissection,50 to 54 years,Both sexes,1.1
2015,Chronic lower respiratory diseases,50 to 54 years,Both sexes,5.4
2015,Pneumoconioses and chemical effects,50 to 54 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,50 to 54 years,Both sexes,0.6
2015,Malignant neoplasms,50 to 54 years,Males,105.8
2015,Diabetes mellitus,50 to 54 years,Males,10.5
2015,Diseases of heart,50 to 54 years,Males,70.8
2015,Essential hypertension and hypertensive renal disease,50 to 54 years,Males,0.9
2015,Cerebrovascular diseases,50 to 54 years,Males,8.5
2015,Atherosclerosis,50 to 54 years,Males,0.2
2015,Aortic aneurysm and dissection,50 to 54 years,Males,1.9
2015,Chronic lower respiratory diseases,50 to 54 years,Males,5.8
2015,Pneumoconioses and chemical effects,50 to 54 years,Males,0.0
2015,Pneumonitis due to solids and liquids,50 to 54 years,Males,0.9
2015,Malignant neoplasms,50 to 54 years,Females,119.5
2015,Diabetes mellitus,50 to 54 years,Females,4.9
2015,Diseases of heart,50 to 54 years,Females,22.3
2015,Essential hypertension and hypertensive renal disease,50 to 54 years,Females,0.1
2015,Cerebrovascular diseases,50 to 54 years,Females,7.8
2015,Atherosclerosis,50 to 54 years,Females,0.1
2015,Aortic aneurysm and dissection,50 to 54 years,Females,0.3
2015,Chronic lower respiratory diseases,50 to 54 years,Females,5.0
2015,Pneumoconioses and chemical effects,50 to 54 years,Females,0.0
2015,Pneumonitis due to solids and liquids,50 to 54 years,Females,0.3
2015,Malignant neoplasms,55 to 64 years,Both sexes,272.4
2015,Diabetes mellitus,55 to 64 years,Both sexes,16.8
2015,Diseases of heart,55 to 64 years,Both sexes,101.3
2015,Essential hypertension and hypertensive renal disease,55 to 64 years,Both sexes,1.4
2015,Cerebrovascular diseases,55 to 64 years,Both sexes,16.3
2015,Atherosclerosis,55 to 64 years,Both sexes,0.5
2015,Aortic aneurysm and dissection,55 to 64 years,Both sexes,2.6
2015,Chronic lower respiratory diseases,55 to 64 years,Both sexes,19.7
2015,Pneumoconioses and chemical effects,55 to 64 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,55 to 64 years,Both sexes,1.1
2015,Malignant neoplasms,55 to 64 years,Males,287.8
2015,Diabetes mellitus,55 to 64 years,Males,22.3
2015,Diseases of heart,55 to 64 years,Males,150.9
2015,Essential hypertension and hypertensive renal disease,55 to 64 years,Males,1.9
2015,Cerebrovascular diseases,55 to 64 years,Males,18.4
2015,Atherosclerosis,55 to 64 years,Males,0.7
2015,Aortic aneurysm and dissection,55 to 64 years,Males,4.2
2015,Chronic lower respiratory diseases,55 to 64 years,Males,22.3
2015,Pneumoconioses and chemical effects,55 to 64 years,Males,0.0
2015,Pneumonitis due to solids and liquids,55 to 64 years,Males,1.3
2015,Malignant neoplasms,55 to 64 years,Females,257.3
2015,Diabetes mellitus,55 to 64 years,Females,11.4
2015,Diseases of heart,55 to 64 years,Females,52.7
2015,Essential hypertension and hypertensive renal disease,55 to 64 years,Females,1.0
2015,Cerebrovascular diseases,55 to 64 years,Females,14.2
2015,Atherosclerosis,55 to 64 years,Females,0.2
2015,Aortic aneurysm and dissection,55 to 64 years,Females,1.0
2015,Chronic lower respiratory diseases,55 to 64 years,Females,17.2
2015,Pneumoconioses and chemical effects,55 to 64 years,Females,0.0
2015,Pneumonitis due to solids and liquids,55 to 64 years,Females,0.9
2015,Malignant neoplasms,55 to 59 years,Both sexes,208.6
2015,Diabetes mellitus,55 to 59 years,Both sexes,12.5
2015,Diseases of heart,55 to 59 years,Both sexes,77.6
2015,Essential hypertension and hypertensive renal disease,55 to 59 years,Both sexes,1.0
2015,Cerebrovascular diseases,55 to 59 years,Both sexes,13.4
2015,Atherosclerosis,55 to 59 years,Both sexes,0.3
2015,Aortic aneurysm and dissection,55 to 59 years,Both sexes,2.0
2015,Chronic lower respiratory diseases,55 to 59 years,Both sexes,12.7
2015,Pneumoconioses and chemical effects,55 to 59 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,55 to 59 years,Both sexes,0.8
2015,Malignant neoplasms,55 to 59 years,Males,209.8
2015,Diabetes mellitus,55 to 59 years,Males,16.5
2015,Diseases of heart,55 to 59 years,Males,119.5
2015,Essential hypertension and hypertensive renal disease,55 to 59 years,Males,1.3
2015,Cerebrovascular diseases,55 to 59 years,Males,14.8
2015,Atherosclerosis,55 to 59 years,Males,0.5
2015,Aortic aneurysm and dissection,55 to 59 years,Males,3.2
2015,Chronic lower respiratory diseases,55 to 59 years,Males,13.8
2015,Pneumoconioses and chemical effects,55 to 59 years,Males,0.0
2015,Pneumonitis due to solids and liquids,55 to 59 years,Males,1.1
2015,Malignant neoplasms,55 to 59 years,Females,207.4
2015,Diabetes mellitus,55 to 59 years,Females,8.6
2015,Diseases of heart,55 to 59 years,Females,36.1
2015,Essential hypertension and hypertensive renal disease,55 to 59 years,Females,0.6
2015,Cerebrovascular diseases,55 to 59 years,Females,12.0
2015,Atherosclerosis,55 to 59 years,Females,0.1
2015,Aortic aneurysm and dissection,55 to 59 years,Females,0.8
2015,Chronic lower respiratory diseases,55 to 59 years,Females,11.6
2015,Pneumoconioses and chemical effects,55 to 59 years,Females,0.0
2015,Pneumonitis due to solids and liquids,55 to 59 years,Females,0.6
2015,Malignant neoplasms,60 to 64 years,Both sexes,346.7
2015,Diabetes mellitus,60 to 64 years,Both sexes,21.8
2015,Diseases of heart,60 to 64 years,Both sexes,128.9
