Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Physical abuse,Alberta,Male gender,,,,,Does not have a disability,,48,20.18
2018,Physical abuse,Alberta,Female gender,,,,,Does not have a disability,,48,19.05
2018,Sexual abuse,Alberta,"Total, gender",,,,,"Total, disability status",,48,8.61
2018,Sexual abuse,Alberta,Male gender,,,,,"Total, disability status",,48,3.21
2018,Sexual abuse,Alberta,Female gender,,,,,"Total, disability status",,48,14.14
2018,Sexual abuse,Alberta,"Total, gender",,,,,Has a disability,,48,14.35
2018,Sexual abuse,Alberta,Male gender,,,,,Has a disability,,48,6.0
2018,Sexual abuse,Alberta,Female gender,,,,,Has a disability,,48,20.69
2018,Sexual abuse,Alberta,"Total, gender",,,,,Does not have a disability,,48,5.55
2018,Sexual abuse,Alberta,Male gender,,,,,Does not have a disability,,48,2.05
2018,Sexual abuse,Alberta,Female gender,,,,,Does not have a disability,,48,9.75
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,"Total, disability status",,59,30.47
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,"Total, disability status",,59,29.46
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,"Total, disability status",,59,31.44
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,Has a disability,,59,41.35
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,Has a disability,,59,40.2
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,Has a disability,,59,42.24
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,Does not have a disability,,59,23.77
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,Does not have a disability,,59,23.88
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,Does not have a disability,,59,23.65
2018,Physical abuse,British Columbia,"Total, gender",,,,,"Total, disability status",,59,26.58
2018,Physical abuse,British Columbia,Male gender,,,,,"Total, disability status",,59,27.7
2018,Physical abuse,British Columbia,Female gender,,,,,"Total, disability status",,59,25.46
2018,Physical abuse,British Columbia,"Total, gender",,,,,Has a disability,,59,35.88
2018,Physical abuse,British Columbia,Male gender,,,,,Has a disability,,59,37.74
2018,Physical abuse,British Columbia,Female gender,,,,,Has a disability,,59,34.34
2018,Physical abuse,British Columbia,"Total, gender",,,,,Does not have a disability,,59,20.86
2018,Physical abuse,British Columbia,Male gender,,,,,Does not have a disability,,59,22.48
2018,Physical abuse,British Columbia,Female gender,,,,,Does not have a disability,,59,19.06
2018,Sexual abuse,British Columbia,"Total, gender",,,,,"Total, disability status",,59,9.38
2018,Sexual abuse,British Columbia,Male gender,,,,,"Total, disability status",,59,4.87
2018,Sexual abuse,British Columbia,Female gender,,,,,"Total, disability status",,59,13.82
2018,Sexual abuse,British Columbia,"Total, gender",,,,,Has a disability,,59,14.86
2018,Sexual abuse,British Columbia,Male gender,,,,,Has a disability,,59,8.37
2018,Sexual abuse,British Columbia,Female gender,,,,,Has a disability,,59,20.09
2018,Sexual abuse,British Columbia,"Total, gender",,,,,Does not have a disability,,59,6.01
2018,Sexual abuse,British Columbia,Male gender,,,,,Does not have a disability,,59,3.05
2018,Sexual abuse,British Columbia,Female gender,,,,,Does not have a disability,,59,9.3
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,,"Total, disability status",,60,37.95
2018,Physical or sexual abuse,Yukon,Male gender,,,,,"Total, disability status",,60,39.34
2018,Physical or sexual abuse,Yukon,Female gender,,,,,"Total, disability status",,60,36.5
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,,Has a disability,,60,49.63
2018,Physical or sexual abuse,Yukon,Male gender,,,,,Has a disability,,60,55.15
2018,Physical or sexual abuse,Yukon,Female gender,,,,,Has a disability,,60,45.04
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,,Does not have a disability,,60,29.84
2018,Physical or sexual abuse,Yukon,Male gender,,,,,Does not have a disability,,60,30.27
2018,Physical or sexual abuse,Yukon,Female gender,,,,,Does not have a disability,,60,29.31
2018,Physical abuse,Yukon,"Total, gender",,,,,"Total, disability status",,60,32.88
2018,Physical abuse,Yukon,Male gender,,,,,"Total, disability status",,60,36.91
2018,Physical abuse,Yukon,Female gender,,,,,"Total, disability status",,60,28.67
2018,Physical abuse,Yukon,"Total, gender",,,,,Has a disability,,60,43.09
2018,Physical abuse,Yukon,Male gender,,,,,Has a disability,,60,51.35
2018,Physical abuse,Yukon,Female gender,,,,,Has a disability,,60,36.22
2018,Physical abuse,Yukon,"Total, gender",,,,,Does not have a disability,,60,25.79
2018,Physical abuse,Yukon,Male gender,,,,,Does not have a disability,,60,28.63
2018,Physical abuse,Yukon,Female gender,,,,,Does not have a disability,,60,22.31
2018,Sexual abuse,Yukon,"Total, gender",,,,,"Total, disability status",,60,13.82
2018,Sexual abuse,Yukon,Male gender,,,,,"Total, disability status",,60,7.73
2018,Sexual abuse,Yukon,Female gender,,,,,"Total, disability status",,60,20.16
2018,Sexual abuse,Yukon,"Total, gender",,,,,Has a disability,,60,19.39
2018,Sexual abuse,Yukon,Male gender,,,,,Has a disability,,60,12.59
2018,Sexual abuse,Yukon,Female gender,,,,,Has a disability,,60,25.04
2018,Sexual abuse,Yukon,"Total, gender",,,,,Does not have a disability,,60,9.95
2018,Sexual abuse,Yukon,Male gender,,,,,Does not have a disability,,60,4.94
2018,Sexual abuse,Yukon,Female gender,,,,,Does not have a disability,,60,16.06
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,,"Total, disability status",,61,33.36
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,,"Total, disability status",,61,31.72
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,,"Total, disability status",,61,34.95
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,,Has a disability,,61,44.52
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,,Has a disability,,61,42.94
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,,Has a disability,,61,45.81
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,,Does not have a disability,,61,27.51
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,,Does not have a disability,,61,26.83
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,,Does not have a disability,,61,28.12
2018,Physical abuse,Northwest Territories,"Total, gender",,,,,"Total, disability status",,61,28.47
2018,Physical abuse,Northwest Territories,Male gender,,,,,"Total, disability status",,61,28.28
2018,Physical abuse,Northwest Territories,Female gender,,,,,"Total, disability status",,61,28.55
2018,Physical abuse,Northwest Territories,"Total, gender",,,,,Has a disability,,61,39.27
2018,Physical abuse,Northwest Territories,Male gender,,,,,Has a disability,,61,36.36
2018,Physical abuse,Northwest Territories,Female gender,,,,,Has a disability,,61,41.63
2018,Physical abuse,Northwest Territories,"Total, gender",,,,,Does not have a disability,,61,22.8
2018,Physical abuse,Northwest Territories,Male gender,,,,,Does not have a disability,,61,24.75
2018,Physical abuse,Northwest Territories,Female gender,,,,,Does not have a disability,,61,20.3
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,,"Total, disability status",,61,12.57
2018,Sexual abuse,Northwest Territories,Male gender,,,,,"Total, disability status",,61,7.03
2018,Sexual abuse,Northwest Territories,Female gender,,,,,"Total, disability status",,61,18.16
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,,Has a disability,,61,19.3
2018,Sexual abuse,Northwest Territories,Male gender,,,,,Has a disability,,61,13.02
2018,Sexual abuse,Northwest Territories,Female gender,,,,,Has a disability,,61,24.41
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,,Does not have a disability,,61,9.04
2018,Sexual abuse,Northwest Territories,Male gender,,,,,Does not have a disability,,61,4.42
2018,Sexual abuse,Northwest Territories,Female gender,,,,,Does not have a disability,,61,14.22
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,,"Total, disability status",,62,26.1
2018,Physical or sexual abuse,Nunavut,Male gender,,,,,"Total, disability status",,62,20.12
2018,Physical or sexual abuse,Nunavut,Female gender,,,,,"Total, disability status",,62,32.64
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,,Has a disability,,62,36.64
2018,Physical or sexual abuse,Nunavut,Male gender,,,,,Has a disability,,62,35.07
2018,Physical or sexual abuse,Nunavut,Female gender,,,,,Has a disability,,62,37.88
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,,Does not have a disability,,62,20.88
2018,Physical or sexual abuse,Nunavut,Male gender,,,,,Does not have a disability,,62,14.33
2018,Physical or sexual abuse,Nunavut,Female gender,,,,,Does not have a disability,,62,29.31
2018,Physical abuse,Nunavut,"Total, gender",,,,,"Total, disability status",,62,19.2
2018,Physical abuse,Nunavut,Male gender,,,,,"Total, disability status",,62,18.87
2018,Physical abuse,Nunavut,Female gender,,,,,"Total, disability status",,62,19.56
2018,Physical abuse,Nunavut,"Total, gender",,,,,Has a disability,,62,26.77
2018,Physical abuse,Nunavut,Male gender,,,,,Has a disability,,62,33.19
2018,Physical abuse,Nunavut,Female gender,,,,,Has a disability,,62,21.72
2018,Physical abuse,Nunavut,"Total, gender",,,,,Does not have a disability,,62,15.45
2018,Physical abuse,Nunavut,Male gender,,,,,Does not have a disability,,62,13.32
2018,Physical abuse,Nunavut,Female gender,,,,,Does not have a disability,,62,18.2
2018,Sexual abuse,Nunavut,"Total, gender",,,,,"Total, disability status",,62,12.38
2018,Sexual abuse,Nunavut,Male gender,,,,,"Total, disability status",,62,5.13
2018,Sexual abuse,Nunavut,Female gender,,,,,"Total, disability status",,62,20.3
2018,Sexual abuse,Nunavut,"Total, gender",,,,,Has a disability,,62,19.19
2018,Sexual abuse,Nunavut,Male gender,,,,,Has a disability,,62,13.53
2018,Sexual abuse,Nunavut,Female gender,,,,,Has a disability,,62,23.64
2018,Sexual abuse,Nunavut,"Total, gender",,,,,Does not have a disability,,62,9.01
2018,Sexual abuse,Nunavut,Female gender,,,,,Does not have a disability,,62,18.19
2018,Physical or sexual abuse,Canada,Male gender,,,,,,"Total, sexual orientation",,26.13
2018,Physical or sexual abuse,Canada,Female gender,,,,,,"Total, sexual orientation",,27.87
2018,Physical or sexual abuse,Canada,Male gender,,,,,,Heterosexual,,25.77
2018,Physical or sexual abuse,Canada,Female gender,,,,,,Heterosexual,,27.45
2018,Physical or sexual abuse,Canada,Male gender,,,,,,Sexual minority,,40.71
2018,Physical or sexual abuse,Canada,Female gender,,,,,,Sexual minority,,43.57
2018,Physical or sexual abuse,Canada,Male gender,,,,,,Lesbian or gay,,39.91
2018,Physical or sexual abuse,Canada,Female gender,,,,,,Lesbian or gay,,43.89
2018,Physical or sexual abuse,Canada,Male gender,,,,,,Bisexual or pansexual,,39.32
2018,Physical or sexual abuse,Canada,Female gender,,,,,,Bisexual or pansexual,,44.9
2018,Physical or sexual abuse,Canada,Male gender,,,,,,"Not stated, sexual orientation",,20.6
2018,Physical or sexual abuse,Canada,Female gender,,,,,,"Not stated, sexual orientation",,20.28
2018,Physical abuse,Canada,"Total, gender",,,,,,"Total, sexual orientation",,23.54
2018,Physical abuse,Canada,Male gender,,,,,,"Total, sexual orientation",,24.8
2018,Physical abuse,Canada,Female gender,,,,,,"Total, sexual orientation",,22.26
2018,Physical abuse,Canada,"Total, gender",,,,,,Heterosexual,,23.15
2018,Physical abuse,Canada,Male gender,,,,,,Heterosexual,,24.5
2018,Physical abuse,Canada,Female gender,,,,,,Heterosexual,,21.77
2018,Physical abuse,Canada,"Total, gender",,,,,,Sexual minority,,37.38
2018,Physical abuse,Canada,Male gender,,,,,,Sexual minority,,37.14
2018,Physical abuse,Canada,Female gender,,,,,,Sexual minority,,37.96
2018,Physical abuse,Canada,"Total, gender",,,,,,Lesbian or gay,,36.18
2018,Physical abuse,Canada,Male gender,,,,,,Lesbian or gay,,35.24
2018,Physical abuse,Canada,Female gender,,,,,,Lesbian or gay,,37.6
2018,Physical abuse,Canada,"Total, gender",,,,,,Bisexual or pansexual,,38.11
2018,Physical abuse,Canada,Male gender,,,,,,Bisexual or pansexual,,37.34
2018,Physical abuse,Canada,Female gender,,,,,,Bisexual or pansexual,,39.52
2018,Physical abuse,Canada,"Total, gender",,,,,,Sexual orientation not elsewhere classified,,39.49
2018,Physical abuse,Canada,"Total, gender",,,,,,"Not stated, sexual orientation",,18.36
2018,Physical abuse,Canada,Male gender,,,,,,"Not stated, sexual orientation",,19.51
2018,Physical abuse,Canada,Female gender,,,,,,"Not stated, sexual orientation",,17.44
2018,Sexual abuse,Canada,"Total, gender",,,,,,"Total, sexual orientation",,7.77
2018,Sexual abuse,Canada,Male gender,,,,,,"Total, sexual orientation",,3.7
2018,Sexual abuse,Canada,Female gender,,,,,,"Total, sexual orientation",,11.76
2018,Sexual abuse,Canada,"Total, gender",,,,,,Heterosexual,,7.59
2018,Sexual abuse,Canada,Male gender,,,,,,Heterosexual,,3.52
2018,Sexual abuse,Canada,Female gender,,,,,,Heterosexual,,11.59
2018,Sexual abuse,Canada,"Total, gender",,,,,,Sexual minority,,14.37
2018,Sexual abuse,Canada,Male gender,,,,,,Sexual minority,,9.3
2018,Sexual abuse,Canada,Female gender,,,,,,Sexual minority,,19.36
2018,Sexual abuse,Canada,"Total, gender",,,,,,Lesbian or gay,,14.12
2018,Sexual abuse,Canada,Male gender,,,,,,Lesbian or gay,,10.15
2018,Sexual abuse,Canada,Female gender,,,,,,Lesbian or gay,,20.93
2018,Sexual abuse,Canada,"Total, gender",,,,,,Bisexual or pansexual,,14.01
2018,Sexual abuse,Canada,Male gender,,,,,,Bisexual or pansexual,,6.88
2018,Sexual abuse,Canada,Female gender,,,,,,Bisexual or pansexual,,18.3
2018,Sexual abuse,Canada,"Total, gender",,,,,,Sexual orientation not elsewhere classified,,18.63
2018,Sexual abuse,Canada,"Total, gender",,,,,,"Not stated, sexual orientation",,5.09
2018,Sexual abuse,Canada,Male gender,,,,,,"Not stated, sexual orientation",,3.11
2018,Sexual abuse,Canada,Female gender,,,,,,"Not stated, sexual orientation",,7.06
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,,"Total, sexual orientation",10,18.92
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,,,"Total, sexual orientation",10,18.91
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,,,"Total, sexual orientation",10,18.97
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,,Heterosexual,10,18.69
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,,,,,Heterosexual,10,18.49
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,,,,,Heterosexual,10,18.88
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,,,"Total, sexual orientation",10,15.92
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,,,"Total, sexual orientation",10,18.32
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,,,"Total, sexual orientation",10,13.69
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,,,,,Heterosexual,10,15.67
2018,Physical abuse,Newfoundland and Labrador,Male gender,,,,,,Heterosexual,10,17.94
2018,Physical abuse,Newfoundland and Labrador,Female gender,,,,,,Heterosexual,10,13.48
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,,"Total, sexual orientation",10,6.0
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,,,,,"Total, sexual orientation",10,2.63
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,,,"Total, sexual orientation",10,9.2
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,,Heterosexual,10,5.71
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,,,,,Heterosexual,10,2.02
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,,,Heterosexual,10,9.27
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,,,"Total, sexual orientation",11,24.18
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,,,"Total, sexual orientation",11,22.29
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,,,"Total, sexual orientation",11,26.05
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,,,Heterosexual,11,22.73
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,,,Heterosexual,11,21.72
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,,,Heterosexual,11,23.76
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,,,"Total, sexual orientation",11,21.11
2018,Physical abuse,Prince Edward Island,Male gender,,,,,,"Total, sexual orientation",11,21.56
2018,Physical abuse,Prince Edward Island,Female gender,,,,,,"Total, sexual orientation",11,20.67
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,,,Heterosexual,11,19.59
2018,Physical abuse,Prince Edward Island,Male gender,,,,,,Heterosexual,11,21.01
2018,Physical abuse,Prince Edward Island,Female gender,,,,,,Heterosexual,11,18.14
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,,,"Total, sexual orientation",11,7.22
2018,Sexual abuse,Prince Edward Island,Male gender,,,,,,"Total, sexual orientation",11,2.18
2018,Sexual abuse,Prince Edward Island,Female gender,,,,,,"Total, sexual orientation",11,12.19
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,,,Heterosexual,11,6.25
2018,Sexual abuse,Prince Edward Island,Male gender,,,,,,Heterosexual,11,1.33
2018,Sexual abuse,Prince Edward Island,Female gender,,,,,,Heterosexual,11,11.24
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,,"Total, sexual orientation",12,27.31
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,,,"Total, sexual orientation",12,26.14
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,,"Total, sexual orientation",12,28.39
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,,Heterosexual,12,27.0
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,,,Heterosexual,12,25.5
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,,Heterosexual,12,28.45
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,,Sexual minority,12,40.8
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,,Sexual minority,12,36.69
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,,"Not stated, sexual orientation",12,14.64
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,,"Total, sexual orientation",12,22.92
2018,Physical abuse,Nova Scotia,Male gender,,,,,,"Total, sexual orientation",12,24.49
2018,Physical abuse,Nova Scotia,Female gender,,,,,,"Total, sexual orientation",12,21.45
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,,Heterosexual,12,22.75
2018,Physical abuse,Nova Scotia,Male gender,,,,,,Heterosexual,12,24.26
2018,Physical abuse,Nova Scotia,Female gender,,,,,,Heterosexual,12,21.32
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,,Sexual minority,12,31.36
2018,Physical abuse,Nova Scotia,Female gender,,,,,,Sexual minority,12,30.3
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,,"Not stated, sexual orientation",12,14.02
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,,"Total, sexual orientation",12,9.66
2018,Sexual abuse,Nova Scotia,Male gender,,,,,,"Total, sexual orientation",12,4.89
2018,Sexual abuse,Nova Scotia,Female gender,,,,,,"Total, sexual orientation",12,14.17
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,,Heterosexual,12,9.3
2018,Sexual abuse,Nova Scotia,Male gender,,,,,,Heterosexual,12,4.3
2018,Sexual abuse,Nova Scotia,Female gender,,,,,,Heterosexual,12,14.1
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,,Sexual minority,12,20.35
2018,Sexual abuse,Nova Scotia,Female gender,,,,,,Sexual minority,12,21.83
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,,"Total, sexual orientation",13,24.6
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,,,"Total, sexual orientation",13,23.2
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,,,"Total, sexual orientation",13,25.89
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,,Heterosexual,13,24.26
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,,,Heterosexual,13,22.92
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,,,Heterosexual,13,25.63
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,,Sexual minority,13,36.97
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,,"Not stated, sexual orientation",13,20.74
2018,Physical abuse,New Brunswick,"Total, gender",,,,,,"Total, sexual orientation",13,19.45
2018,Physical abuse,New Brunswick,Male gender,,,,,,"Total, sexual orientation",13,20.74
2018,Physical abuse,New Brunswick,Female gender,,,,,,"Total, sexual orientation",13,18.13
2018,Physical abuse,New Brunswick,"Total, gender",,,,,,Heterosexual,13,19.1
2018,Physical abuse,New Brunswick,Male gender,,,,,,Heterosexual,13,20.77
2018,Physical abuse,New Brunswick,Female gender,,,,,,Heterosexual,13,17.49
2018,Physical abuse,New Brunswick,"Total, gender",,,,,,Sexual minority,13,28.54
2018,Physical abuse,New Brunswick,"Total, gender",,,,,,"Not stated, sexual orientation",13,20.44
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,,"Total, sexual orientation",13,9.22
2018,Sexual abuse,New Brunswick,Male gender,,,,,,"Total, sexual orientation",13,5.28
2018,Sexual abuse,New Brunswick,Female gender,,,,,,"Total, sexual orientation",13,13.08
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,,Heterosexual,13,9.07
2018,Sexual abuse,New Brunswick,Male gender,,,,,,Heterosexual,13,4.8
2018,Sexual abuse,New Brunswick,Female gender,,,,,,Heterosexual,13,13.27
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,,Sexual minority,13,17.49
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,"Total, sexual orientation",24,25.11
2018,Physical or sexual abuse,Quebec,Male gender,,,,,,"Total, sexual orientation",24,24.33
2018,Physical or sexual abuse,Quebec,Female gender,,,,,,"Total, sexual orientation",24,25.79
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,Heterosexual,24,24.63
2018,Physical or sexual abuse,Quebec,Male gender,,,,,,Heterosexual,24,23.86
2018,Physical or sexual abuse,Quebec,Female gender,,,,,,Heterosexual,24,25.37
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,Sexual minority,24,43.25
2018,Physical or sexual abuse,Quebec,Male gender,,,,,,Sexual minority,24,39.31
2018,Physical or sexual abuse,Quebec,Female gender,,,,,,Sexual minority,24,46.68
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,Lesbian or gay,24,42.61
2018,Physical or sexual abuse,Quebec,Male gender,,,,,,Lesbian or gay,24,39.92
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,Bisexual or pansexual,24,41.98
2018,Physical or sexual abuse,Quebec,Female gender,,,,,,Bisexual or pansexual,24,44.9
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,,"Not stated, sexual orientation",24,16.4
2018,Physical or sexual abuse,Quebec,Female gender,,,,,,"Not stated, sexual orientation",24,12.9
2018,Physical abuse,Quebec,"Total, gender",,,,,,"Total, sexual orientation",24,21.33
2018,Physical abuse,Quebec,Male gender,,,,,,"Total, sexual orientation",24,22.88
2018,Physical abuse,Quebec,Female gender,,,,,,"Total, sexual orientation",24,19.73
2018,Physical abuse,Quebec,"Total, gender",,,,,,Heterosexual,24,20.91
2018,Physical abuse,Quebec,Male gender,,,,,,Heterosexual,24,22.53
2018,Physical abuse,Quebec,Female gender,,,,,,Heterosexual,24,19.28
2018,Physical abuse,Quebec,"Total, gender",,,,,,Sexual minority,24,38.39
2018,Physical abuse,Quebec,Male gender,,,,,,Sexual minority,24,34.56
2018,Physical abuse,Quebec,Female gender,,,,,,Sexual minority,24,41.51
2018,Physical abuse,Quebec,"Total, gender",,,,,,Lesbian or gay,24,37.17
2018,Physical abuse,Quebec,Male gender,,,,,,Lesbian or gay,24,34.35
2018,Physical abuse,Quebec,"Total, gender",,,,,,Bisexual or pansexual,24,37.45
2018,Physical abuse,Quebec,Female gender,,,,,,Bisexual or pansexual,24,39.46
2018,Physical abuse,Quebec,"Total, gender",,,,,,"Not stated, sexual orientation",24,11.74
2018,Sexual abuse,Quebec,"Total, gender",,,,,,"Total, sexual orientation",24,7.5
2018,Sexual abuse,Quebec,Male gender,,,,,,"Total, sexual orientation",24,3.54
2018,Sexual abuse,Quebec,Female gender,,,,,,"Total, sexual orientation",24,11.31
2018,Sexual abuse,Quebec,"Total, gender",,,,,,Heterosexual,24,7.32
2018,Sexual abuse,Quebec,Male gender,,,,,,Heterosexual,24,3.37
2018,Sexual abuse,Quebec,Female gender,,,,,,Heterosexual,24,11.16
2018,Sexual abuse,Quebec,"Total, gender",,,,,,Sexual minority,24,13.74
2018,Sexual abuse,Quebec,Male gender,,,,,,Sexual minority,24,8.5
2018,Sexual abuse,Quebec,Female gender,,,,,,Sexual minority,24,18.74
2018,Sexual abuse,Quebec,"Total, gender",,,,,,Lesbian or gay,24,12.98
2018,Sexual abuse,Quebec,"Total, gender",,,,,,Bisexual or pansexual,24,11.98
2018,Sexual abuse,Quebec,Female gender,,,,,,Bisexual or pansexual,24,17.11
2018,Sexual abuse,Quebec,"Total, gender",,,,,,"Not stated, sexual orientation",24,5.18
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,"Total, sexual orientation",35,26.93
2018,Physical or sexual abuse,Ontario,Male gender,,,,,,"Total, sexual orientation",35,26.38
2018,Physical or sexual abuse,Ontario,Female gender,,,,,,"Total, sexual orientation",35,27.4
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,Heterosexual,35,26.59
2018,Physical or sexual abuse,Ontario,Male gender,,,,,,Heterosexual,35,26.2
2018,Physical or sexual abuse,Ontario,Female gender,,,,,,Heterosexual,35,26.87
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,Sexual minority,35,41.03
2018,Physical or sexual abuse,Ontario,Male gender,,,,,,Sexual minority,35,38.66
2018,Physical or sexual abuse,Ontario,Female gender,,,,,,Sexual minority,35,45.39
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,Lesbian or gay,35,40.9
2018,Physical or sexual abuse,Ontario,Male gender,,,,,,Lesbian or gay,35,36.46
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,Bisexual or pansexual,35,42.5
2018,Physical or sexual abuse,Ontario,Female gender,,,,,,Bisexual or pansexual,35,46.54
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,,"Not stated, sexual orientation",35,20.7
2018,Physical or sexual abuse,Ontario,Male gender,,,,,,"Not stated, sexual orientation",35,17.82
2018,Physical or sexual abuse,Ontario,Female gender,,,,,,"Not stated, sexual orientation",35,23.71
2018,Physical abuse,Ontario,"Total, gender",,,,,,"Total, sexual orientation",35,23.9
2018,Physical abuse,Ontario,Male gender,,,,,,"Total, sexual orientation",35,25.22
2018,Physical abuse,Ontario,Female gender,,,,,,"Total, sexual orientation",35,22.57
2018,Physical abuse,Ontario,"Total, gender",,,,,,Heterosexual,35,23.55
2018,Physical abuse,Ontario,Male gender,,,,,,Heterosexual,35,25.04
2018,Physical abuse,Ontario,Female gender,,,,,,Heterosexual,35,22.02
2018,Physical abuse,Ontario,"Total, gender",,,,,,Sexual minority,35,37.17
2018,Physical abuse,Ontario,Male gender,,,,,,Sexual minority,35,37.37
2018,Physical abuse,Ontario,Female gender,,,,,,Sexual minority,35,38.57
2018,Physical abuse,Ontario,"Total, gender",,,,,,Lesbian or gay,35,37.43
2018,Physical abuse,Ontario,Male gender,,,,,,Lesbian or gay,35,34.33
2018,Physical abuse,Ontario,"Total, gender",,,,,,Bisexual or pansexual,35,37.84
