Year,Series,Éléments,Catégories de données,Pilier,Value
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Comptes nationaux,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Travail,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Indices de prix,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Finances gouvernementales,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Monnaie et banque,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Commerce international,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Balance des paiements,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques économiques et financières,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Agriculture et utilisation des terres,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Utilisation des ressources,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Consommation d'énergie,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pollution,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Environnement bâti,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score de l'environnement,,50.0
2017,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Toutes les catégories,,48.1
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Population et statistiques démographiques,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements d'enseignement,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière d'éducation,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements de soins de santé,,0.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière de santé,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Santé reproductive,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Statistiques sur le genre,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Criminalité et justice,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pauvreté et revenus,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques sociales,,44.4
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Comptes nationaux,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Travail,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Indices de prix,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Finances gouvernementales,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Monnaie et banque,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Commerce international,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Balance des paiements,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques économiques et financières,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Agriculture et utilisation des terres,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Utilisation des ressources,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Consommation d'énergie,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pollution,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Environnement bâti,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score de l'environnement,,50.0
2018,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Toutes les catégories,,48.1
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Population et statistiques démographiques,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements d'enseignement,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière d'éducation,,0.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements de soins de santé,,0.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière de santé,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Santé reproductive,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sécurité alimentaire et nutrition,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Statistiques sur le genre,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Criminalité et justice,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pauvreté et revenus,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques sociales,,40.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Comptes nationaux,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Travail,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Indices de prix,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Finances gouvernementales,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Monnaie et banque,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Commerce international,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Balance des paiements,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques économiques et financières,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Agriculture et utilisation des terres,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Utilisation des ressources,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Consommation d'énergie,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pollution,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Environnement bâti,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score de l'environnement,,50.0
2020,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Toutes les catégories,,46.7
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Population et statistiques démographiques,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements d'enseignement,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière d'éducation,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements de soins de santé,,0.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière de santé,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Santé reproductive,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sécurité alimentaire et nutrition,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Statistiques sur le genre,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Criminalité et justice,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pauvreté et revenus,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques sociales,,45.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Comptes nationaux,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Travail,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Indices de prix,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Finances gouvernementales,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Monnaie et banque,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Commerce international,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Balance des paiements,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques économiques et financières,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Agriculture et utilisation des terres,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Utilisation des ressources,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Consommation d'énergie,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pollution,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Environnement bâti,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score de l'environnement,,50.0
2022,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Toutes les catégories,,48.3
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Population et statistiques démographiques,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements d'enseignement,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière d'éducation,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Établissements de soins de santé,,0.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Résultats en matière de santé,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Santé reproductive,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sécurité alimentaire et nutrition,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Statistiques sur le genre,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Criminalité et justice,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pauvreté et revenus,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques sociales,,45.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Comptes nationaux,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Travail,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Indices de prix,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Finances gouvernementales,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Monnaie et banque,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Commerce international,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Balance des paiements,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score des statistiques économiques et financières,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Agriculture et utilisation des terres,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Utilisation des ressources,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Consommation d'énergie,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Pollution,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Environnement bâti,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Sous-score de l'environnement,,50.0
2024,Inventaire des données ouvertes (ODIN),Conditions d'utilisation,Toutes les catégories,,48.3
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,40.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,80.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,70.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,80.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,70.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,90.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,86.0
2016,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,85.3
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,70.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Criminalité et justice,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,83.3
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,85.7
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,80.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,90.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,88.0
2017,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,85.7
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,70.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,70.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Criminalité et justice,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,81.1
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,85.7
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,60.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,60.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,80.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,72.0
2018,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,79.6
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,50.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,60.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,70.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sécurité alimentaire et nutrition,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Criminalité et justice,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,77.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,88.6
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,60.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,70.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,80.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,60.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,90.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,72.0
2020,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,79.2
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,70.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,60.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sécurité alimentaire et nutrition,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,70.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Criminalité et justice,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,77.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,85.7
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,60.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,60.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,80.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,72.0
2022,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,78.2
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Population et statistiques démographiques,,80.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements d'enseignement,,80.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière d'éducation,,70.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Établissements de soins de santé,,60.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Résultats en matière de santé,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Santé reproductive,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sécurité alimentaire et nutrition,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Statistiques sur le genre,,60.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Criminalité et justice,,80.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pauvreté et revenus,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques sociales,,79.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Comptes nationaux,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Travail,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Indices de prix,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Finances gouvernementales,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Monnaie et banque,,80.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Commerce international,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Balance des paiements,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score des statistiques économiques et financières,,88.6
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Agriculture et utilisation des terres,,60.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Utilisation des ressources,,70.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Consommation d'énergie,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Pollution,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Environnement bâti,,90.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Sous-score de l'environnement,,72.0
2024,Inventaire des données ouvertes (ODIN),Sous-score d'ouverture,Toutes les catégories,,79.9
2016,Inventaire des données ouvertes (ODIN),Score global,Population et statistiques démographiques,,85.0
2016,Inventaire des données ouvertes (ODIN),Score global,Établissements d'enseignement,,65.0
2016,Inventaire des données ouvertes (ODIN),Score global,Résultats en matière d'éducation,,65.0
2016,Inventaire des données ouvertes (ODIN),Score global,Établissements de soins de santé,,35.0
2016,Inventaire des données ouvertes (ODIN),Score global,Résultats en matière de santé,,95.0
2016,Inventaire des données ouvertes (ODIN),Score global,Santé reproductive,,65.0
2016,Inventaire des données ouvertes (ODIN),Score global,Statistiques sur le genre,,60.0
2016,Inventaire des données ouvertes (ODIN),Score global,Pauvreté et revenus,,85.0
2016,Inventaire des données ouvertes (ODIN),Score global,Sous-score des statistiques sociales,,69.4
2016,Inventaire des données ouvertes (ODIN),Score global,Comptes nationaux,,94.4
2016,Inventaire des données ouvertes (ODIN),Score global,Travail,,85.0
2016,Inventaire des données ouvertes (ODIN),Score global,Indices de prix,,70.0
2016,Inventaire des données ouvertes (ODIN),Score global,Finances gouvernementales,,94.4
2016,Inventaire des données ouvertes (ODIN),Score global,Monnaie et banque,,93.8
2016,Inventaire des données ouvertes (ODIN),Score global,Commerce international,,93.8
2016,Inventaire des données ouvertes (ODIN),Score global,Balance des paiements,,93.8
2016,Inventaire des données ouvertes (ODIN),Score global,Sous-score des statistiques économiques et financières,,88.7
2016,Inventaire des données ouvertes (ODIN),Score global,Agriculture et utilisation des terres,,80.0
2016,Inventaire des données ouvertes (ODIN),Score global,Utilisation des ressources,,60.0
2016,Inventaire des données ouvertes (ODIN),Score global,Consommation d'énergie,,75.0
2016,Inventaire des données ouvertes (ODIN),Score global,Pollution,,60.0
2016,Inventaire des données ouvertes (ODIN),Score global,Environnement bâti,,65.0
2016,Inventaire des données ouvertes (ODIN),Score global,Sous-score de l'environnement,,68.0
2016,Inventaire des données ouvertes (ODIN),,,,74.8
2017,Inventaire des données ouvertes (ODIN),Score global,Population et statistiques démographiques,,85.0
2017,Inventaire des données ouvertes (ODIN),Score global,Établissements d'enseignement,,70.0
2017,Inventaire des données ouvertes (ODIN),Score global,Résultats en matière d'éducation,,65.0
2017,Inventaire des données ouvertes (ODIN),Score global,Établissements de soins de santé,,70.0
