Year,Source,Geography,GeoCode,Value
1990,,,,606.392
1991,,,,601.582
1992,,,,619.374
1993,,,,624.159
1994,,,,646.09
1995,,,,664.741
1996,,,,685.815
1997,,,,701.481
1998,,,,708.025
1999,,,,718.311
2000,,,,746.119
2001,,,,738.771
2002,,,,745.74
2003,,,,763.671
2004,,,,763.555
2005,,,,758.718
2006,,,,754.852
2007,,,,774.342
2008,,,,757.77
2009,,,,714.218
2010,,,,728.027
2011,,,,737.732
2012,,,,741.163
2013,,,,750.044
2014,,,,747.495
2015,,,,742.044
2016,,,,724.909
2017,,,,737.607
2018,,,,747.052
2019,,,,747.308
2020,,,,682.283
2021,,,,693.574
2022,,,,699.899
2023,,,,693.912
1990,Provincial Inventory Total,Alberta,48,176.622
1990,Oil and Gas,Alberta,48,72.578
1990,Transport,Alberta,48,15.292
1990,Heavy Industry,Alberta,48,12.825
1990,Buildings,Alberta,48,12.193
1990,Agriculture,Alberta,48,14.68
1990,Waste,Alberta,48,2.145
1990,"Light Manufacturing, Construction and Forest Resources",Alberta,48,6.276
1990,Provincial Inventory Total,British Columbia,59,51.167
1990,Oil and Gas,British Columbia,59,8.343
1990,Transport,British Columbia,59,15.186
1990,Heavy Industry,British Columbia,59,8.895
1990,Buildings,British Columbia,59,7.55
1990,Agriculture,British Columbia,59,2.488
1990,Waste,British Columbia,59,2.684
1990,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.327
1990,Oil and Gas,Canada,,117.326
1990,Transport,Canada,,117.878
1990,Heavy Industry,Canada,,97.055
1990,Buildings,Canada,,71.564
1990,Agriculture,Canada,,50.732
1990,Waste,Canada,,21.386
1990,"Light Manufacturing, Construction and Forest Resources",Canada,,31.464
1990,Provincial Inventory Total,Manitoba,46,18.312
1990,Oil and Gas,Manitoba,46,1.562
1990,Transport,Manitoba,46,4.966
1990,Heavy Industry,Manitoba,46,1.45
1990,Buildings,Manitoba,46,3.109
1990,Agriculture,Manitoba,46,5.046
1990,Waste,Manitoba,46,0.883
1990,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.772
1990,Provincial Inventory Total,New Brunswick,13,16.118
1990,Oil and Gas,New Brunswick,13,1.218
1990,Transport,New Brunswick,13,3.498
1990,Heavy Industry,New Brunswick,13,1.817
1990,Buildings,New Brunswick,13,1.63
1990,Agriculture,New Brunswick,13,0.518
1990,Waste,New Brunswick,13,0.782
1990,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.632
1990,Provincial Inventory Total,Newfoundland and Labrador,10,9.48
1990,Oil and Gas,Newfoundland and Labrador,10,1.073
1990,Transport,Newfoundland and Labrador,10,2.713
1990,Heavy Industry,Newfoundland and Labrador,10,1.935
1990,Buildings,Newfoundland and Labrador,10,1.055
1990,Agriculture,Newfoundland and Labrador,10,0.079
1990,Waste,Newfoundland and Labrador,10,0.601
1990,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.383
1990,Territorial Inventory Total,Northwest Territories,61,1.786
1990,Oil and Gas,Northwest Territories,61,0.393
1990,Transport,Northwest Territories,61,0.521
1990,Heavy Industry,Northwest Territories,61,0.193
1990,Buildings,Northwest Territories,61,0.408
1990,Agriculture,Northwest Territories,61,0.002
1990,Waste,Northwest Territories,61,0.04
1990,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.073
1990,Provincial Inventory Total,Nova Scotia,12,19.578
1990,Oil and Gas,Nova Scotia,12,0.716
1990,Transport,Nova Scotia,12,4.121
1990,Heavy Industry,Nova Scotia,12,1.065
1990,Buildings,Nova Scotia,12,2.932
1990,Agriculture,Nova Scotia,12,0.57
1990,Waste,Nova Scotia,12,0.801
1990,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.631
1990,Provincial Inventory Total,Ontario,35,178.216
1990,Oil and Gas,Ontario,35,10.453
1990,Transport,Ontario,35,41.368
1990,Heavy Industry,Ontario,35,42.295
1990,Buildings,Ontario,35,27.337
1990,Agriculture,Ontario,35,10.827
1990,Waste,Ontario,35,7.388
1990,"Light Manufacturing, Construction and Forest Resources",Ontario,35,12.874
1990,Provincial Inventory Total,Prince Edward Island,11,1.788
1990,Oil and Gas,Prince Edward Island,11,0.0
1990,Transport,Prince Edward Island,11,0.538
1990,Heavy Industry,Prince Edward Island,11,0.009
1990,Buildings,Prince Edward Island,11,0.574
1990,Agriculture,Prince Edward Island,11,0.357
1990,Waste,Prince Edward Island,11,0.073
1990,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.133
1990,Provincial Inventory Total,Quebec,24,84.268
1990,Oil and Gas,Quebec,24,4.064
1990,Transport,Quebec,24,24.632
1990,Heavy Industry,Quebec,24,24.75
1990,Buildings,Quebec,24,11.507
1990,Agriculture,Quebec,24,7.27
1990,Waste,Quebec,24,4.971
1990,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.546
1990,Provincial Inventory Total,Saskatchewan,47,48.507
1990,Oil and Gas,Saskatchewan,47,16.925
1990,Transport,Saskatchewan,47,4.818
1990,Heavy Industry,Saskatchewan,47,1.747
1990,Buildings,Saskatchewan,47,3.16
1990,Agriculture,Saskatchewan,47,8.892
1990,Waste,Saskatchewan,47,0.997
1990,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.789
1990,Territorial Inventory Total,Yukon,60,0.55
1990,Oil and Gas,Yukon,60,0.0
1990,Transport,Yukon,60,0.224
1990,Heavy Industry,Yukon,60,0.074
1990,Buildings,Yukon,60,0.11
1990,Agriculture,Yukon,60,0.004
1990,Waste,Yukon,60,0.02
1990,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.027
1991,Provincial Inventory Total,Alberta,48,177.45
1991,Oil and Gas,Alberta,48,73.381
1991,Transport,Alberta,48,13.883
1991,Heavy Industry,Alberta,48,13.314
1991,Buildings,Alberta,48,11.95
1991,Agriculture,Alberta,48,14.938
1991,Waste,Alberta,48,1.928
1991,"Light Manufacturing, Construction and Forest Resources",Alberta,48,5.556
1991,Provincial Inventory Total,British Columbia,59,50.178
1991,Oil and Gas,British Columbia,59,7.969
1991,Transport,British Columbia,59,15.171
1991,Heavy Industry,British Columbia,59,9.164
1991,Buildings,British Columbia,59,7.694
1991,Agriculture,British Columbia,59,2.578
1991,Waste,British Columbia,59,2.549
1991,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.617
1991,Oil and Gas,Canada,,118.605
1991,Transport,Canada,,113.295
1991,Heavy Industry,Canada,,96.924
1991,Buildings,Canada,,70.931
1991,Agriculture,Canada,,50.836
1991,Waste,Canada,,21.381
1991,"Light Manufacturing, Construction and Forest Resources",Canada,,29.098
1991,Provincial Inventory Total,Manitoba,46,17.966
1991,Oil and Gas,Manitoba,46,1.669
1991,Transport,Manitoba,46,4.834
1991,Heavy Industry,Manitoba,46,1.342
1991,Buildings,Manitoba,46,3.03
1991,Agriculture,Manitoba,46,5.089
1991,Waste,Manitoba,46,0.916
1991,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.696
1991,Provincial Inventory Total,New Brunswick,13,15.464
1991,Oil and Gas,New Brunswick,13,1.156
1991,Transport,New Brunswick,13,3.435
1991,Heavy Industry,New Brunswick,13,1.761
1991,Buildings,New Brunswick,13,1.718
1991,Agriculture,New Brunswick,13,0.523
1991,Waste,New Brunswick,13,0.795
1991,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.627
1991,Provincial Inventory Total,Newfoundland and Labrador,10,8.42
1991,Oil and Gas,Newfoundland and Labrador,10,1.041
1991,Transport,Newfoundland and Labrador,10,2.666
1991,Heavy Industry,Newfoundland and Labrador,10,1.397
1991,Buildings,Newfoundland and Labrador,10,1.009
1991,Agriculture,Newfoundland and Labrador,10,0.091
1991,Waste,Newfoundland and Labrador,10,0.614
1991,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.302
1991,Territorial Inventory Total,Northwest Territories,61,1.757
1991,Oil and Gas,Northwest Territories,61,0.313
1991,Transport,Northwest Territories,61,0.48
1991,Heavy Industry,Northwest Territories,61,0.144
1991,Buildings,Northwest Territories,61,0.567
1991,Agriculture,Northwest Territories,61,0.009
1991,Waste,Northwest Territories,61,0.041
1991,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.047
1991,Provincial Inventory Total,Nova Scotia,12,19.245
1991,Oil and Gas,Nova Scotia,12,0.792
1991,Transport,Nova Scotia,12,3.92
1991,Heavy Industry,Nova Scotia,12,0.916
1991,Buildings,Nova Scotia,12,2.666
1991,Agriculture,Nova Scotia,12,0.645
1991,Waste,Nova Scotia,12,0.812
1991,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.53
1991,Provincial Inventory Total,Ontario,35,177.447
1991,Oil and Gas,Ontario,35,9.8
1991,Transport,Ontario,35,39.651
1991,Heavy Industry,Ontario,35,42.337
1991,Buildings,Ontario,35,27.576
1991,Agriculture,Ontario,35,10.645
1991,Waste,Ontario,35,7.682
1991,"Light Manufacturing, Construction and Forest Resources",Ontario,35,12.464
1991,Provincial Inventory Total,Prince Edward Island,11,1.737
1991,Oil and Gas,Prince Edward Island,11,0.0
1991,Transport,Prince Edward Island,11,0.538
1991,Heavy Industry,Prince Edward Island,11,0.009
1991,Buildings,Prince Edward Island,11,0.537
1991,Agriculture,Prince Edward Island,11,0.349
1991,Waste,Prince Edward Island,11,0.075
1991,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.137
1991,Provincial Inventory Total,Quebec,24,79.72
1991,Oil and Gas,Quebec,24,3.538
1991,Transport,Quebec,24,23.325
1991,Heavy Industry,Quebec,24,24.682
1991,Buildings,Quebec,24,10.802
1991,Agriculture,Quebec,24,7.129
1991,Waste,Quebec,24,4.914
1991,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.804
1991,Provincial Inventory Total,Saskatchewan,47,51.685
1991,Oil and Gas,Saskatchewan,47,18.942
1991,Transport,Saskatchewan,47,5.174
1991,Heavy Industry,Saskatchewan,47,1.781
1991,Buildings,Saskatchewan,47,3.28
1991,Agriculture,Saskatchewan,47,8.833
1991,Waste,Saskatchewan,47,1.035
1991,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,1.29
1991,Territorial Inventory Total,Yukon,60,0.512
1991,Oil and Gas,Yukon,60,0.004
1991,Transport,Yukon,60,0.219
1991,Heavy Industry,Yukon,60,0.078
1991,Buildings,Yukon,60,0.101
1991,Agriculture,Yukon,60,0.007
1991,Waste,Yukon,60,0.021
1991,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.026
1992,Provincial Inventory Total,Alberta,48,185.131
1992,Oil and Gas,Alberta,48,78.23
1992,Transport,Alberta,48,13.999
1992,Heavy Industry,Alberta,48,13.057
1992,Buildings,Alberta,48,11.387
1992,Agriculture,Alberta,48,15.555
1992,Waste,Alberta,48,2.015
1992,"Light Manufacturing, Construction and Forest Resources",Alberta,48,5.21
1992,Provincial Inventory Total,British Columbia,59,49.16
1992,Oil and Gas,British Columbia,59,7.22
1992,Transport,British Columbia,59,15.499
1992,Heavy Industry,British Columbia,59,8.235
1992,Buildings,British Columbia,59,7.734
1992,Agriculture,British Columbia,59,2.688
1992,Waste,British Columbia,59,2.588
1992,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.648
1992,Oil and Gas,Canada,,127.908
1992,Transport,Canada,,115.316
1992,Heavy Industry,Canada,,94.227
1992,Buildings,Canada,,72.797
1992,Agriculture,Canada,,53.008
1992,Waste,Canada,,21.469
1992,"Light Manufacturing, Construction and Forest Resources",Canada,,28.407
1992,Provincial Inventory Total,Manitoba,46,18.266
1992,Oil and Gas,Manitoba,46,1.899
1992,Transport,Manitoba,46,4.871
1992,Heavy Industry,Manitoba,46,1.181
1992,Buildings,Manitoba,46,3.004
1992,Agriculture,Manitoba,46,5.385
1992,Waste,Manitoba,46,0.949
1992,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.585
1992,Provincial Inventory Total,New Brunswick,13,16.233
1992,Oil and Gas,New Brunswick,13,1.253
1992,Transport,New Brunswick,13,3.522
1992,Heavy Industry,New Brunswick,13,1.685
1992,Buildings,New Brunswick,13,1.585
1992,Agriculture,New Brunswick,13,0.551
1992,Waste,New Brunswick,13,0.822
1992,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.636
1992,Provincial Inventory Total,Newfoundland and Labrador,10,8.34
1992,Oil and Gas,Newfoundland and Labrador,10,0.874
1992,Transport,Newfoundland and Labrador,10,2.683
1992,Heavy Industry,Newfoundland and Labrador,10,1.281
1992,Buildings,Newfoundland and Labrador,10,1.021
1992,Agriculture,Newfoundland and Labrador,10,0.113
1992,Waste,Newfoundland and Labrador,10,0.627
1992,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.236
1992,Territorial Inventory Total,Northwest Territories,61,1.57
1992,Oil and Gas,Northwest Territories,61,0.217
1992,Transport,Northwest Territories,61,0.49
1992,Heavy Industry,Northwest Territories,61,0.087
1992,Buildings,Northwest Territories,61,0.551
1992,Agriculture,Northwest Territories,61,0.012
1992,Waste,Northwest Territories,61,0.042
1992,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.044
1992,Provincial Inventory Total,Nova Scotia,12,19.608
1992,Oil and Gas,Nova Scotia,12,0.751
1992,Transport,Nova Scotia,12,4.028
1992,Heavy Industry,Nova Scotia,12,0.848
1992,Buildings,Nova Scotia,12,2.946
1992,Agriculture,Nova Scotia,12,0.701
1992,Waste,Nova Scotia,12,0.824
1992,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.524
1992,Provincial Inventory Total,Ontario,35,181.122
1992,Oil and Gas,Ontario,35,11.259
1992,Transport,Ontario,35,40.288
1992,Heavy Industry,Ontario,35,43.406
1992,Buildings,Ontario,35,29.387
1992,Agriculture,Ontario,35,10.918
1992,Waste,Ontario,35,7.574
1992,"Light Manufacturing, Construction and Forest Resources",Ontario,35,11.41
1992,Provincial Inventory Total,Prince Edward Island,11,1.721
1992,Oil and Gas,Prince Edward Island,11,0.0
1992,Transport,Prince Edward Island,11,0.529
1992,Heavy Industry,Prince Edward Island,11,0.009
1992,Buildings,Prince Edward Island,11,0.553
1992,Agriculture,Prince Edward Island,11,0.364
1992,Waste,Prince Edward Island,11,0.077
1992,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.138
1992,Provincial Inventory Total,Quebec,24,79.77
1992,Oil and Gas,Quebec,24,3.541
1992,Transport,Quebec,24,23.891
1992,Heavy Industry,Quebec,24,22.905
1992,Buildings,Quebec,24,11.452
1992,Agriculture,Quebec,24,7.275
1992,Waste,Quebec,24,4.857
1992,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.893
1992,Provincial Inventory Total,Saskatchewan,47,57.834
1992,Oil and Gas,Saskatchewan,47,22.507
1992,Transport,Saskatchewan,47,5.292
1992,Heavy Industry,Saskatchewan,47,1.489
1992,Buildings,Saskatchewan,47,3.092
1992,Agriculture,Saskatchewan,47,9.434
1992,Waste,Saskatchewan,47,1.073
1992,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,2.058
1992,Territorial Inventory Total,Yukon,60,0.619
1992,Oil and Gas,Yukon,60,0.157
1992,Transport,Yukon,60,0.222
1992,Heavy Industry,Yukon,60,0.043
1992,Buildings,Yukon,60,0.087
1992,Agriculture,Yukon,60,0.012
1992,Waste,Yukon,60,0.022
1992,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.025
1993,Provincial Inventory Total,Alberta,48,191.15
1993,Oil and Gas,Alberta,48,82.398
1993,Transport,Alberta,48,14.315
1993,Heavy Industry,Alberta,48,13.107
1993,Buildings,Alberta,48,12.071
1993,Agriculture,Alberta,48,16.384
1993,Waste,Alberta,48,2.092
1993,"Light Manufacturing, Construction and Forest Resources",Alberta,48,4.403
1993,Provincial Inventory Total,British Columbia,59,52.022
1993,Oil and Gas,British Columbia,59,6.948
1993,Transport,British Columbia,59,15.906
1993,Heavy Industry,British Columbia,59,8.298
1993,Buildings,British Columbia,59,8.667
1993,Agriculture,British Columbia,59,2.695
1993,Waste,British Columbia,59,2.603
1993,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.877
1993,Oil and Gas,Canada,,136.525
1993,Transport,Canada,,118.266
1993,Heavy Industry,Canada,,93.629
1993,Buildings,Canada,,76.407
1993,Agriculture,Canada,,54.345
1993,Waste,Canada,,21.738
1993,"Light Manufacturing, Construction and Forest Resources",Canada,,25.616
1993,Provincial Inventory Total,Manitoba,46,18.316
1993,Oil and Gas,Manitoba,46,1.94
1993,Transport,Manitoba,46,4.842
1993,Heavy Industry,Manitoba,46,1.162
1993,Buildings,Manitoba,46,3.069
1993,Agriculture,Manitoba,46,5.484
1993,Waste,Manitoba,46,0.982
1993,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.535
1993,Provincial Inventory Total,New Brunswick,13,15.476
1993,Oil and Gas,New Brunswick,13,1.452
1993,Transport,New Brunswick,13,3.606
1993,Heavy Industry,New Brunswick,13,1.749
1993,Buildings,New Brunswick,13,1.496
1993,Agriculture,New Brunswick,13,0.547
1993,Waste,New Brunswick,13,0.835
1993,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.598
1993,Provincial Inventory Total,Newfoundland and Labrador,10,8.481
1993,Oil and Gas,Newfoundland and Labrador,10,1.057
1993,Transport,Newfoundland and Labrador,10,2.761
1993,Heavy Industry,Newfoundland and Labrador,10,1.279
1993,Buildings,Newfoundland and Labrador,10,1.042
1993,Agriculture,Newfoundland and Labrador,10,0.107
1993,Waste,Newfoundland and Labrador,10,0.641
1993,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.229
1993,Territorial Inventory Total,Northwest Territories,61,1.87
1993,Oil and Gas,Northwest Territories,61,0.246
1993,Transport,Northwest Territories,61,0.572
1993,Heavy Industry,Northwest Territories,61,0.189
1993,Buildings,Northwest Territories,61,0.643
1993,Agriculture,Northwest Territories,61,0.002
1993,Waste,Northwest Territories,61,0.043
1993,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.039
1993,Provincial Inventory Total,Nova Scotia,12,19.638
1993,Oil and Gas,Nova Scotia,12,0.91
1993,Transport,Nova Scotia,12,4.128
1993,Heavy Industry,Nova Scotia,12,0.833
1993,Buildings,Nova Scotia,12,2.8
1993,Agriculture,Nova Scotia,12,0.618
1993,Waste,Nova Scotia,12,0.837
1993,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.492
1993,Provincial Inventory Total,Ontario,35,171.877
1993,Oil and Gas,Ontario,35,11.655
1993,Transport,Ontario,35,41.129
1993,Heavy Industry,Ontario,35,41.056
1993,Buildings,Ontario,35,30.642
1993,Agriculture,Ontario,35,10.857
1993,Waste,Ontario,35,7.714
1993,"Light Manufacturing, Construction and Forest Resources",Ontario,35,11.094
1993,Provincial Inventory Total,Prince Edward Island,11,1.727
1993,Oil and Gas,Prince Edward Island,11,0.0
1993,Transport,Prince Edward Island,11,0.536
1993,Heavy Industry,Prince Edward Island,11,0.008
1993,Buildings,Prince Edward Island,11,0.531
1993,Agriculture,Prince Edward Island,11,0.358
1993,Waste,Prince Edward Island,11,0.079
1993,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.141
1993,Provincial Inventory Total,Quebec,24,80.828
1993,Oil and Gas,Quebec,24,3.726
1993,Transport,Quebec,24,24.868
1993,Heavy Industry,Quebec,24,23.576
1993,Buildings,Quebec,24,11.745
1993,Agriculture,Quebec,24,7.294
1993,Waste,Quebec,24,4.778
1993,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.55
1993,Provincial Inventory Total,Saskatchewan,47,62.258
1993,Oil and Gas,Saskatchewan,47,26.084
1993,Transport,Saskatchewan,47,5.404
1993,Heavy Industry,Saskatchewan,47,2.348
1993,Buildings,Saskatchewan,47,3.6
1993,Agriculture,Saskatchewan,47,9.993
1993,Waste,Saskatchewan,47,1.11
1993,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.634
1993,Territorial Inventory Total,Yukon,60,0.517
1993,Oil and Gas,Yukon,60,0.11
1993,Transport,Yukon,60,0.2
1993,Heavy Industry,Yukon,60,0.022
1993,Buildings,Yukon,60,0.1
1993,Agriculture,Yukon,60,0.008
1993,Waste,Yukon,60,0.022
1993,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.025
1994,Provincial Inventory Total,Alberta,48,200.855
1994,Oil and Gas,Alberta,48,84.278
1994,Transport,Alberta,48,15.988
1994,Heavy Industry,Alberta,48,14.923
1994,Buildings,Alberta,48,12.833
1994,Agriculture,Alberta,48,17.047
1994,Waste,Alberta,48,2.207
1994,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.997
1994,Provincial Inventory Total,British Columbia,59,54.832
1994,Oil and Gas,British Columbia,59,9.161
1994,Transport,British Columbia,59,16.699
1994,Heavy Industry,British Columbia,59,8.585
1994,Buildings,British Columbia,59,8.225
1994,Agriculture,British Columbia,59,2.614
1994,Waste,British Columbia,59,2.687
1994,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.97
1994,Oil and Gas,Canada,,142.142
1994,Transport,Canada,,124.363
1994,Heavy Industry,Canada,,99.073
1994,Buildings,Canada,,76.789
1994,Agriculture,Canada,,55.925
1994,Waste,Canada,,22.147
1994,"Light Manufacturing, Construction and Forest Resources",Canada,,26.035
1994,Provincial Inventory Total,Manitoba,46,18.754
1994,Oil and Gas,Manitoba,46,1.884
1994,Transport,Manitoba,46,5.087
1994,Heavy Industry,Manitoba,46,1.033
1994,Buildings,Manitoba,46,2.907
1994,Agriculture,Manitoba,46,5.838
1994,Waste,Manitoba,46,1.015
1994,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.674
1994,Provincial Inventory Total,New Brunswick,13,16.933
1994,Oil and Gas,New Brunswick,13,1.484
1994,Transport,New Brunswick,13,3.771
1994,Heavy Industry,New Brunswick,13,1.704
1994,Buildings,New Brunswick,13,1.444
1994,Agriculture,New Brunswick,13,0.552
1994,Waste,New Brunswick,13,0.863
1994,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.734
1994,Provincial Inventory Total,Newfoundland and Labrador,10,7.563
1994,Oil and Gas,Newfoundland and Labrador,10,0.473
1994,Transport,Newfoundland and Labrador,10,2.758
1994,Heavy Industry,Newfoundland and Labrador,10,1.595
1994,Buildings,Newfoundland and Labrador,10,0.995
1994,Agriculture,Newfoundland and Labrador,10,0.108
1994,Waste,Newfoundland and Labrador,10,0.654
1994,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.252
1994,Territorial Inventory Total,Northwest Territories,61,2.036
1994,Oil and Gas,Northwest Territories,61,0.226
1994,Transport,Northwest Territories,61,0.59
1994,Heavy Industry,Northwest Territories,61,0.314
1994,Buildings,Northwest Territories,61,0.693
1994,Agriculture,Northwest Territories,61,0.002
1994,Waste,Northwest Territories,61,0.044
1994,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.027
1994,Provincial Inventory Total,Nova Scotia,12,19.09
1994,Oil and Gas,Nova Scotia,12,0.593
1994,Transport,Nova Scotia,12,4.246
1994,Heavy Industry,Nova Scotia,12,0.936
1994,Buildings,Nova Scotia,12,2.605
1994,Agriculture,Nova Scotia,12,0.626
1994,Waste,Nova Scotia,12,0.853
1994,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.539
1994,Provincial Inventory Total,Ontario,35,173.846
1994,Oil and Gas,Ontario,35,11.227
1994,Transport,Ontario,35,42.653
1994,Heavy Industry,Ontario,35,43.038
1994,Buildings,Ontario,35,31.472
1994,Agriculture,Ontario,35,10.905
1994,Waste,Ontario,35,7.838
1994,"Light Manufacturing, Construction and Forest Resources",Ontario,35,11.289
1994,Provincial Inventory Total,Prince Edward Island,11,1.747
1994,Oil and Gas,Prince Edward Island,11,0.0
1994,Transport,Prince Edward Island,11,0.569
1994,Heavy Industry,Prince Edward Island,11,0.007
1994,Buildings,Prince Edward Island,11,0.515
1994,Agriculture,Prince Edward Island,11,0.369
1994,Waste,Prince Edward Island,11,0.081
1994,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.146
1994,Provincial Inventory Total,Quebec,24,82.829
1994,Oil and Gas,Quebec,24,4.004
1994,Transport,Quebec,24,26.091
1994,Heavy Industry,Quebec,24,24.106
1994,Buildings,Quebec,24,11.621
1994,Agriculture,Quebec,24,7.319
1994,Waste,Quebec,24,4.734
1994,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.471
1994,Provincial Inventory Total,Saskatchewan,47,67.091
1994,Oil and Gas,Saskatchewan,47,28.714
1994,Transport,Saskatchewan,47,5.722
1994,Heavy Industry,Saskatchewan,47,2.805
1994,Buildings,Saskatchewan,47,3.372
1994,Agriculture,Saskatchewan,47,10.538
1994,Waste,Saskatchewan,47,1.149
1994,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.894
1994,Territorial Inventory Total,Yukon,60,0.515
1994,Oil and Gas,Yukon,60,0.098
1994,Transport,Yukon,60,0.186
1994,Heavy Industry,Yukon,60,0.026
1994,Buildings,Yukon,60,0.106
1994,Agriculture,Yukon,60,0.008
1994,Waste,Yukon,60,0.023
1994,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.041
1995,Provincial Inventory Total,Alberta,48,206.393
1995,Oil and Gas,Alberta,48,86.517
1995,Transport,Alberta,48,16.308
1995,Heavy Industry,Alberta,48,15.036
1995,Buildings,Alberta,48,14.113
1995,Agriculture,Alberta,48,18.012
1995,Waste,Alberta,48,2.328
1995,"Light Manufacturing, Construction and Forest Resources",Alberta,48,4.898
1995,Provincial Inventory Total,British Columbia,59,58.869
1995,Oil and Gas,British Columbia,59,10.95
1995,Transport,British Columbia,59,17.469
1995,Heavy Industry,British Columbia,59,8.642
1995,Buildings,British Columbia,59,8.355
1995,Agriculture,British Columbia,59,2.673
1995,Waste,British Columbia,59,2.811
1995,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.892
1995,Oil and Gas,Canada,,149.569
1995,Transport,Canada,,126.468
1995,Heavy Industry,Canada,,99.962
1995,Buildings,Canada,,77.562
1995,Agriculture,Canada,,58.523
1995,Waste,Canada,,22.12
1995,"Light Manufacturing, Construction and Forest Resources",Canada,,28.064
1995,Provincial Inventory Total,Manitoba,46,19.469
1995,Oil and Gas,Manitoba,46,1.929
1995,Transport,Manitoba,46,5.234
1995,Heavy Industry,Manitoba,46,1.138
1995,Buildings,Manitoba,46,3.121
1995,Agriculture,Manitoba,46,6.064
1995,Waste,Manitoba,46,1.049
1995,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.733
1995,Provincial Inventory Total,New Brunswick,13,17.465
1995,Oil and Gas,New Brunswick,13,1.299
1995,Transport,New Brunswick,13,3.778
1995,Heavy Industry,New Brunswick,13,1.806
1995,Buildings,New Brunswick,13,1.385
1995,Agriculture,New Brunswick,13,0.603
1995,Waste,New Brunswick,13,0.88
1995,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.739
1995,Provincial Inventory Total,Newfoundland and Labrador,10,8.533
1995,Oil and Gas,Newfoundland and Labrador,10,0.968
1995,Transport,Newfoundland and Labrador,10,2.702
1995,Heavy Industry,Newfoundland and Labrador,10,1.618
1995,Buildings,Newfoundland and Labrador,10,0.956
1995,Agriculture,Newfoundland and Labrador,10,0.111
1995,Waste,Newfoundland and Labrador,10,0.664
1995,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.238
1995,Territorial Inventory Total,Northwest Territories,61,2.097
1995,Oil and Gas,Northwest Territories,61,0.232
1995,Transport,Northwest Territories,61,0.564
1995,Heavy Industry,Northwest Territories,61,0.373
