Year,Persons in low income,Geography,GeoCode,Value
2023,"Males, 65 years and over",Saskatchewan,,11.7
2023,Females,Saskatchewan,,16.3
2023,"Females, under 18 years",Saskatchewan,,19.5
2023,"Females, 18 to 64 years",Saskatchewan,,14.9
2023,"Females, 65 years and over",Saskatchewan,,16.7
2023,All persons,Alberta,48,9.4
2023,Persons under 18 years,Alberta,,12.2
2023,Persons 18 to 64 years,Alberta,,8.8
2023,Persons 65 years and over,Alberta,,8.0
2023,Males,Alberta,,9.1
2023,"Males, under 18 years",Alberta,,13.0
2023,"Males, 18 to 64 years",Alberta,,8.1
2023,"Males, 65 years and over",Alberta,,7.2
2023,Females,Alberta,,9.8
2023,"Females, under 18 years",Alberta,,11.3
2023,"Females, 18 to 64 years",Alberta,,9.5
2023,"Females, 65 years and over",Alberta,,8.7
2023,All persons,British Columbia,59,12.1
2023,Persons under 18 years,British Columbia,,13.3
2023,Persons 18 to 64 years,British Columbia,,10.6
2023,Persons 65 years and over,British Columbia,,15.5
2023,Males,British Columbia,,11.2
2023,"Males, under 18 years",British Columbia,,13.0
2023,"Males, 18 to 64 years",British Columbia,,10.1
2023,"Males, 65 years and over",British Columbia,,13.5
2023,Females,British Columbia,,12.9
2023,"Females, under 18 years",British Columbia,,13.7
2023,"Females, 18 to 64 years",British Columbia,,11.2
2023,"Females, 65 years and over",British Columbia,,17.3
2023,All persons,"Québec, Quebec",,7.6
2023,Persons under 18 years,"Québec, Quebec",,3.5
2023,Persons 18 to 64 years,"Québec, Quebec",,7.5
2023,Persons 65 years and over,"Québec, Quebec",,11.7
2023,Males,"Québec, Quebec",,6.5
2023,"Males, under 18 years","Québec, Quebec",,2.2
2023,"Males, 18 to 64 years","Québec, Quebec",,7.3
2023,"Males, 65 years and over","Québec, Quebec",,8.7
2023,Females,"Québec, Quebec",,8.6
2023,"Females, under 18 years","Québec, Quebec",,4.8
2023,"Females, 18 to 64 years","Québec, Quebec",,7.7
2023,"Females, 65 years and over","Québec, Quebec",,14.2
2023,All persons,"Montréal, Quebec",,11.5
2023,Persons under 18 years,"Montréal, Quebec",,10.2
2023,Persons 18 to 64 years,"Montréal, Quebec",,11.0
2023,Persons 65 years and over,"Montréal, Quebec",,15.0
2023,Males,"Montréal, Quebec",,11.2
2023,"Males, under 18 years","Montréal, Quebec",,10.0
2023,"Males, 18 to 64 years","Montréal, Quebec",,11.1
2023,"Males, 65 years and over","Montréal, Quebec",,12.8
2023,Females,"Montréal, Quebec",,11.9
2023,"Females, under 18 years","Montréal, Quebec",,10.4
2023,"Females, 18 to 64 years","Montréal, Quebec",,10.8
2023,"Females, 65 years and over","Montréal, Quebec",,16.9
2023,All persons,"Ottawa-Gatineau, Ontario/Quebec",,9.0
2023,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,8.7
2023,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,9.3
2023,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,8.6
2023,Males,"Ottawa-Gatineau, Ontario/Quebec",,9.1
2023,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,9.5
2023,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.0
2023,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.0
2023,Females,"Ottawa-Gatineau, Ontario/Quebec",,9.0
2023,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.9
2023,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.5
2023,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,8.3
2023,All persons,"Toronto, Ontario",,12.3
2023,Persons under 18 years,"Toronto, Ontario",,15.5
2023,Persons 18 to 64 years,"Toronto, Ontario",,11.5
2023,Persons 65 years and over,"Toronto, Ontario",,12.2
2023,Males,"Toronto, Ontario",,12.0
2023,"Males, under 18 years","Toronto, Ontario",,15.6
2023,"Males, 18 to 64 years","Toronto, Ontario",,11.3
2023,"Males, 65 years and over","Toronto, Ontario",,10.8
2023,Females,"Toronto, Ontario",,12.6
2023,"Females, under 18 years","Toronto, Ontario",,15.4
2023,"Females, 18 to 64 years","Toronto, Ontario",,11.7
2023,"Females, 65 years and over","Toronto, Ontario",,13.4
2023,All persons,"Winnipeg, Manitoba",,12.7
2023,Persons under 18 years,"Winnipeg, Manitoba",,16.2
2023,Persons 18 to 64 years,"Winnipeg, Manitoba",,11.8
2023,Persons 65 years and over,"Winnipeg, Manitoba",,11.5
2023,Males,"Winnipeg, Manitoba",,12.2
2023,"Males, under 18 years","Winnipeg, Manitoba",,16.3
2023,"Males, 18 to 64 years","Winnipeg, Manitoba",,11.5
2023,"Males, 65 years and over","Winnipeg, Manitoba",,9.5
2023,Females,"Winnipeg, Manitoba",,13.1
2023,"Females, under 18 years","Winnipeg, Manitoba",,16.0
2023,"Females, 18 to 64 years","Winnipeg, Manitoba",,12.2
2023,"Females, 65 years and over","Winnipeg, Manitoba",,13.3
2023,All persons,"Calgary, Alberta",,9.4
2023,Persons under 18 years,"Calgary, Alberta",,13.7
2023,Persons 18 to 64 years,"Calgary, Alberta",,8.3
2023,Persons 65 years and over,"Calgary, Alberta",,8.2
2023,Males,"Calgary, Alberta",,8.8
2023,"Males, under 18 years","Calgary, Alberta",,13.9
2023,"Males, 18 to 64 years","Calgary, Alberta",,7.5
2023,"Males, 65 years and over","Calgary, Alberta",,6.9
2023,Females,"Calgary, Alberta",,10.0
2023,"Females, under 18 years","Calgary, Alberta",,13.5
2023,"Females, 18 to 64 years","Calgary, Alberta",,9.1
2023,"Females, 65 years and over","Calgary, Alberta",,9.4
2023,All persons,"Edmonton, Alberta",,9.9
2023,Persons under 18 years,"Edmonton, Alberta",,12.5
2023,Persons 18 to 64 years,"Edmonton, Alberta",,10.0
2023,Persons 65 years and over,"Edmonton, Alberta",,6.0
2023,Males,"Edmonton, Alberta",,9.7
2023,"Males, under 18 years","Edmonton, Alberta",,14.3
2023,"Males, 18 to 64 years","Edmonton, Alberta",,9.1
2023,"Males, 65 years and over","Edmonton, Alberta",,5.5
2023,Females,"Edmonton, Alberta",,10.1
2023,"Females, under 18 years","Edmonton, Alberta",,10.6
2023,"Females, 18 to 64 years","Edmonton, Alberta",,10.9
2023,"Females, 65 years and over","Edmonton, Alberta",,6.4
2023,All persons,"Vancouver, British Columbia",,12.6
2023,Persons under 18 years,"Vancouver, British Columbia",,15.6
2023,Persons 18 to 64 years,"Vancouver, British Columbia",,10.9
2023,Persons 65 years and over,"Vancouver, British Columbia",,16.4
2023,Males,"Vancouver, British Columbia",,11.6
2023,"Males, under 18 years","Vancouver, British Columbia",,14.8
2023,"Males, 18 to 64 years","Vancouver, British Columbia",,10.2
2023,"Males, 65 years and over","Vancouver, British Columbia",,14.1
2023,Females,"Vancouver, British Columbia",,13.6
2023,"Females, under 18 years","Vancouver, British Columbia",,16.6
2023,"Females, 18 to 64 years","Vancouver, British Columbia",,11.6
2023,"Females, 65 years and over","Vancouver, British Columbia",,18.4
