Year,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2022,Femmes+,25 à 54 ans,Nouveau-Brunswick,13,5.0,5.0
2022,Femmes+,55 ans et plus,Nouveau-Brunswick,13,7.7,7.7
2022,Femmes+,15 à 64 ans,Nouveau-Brunswick,13,6.0,6.0
2022,Femmes+,15 à 19 ans,Nouveau-Brunswick,13,10.8,10.8
2022,Femmes+,20 à 24 ans,Nouveau-Brunswick,13,7.9,7.9
2022,Femmes+,25 à 29 ans,Nouveau-Brunswick,13,6.1,6.1
2022,Femmes+,30 à 34 ans,Nouveau-Brunswick,13,4.0,4.0
2022,Femmes+,35 à 39 ans,Nouveau-Brunswick,13,5.0,5.0
2022,Femmes+,40 à 44 ans,Nouveau-Brunswick,13,5.3,5.3
2022,Femmes+,45 à 49 ans,Nouveau-Brunswick,13,4.3,4.3
2022,Femmes+,50 à 54 ans,Nouveau-Brunswick,13,5.2,5.2
2022,Femmes+,55 à 59 ans,Nouveau-Brunswick,13,6.2,6.2
2022,Femmes+,60 à 64 ans,Nouveau-Brunswick,13,8.7,8.7
2022,Femmes+,65 ans et plus,Nouveau-Brunswick,13,8.5,8.5
2022,Femmes+,65 à 69 ans,Nouveau-Brunswick,13,,
2022,Femmes+,70 ans et plus,Nouveau-Brunswick,13,,
2022,Total - Genre,15 ans et plus,Québec,24,4.3,4.3
2022,Total - Genre,15 à 24 ans,Québec,24,7.6,7.6
2022,Total - Genre,25 ans et plus,Québec,24,3.8,3.8
2022,Total - Genre,25 à 44 ans,Québec,24,3.7,3.7
2022,Total - Genre,45 à 64 ans,Québec,24,3.8,3.8
2022,Total - Genre,45 ans et plus,Québec,24,3.9,3.9
2022,Total - Genre,25 à 54 ans,Québec,24,3.5,3.5
2022,Total - Genre,55 ans et plus,Québec,24,4.7,4.7
2022,Total - Genre,15 à 64 ans,Québec,24,4.3,4.3
2022,Total - Genre,15 à 19 ans,Québec,24,8.9,8.9
2022,Total - Genre,20 à 24 ans,Québec,24,6.7,6.7
2022,Total - Genre,25 à 29 ans,Québec,24,4.8,4.8
2022,Total - Genre,30 à 34 ans,Québec,24,3.5,3.5
2022,Total - Genre,35 à 39 ans,Québec,24,4.1,4.1
2022,Total - Genre,40 à 44 ans,Québec,24,-1.0,2.7
2022,Total - Genre,45 à 49 ans,Québec,24,3.1,3.1
2022,Total - Genre,50 à 54 ans,Québec,24,3.2,3.2
2022,Total - Genre,55 à 59 ans,Québec,24,4.4,4.4
2022,Total - Genre,60 à 64 ans,Québec,24,5.0,5.0
2022,Total - Genre,65 ans et plus,Québec,24,4.8,4.8
2022,Total - Genre,65 à 69 ans,Québec,24,5.5,5.5
2022,Total - Genre,70 ans et plus,Québec,24,3.8,3.8
2022,Hommes+,15 ans et plus,Québec,24,4.6,4.6
2022,Hommes+,15 à 24 ans,Québec,24,8.6,8.6
2022,Hommes+,25 ans et plus,Québec,24,4.1,4.1
2022,Hommes+,25 à 44 ans,Québec,24,3.8,3.8
2022,Hommes+,45 à 64 ans,Québec,24,4.2,4.2
2022,Hommes+,45 ans et plus,Québec,24,4.3,4.3
2022,Hommes+,25 à 54 ans,Québec,24,3.7,3.7
2022,Hommes+,55 ans et plus,Québec,24,5.1,5.1
2022,Hommes+,15 à 64 ans,Québec,24,4.6,4.6
2022,Hommes+,15 à 19 ans,Québec,24,9.1,9.1
2022,Hommes+,20 à 24 ans,Québec,24,8.3,8.3
2022,Hommes+,25 à 29 ans,Québec,24,5.6,5.6
2022,Hommes+,30 à 34 ans,Québec,24,3.7,3.7
2022,Hommes+,35 à 39 ans,Québec,24,3.4,3.4
2022,Hommes+,40 à 44 ans,Québec,24,-1.0,2.5
2022,Hommes+,45 à 49 ans,Québec,24,3.2,3.2
2022,Hommes+,50 à 54 ans,Québec,24,3.8,3.8
2022,Hommes+,55 à 59 ans,Québec,24,4.6,4.6
2022,Hommes+,60 à 64 ans,Québec,24,5.6,5.6
2022,Hommes+,65 ans et plus,Québec,24,5.2,5.2
2022,Hommes+,65 à 69 ans,Québec,24,6.2,6.2
2022,Hommes+,70 ans et plus,Québec,24,,
2022,Femmes+,15 ans et plus,Québec,24,4.0,4.0
2022,Femmes+,15 à 24 ans,Québec,24,6.6,6.6
2022,Femmes+,25 ans et plus,Québec,24,3.6,3.6
2022,Femmes+,25 à 44 ans,Québec,24,3.6,3.6
2022,Femmes+,45 à 64 ans,Québec,24,3.4,3.4
2022,Femmes+,45 ans et plus,Québec,24,3.5,3.5
2022,Femmes+,25 à 54 ans,Québec,24,3.4,3.4
2022,Femmes+,55 ans et plus,Québec,24,4.2,4.2
2022,Femmes+,15 à 64 ans,Québec,24,4.0,4.0
2022,Femmes+,15 à 19 ans,Québec,24,8.8,8.8
2022,Femmes+,20 à 24 ans,Québec,24,5.0,5.0
2022,Femmes+,25 à 29 ans,Québec,24,3.9,3.9
2022,Femmes+,30 à 34 ans,Québec,24,3.2,3.2
2022,Femmes+,35 à 39 ans,Québec,24,4.7,4.7
2022,Femmes+,40 à 44 ans,Québec,24,-1.0,2.8
2022,Femmes+,45 à 49 ans,Québec,24,3.0,3.0
2022,Femmes+,50 à 54 ans,Québec,24,-1.0,2.6
2022,Femmes+,55 à 59 ans,Québec,24,4.0,4.0
2022,Femmes+,60 à 64 ans,Québec,24,4.2,4.2
2022,Femmes+,65 ans et plus,Québec,24,4.2,4.2
2022,Femmes+,65 à 69 ans,Québec,24,4.5,4.5
2022,Femmes+,70 ans et plus,Québec,24,,
2022,Total - Genre,15 ans et plus,Ontario,35,5.6,5.6
2022,Total - Genre,15 à 24 ans,Ontario,35,11.4,11.4
2022,Total - Genre,25 ans et plus,Ontario,35,4.6,4.6
2022,Total - Genre,25 à 44 ans,Ontario,35,4.9,4.9
2022,Total - Genre,45 à 64 ans,Ontario,35,4.3,4.3
2022,Total - Genre,45 ans et plus,Ontario,35,4.3,4.3
2022,Total - Genre,25 à 54 ans,Ontario,35,4.6,4.6
2022,Total - Genre,55 ans et plus,Ontario,35,4.6,4.6
2022,Total - Genre,15 à 64 ans,Ontario,35,5.6,5.6
2022,Total - Genre,15 à 19 ans,Ontario,35,14.0,14.0
2022,Total - Genre,20 à 24 ans,Ontario,35,10.0,10.0
2022,Total - Genre,25 à 29 ans,Ontario,35,6.3,6.3
2022,Total - Genre,30 à 34 ans,Ontario,35,4.8,4.8
2022,Total - Genre,35 à 39 ans,Ontario,35,4.2,4.2
2022,Total - Genre,40 à 44 ans,Ontario,35,4.3,4.3
2022,Total - Genre,45 à 49 ans,Ontario,35,3.8,3.8
2022,Total - Genre,50 à 54 ans,Ontario,35,4.0,4.0
2022,Total - Genre,55 à 59 ans,Ontario,35,4.3,4.3
2022,Total - Genre,60 à 64 ans,Ontario,35,5.2,5.2
2022,Total - Genre,65 ans et plus,Ontario,35,4.4,4.4
2022,Total - Genre,65 à 69 ans,Ontario,35,4.5,4.5
2022,Total - Genre,70 ans et plus,Ontario,35,4.2,4.2
2022,Hommes+,15 ans et plus,Ontario,35,5.5,5.5
2022,Hommes+,15 à 24 ans,Ontario,35,12.4,12.4
2022,Hommes+,25 ans et plus,Ontario,35,4.4,4.4
2022,Hommes+,25 à 44 ans,Ontario,35,4.7,4.7
2022,Hommes+,45 à 64 ans,Ontario,35,3.9,3.9
2022,Hommes+,45 ans et plus,Ontario,35,4.0,4.0
2022,Hommes+,25 à 54 ans,Ontario,35,4.3,4.3
2022,Hommes+,55 ans et plus,Ontario,35,4.5,4.5
2022,Hommes+,15 à 64 ans,Ontario,35,5.5,5.5
2022,Hommes+,15 à 19 ans,Ontario,35,14.8,14.8
2022,Hommes+,20 à 24 ans,Ontario,35,11.1,11.1
2022,Hommes+,25 à 29 ans,Ontario,35,6.5,6.5
2022,Hommes+,30 à 34 ans,Ontario,35,5.0,5.0
2022,Hommes+,35 à 39 ans,Ontario,35,3.7,3.7
2022,Hommes+,40 à 44 ans,Ontario,35,3.3,3.3
2022,Hommes+,45 à 49 ans,Ontario,35,3.2,3.2
2022,Hommes+,50 à 54 ans,Ontario,35,3.6,3.6
2022,Hommes+,55 à 59 ans,Ontario,35,4.2,4.2
2022,Hommes+,60 à 64 ans,Ontario,35,5.0,5.0
2022,Hommes+,65 ans et plus,Ontario,35,4.5,4.5
2022,Hommes+,65 à 69 ans,Ontario,35,4.4,4.4
2022,Hommes+,70 ans et plus,Ontario,35,4.6,4.6
2022,Femmes+,15 ans et plus,Ontario,35,5.7,5.7
2022,Femmes+,15 à 24 ans,Ontario,35,10.4,10.4
2022,Femmes+,25 ans et plus,Ontario,35,4.9,4.9
2022,Femmes+,25 à 44 ans,Ontario,35,5.1,5.1
2022,Femmes+,45 à 64 ans,Ontario,35,4.7,4.7
2022,Femmes+,45 ans et plus,Ontario,35,4.6,4.6
2022,Femmes+,25 à 54 ans,Ontario,35,4.9,4.9
2022,Femmes+,55 ans et plus,Ontario,35,4.7,4.7
2022,Femmes+,15 à 64 ans,Ontario,35,5.7,5.7
2022,Femmes+,15 à 19 ans,Ontario,35,13.1,13.1
2022,Femmes+,20 à 24 ans,Ontario,35,8.9,8.9
2022,Femmes+,25 à 29 ans,Ontario,35,5.9,5.9
2022,Femmes+,30 à 34 ans,Ontario,35,4.5,4.5
2022,Femmes+,35 à 39 ans,Ontario,35,4.8,4.8
2022,Femmes+,40 à 44 ans,Ontario,35,5.3,5.3
2022,Femmes+,45 à 49 ans,Ontario,35,4.5,4.5
2022,Femmes+,50 à 54 ans,Ontario,35,4.5,4.5
2022,Femmes+,55 à 59 ans,Ontario,35,4.5,4.5
2022,Femmes+,60 à 64 ans,Ontario,35,5.4,5.4
2022,Femmes+,65 ans et plus,Ontario,35,4.3,4.3
2022,Femmes+,65 à 69 ans,Ontario,35,4.6,4.6
2022,Femmes+,70 ans et plus,Ontario,35,3.6,3.6
2022,Total - Genre,15 ans et plus,Manitoba,46,4.5,4.5
2022,Total - Genre,15 à 24 ans,Manitoba,46,8.3,8.3
2022,Total - Genre,25 ans et plus,Manitoba,46,3.8,3.8
2022,Total - Genre,25 à 44 ans,Manitoba,46,3.8,3.8
2022,Total - Genre,45 à 64 ans,Manitoba,46,3.7,3.7
2022,Total - Genre,45 ans et plus,Manitoba,46,3.7,3.7
2022,Total - Genre,25 à 54 ans,Manitoba,46,3.6,3.6
2022,Total - Genre,55 ans et plus,Manitoba,46,4.2,4.2
2022,Total - Genre,15 à 64 ans,Manitoba,46,4.6,4.6
2022,Total - Genre,15 à 19 ans,Manitoba,46,11.3,11.3
2022,Total - Genre,20 à 24 ans,Manitoba,46,6.8,6.8
2022,Total - Genre,25 à 29 ans,Manitoba,46,4.4,4.4
2022,Total - Genre,30 à 34 ans,Manitoba,46,4.0,4.0
2022,Total - Genre,35 à 39 ans,Manitoba,46,3.0,3.0
2022,Total - Genre,40 à 44 ans,Manitoba,46,3.9,3.9
2022,Total - Genre,45 à 49 ans,Manitoba,46,3.3,3.3
2022,Total - Genre,50 à 54 ans,Manitoba,46,-1.0,2.9
2022,Total - Genre,55 à 59 ans,Manitoba,46,3.7,3.7
2022,Total - Genre,60 à 64 ans,Manitoba,46,5.0,5.0
2022,Total - Genre,65 ans et plus,Manitoba,46,3.8,3.8
2022,Total - Genre,65 à 69 ans,Manitoba,46,4.5,4.5
2022,Total - Genre,70 ans et plus,Manitoba,46,,
2022,Hommes+,15 ans et plus,Manitoba,46,4.5,4.5
2022,Hommes+,15 à 24 ans,Manitoba,46,9.1,9.1
2022,Hommes+,25 ans et plus,Manitoba,46,3.6,3.6
2022,Hommes+,25 à 44 ans,Manitoba,46,3.6,3.6
2022,Hommes+,45 à 64 ans,Manitoba,46,3.6,3.6
2022,Hommes+,45 ans et plus,Manitoba,46,3.6,3.6
2022,Hommes+,25 à 54 ans,Manitoba,46,3.5,3.5
2022,Hommes+,55 ans et plus,Manitoba,46,4.0,4.0
2022,Hommes+,15 à 64 ans,Manitoba,46,4.5,4.5
2022,Hommes+,15 à 19 ans,Manitoba,46,11.2,11.2
2022,Hommes+,20 à 24 ans,Manitoba,46,7.8,7.8
2022,Hommes+,25 à 29 ans,Manitoba,46,4.2,4.2
2022,Hommes+,30 à 34 ans,Manitoba,46,4.4,4.4
2022,Hommes+,35 à 39 ans,Manitoba,46,-1.0,1.9
2022,Hommes+,40 à 44 ans,Manitoba,46,3.9,3.9
2022,Hommes+,45 à 49 ans,Manitoba,46,3.0,3.0
2022,Hommes+,50 à 54 ans,Manitoba,46,3.3,3.3
2022,Hommes+,55 à 59 ans,Manitoba,46,3.8,3.8
2022,Hommes+,60 à 64 ans,Manitoba,46,4.7,4.7
2022,Hommes+,65 ans et plus,Manitoba,46,,
2022,Hommes+,65 à 69 ans,Manitoba,46,,
2022,Hommes+,70 ans et plus,Manitoba,46,,
2022,Femmes+,15 ans et plus,Manitoba,46,4.5,4.5
2022,Femmes+,15 à 24 ans,Manitoba,46,7.6,7.6
2022,Femmes+,25 ans et plus,Manitoba,46,3.9,3.9
2022,Femmes+,25 à 44 ans,Manitoba,46,4.0,4.0
2022,Femmes+,45 à 64 ans,Manitoba,46,3.8,3.8
2022,Femmes+,45 ans et plus,Manitoba,46,3.8,3.8
2022,Femmes+,25 à 54 ans,Manitoba,46,3.8,3.8
2022,Femmes+,55 ans et plus,Manitoba,46,4.5,4.5
2022,Femmes+,15 à 64 ans,Manitoba,46,4.6,4.6
2022,Femmes+,15 à 19 ans,Manitoba,46,11.0,11.0
2022,Femmes+,20 à 24 ans,Manitoba,46,5.6,5.6
2022,Femmes+,25 à 29 ans,Manitoba,46,4.6,4.6
2022,Femmes+,30 à 34 ans,Manitoba,46,3.4,3.4
2022,Femmes+,35 à 39 ans,Manitoba,46,4.2,4.2
2022,Femmes+,40 à 44 ans,Manitoba,46,3.9,3.9
2022,Femmes+,45 à 49 ans,Manitoba,46,3.7,3.7
2022,Femmes+,50 à 54 ans,Manitoba,46,-1.0,2.5
2022,Femmes+,55 à 59 ans,Manitoba,46,3.7,3.7
2022,Femmes+,60 à 64 ans,Manitoba,46,5.9,5.9
2022,Femmes+,65 ans et plus,Manitoba,46,,
2022,Femmes+,65 à 69 ans,Manitoba,46,,
2022,Femmes+,70 ans et plus,Manitoba,46,,
2022,Total - Genre,15 ans et plus,Saskatchewan,47,4.6,4.6
2022,Total - Genre,15 à 24 ans,Saskatchewan,47,8.1,8.1
2022,Total - Genre,25 ans et plus,Saskatchewan,47,4.1,4.1
2022,Total - Genre,25 à 44 ans,Saskatchewan,47,4.2,4.2
2022,Total - Genre,45 à 64 ans,Saskatchewan,47,3.9,3.9
2022,Total - Genre,45 ans et plus,Saskatchewan,47,3.9,3.9
2022,Total - Genre,25 à 54 ans,Saskatchewan,47,4.0,4.0
2022,Total - Genre,55 ans et plus,Saskatchewan,47,4.3,4.3
2022,Total - Genre,15 à 64 ans,Saskatchewan,47,4.6,4.6
2022,Total - Genre,15 à 19 ans,Saskatchewan,47,10.3,10.3
2022,Total - Genre,20 à 24 ans,Saskatchewan,47,6.7,6.7
2022,Total - Genre,25 à 29 ans,Saskatchewan,47,5.5,5.5
2022,Total - Genre,30 à 34 ans,Saskatchewan,47,4.8,4.8
2022,Total - Genre,35 à 39 ans,Saskatchewan,47,3.3,3.3
2022,Total - Genre,40 à 44 ans,Saskatchewan,47,3.3,3.3
2022,Total - Genre,45 à 49 ans,Saskatchewan,47,3.3,3.3
2022,Total - Genre,50 à 54 ans,Saskatchewan,47,3.7,3.7
2022,Total - Genre,55 à 59 ans,Saskatchewan,47,4.1,4.1
2022,Total - Genre,60 à 64 ans,Saskatchewan,47,4.5,4.5
2022,Total - Genre,65 ans et plus,Saskatchewan,47,4.5,4.5
2022,Total - Genre,65 à 69 ans,Saskatchewan,47,6.1,6.1
2022,Total - Genre,70 ans et plus,Saskatchewan,47,,
2022,Hommes+,15 ans et plus,Saskatchewan,47,5.3,5.3
2022,Hommes+,15 à 24 ans,Saskatchewan,47,9.9,9.9
2022,Hommes+,25 ans et plus,Saskatchewan,47,4.6,4.6
2022,Hommes+,25 à 44 ans,Saskatchewan,47,4.8,4.8
2022,Hommes+,45 à 64 ans,Saskatchewan,47,4.3,4.3
2022,Hommes+,45 ans et plus,Saskatchewan,47,4.4,4.4
2022,Hommes+,25 à 54 ans,Saskatchewan,47,4.5,4.5
2022,Hommes+,55 ans et plus,Saskatchewan,47,4.8,4.8
2022,Hommes+,15 à 64 ans,Saskatchewan,47,5.4,5.4
2022,Hommes+,15 à 19 ans,Saskatchewan,47,11.6,11.6
2022,Hommes+,20 à 24 ans,Saskatchewan,47,8.8,8.8
2022,Hommes+,25 à 29 ans,Saskatchewan,47,7.2,7.2
2022,Hommes+,30 à 34 ans,Saskatchewan,47,5.7,5.7
2022,Hommes+,35 à 39 ans,Saskatchewan,47,3.6,3.6
2022,Hommes+,40 à 44 ans,Saskatchewan,47,3.4,3.4
2022,Hommes+,45 à 49 ans,Saskatchewan,47,3.7,3.7
2022,Hommes+,50 à 54 ans,Saskatchewan,47,3.6,3.6
2022,Hommes+,55 à 59 ans,Saskatchewan,47,4.9,4.9
2022,Hommes+,60 à 64 ans,Saskatchewan,47,5.0,5.0
2022,Hommes+,65 ans et plus,Saskatchewan,47,4.6,4.6
2022,Hommes+,65 à 69 ans,Saskatchewan,47,,
2022,Hommes+,70 ans et plus,Saskatchewan,47,,
2022,Femmes+,15 ans et plus,Saskatchewan,47,3.8,3.8
2022,Femmes+,15 à 24 ans,Saskatchewan,47,6.3,6.3
2022,Femmes+,25 ans et plus,Saskatchewan,47,3.4,3.4
2022,Femmes+,25 à 44 ans,Saskatchewan,47,3.4,3.4
2022,Femmes+,45 à 64 ans,Saskatchewan,47,3.4,3.4
2022,Femmes+,45 ans et plus,Saskatchewan,47,3.4,3.4
2022,Femmes+,25 à 54 ans,Saskatchewan,47,3.4,3.4
2022,Femmes+,55 ans et plus,Saskatchewan,47,3.5,3.5
2022,Femmes+,15 à 64 ans,Saskatchewan,47,3.8,3.8
2022,Femmes+,15 à 19 ans,Saskatchewan,47,9.1,9.1
2022,Femmes+,20 à 24 ans,Saskatchewan,47,4.2,4.2
2022,Femmes+,25 à 29 ans,Saskatchewan,47,3.5,3.5
2022,Femmes+,30 à 34 ans,Saskatchewan,47,4.1,4.1
2022,Femmes+,35 à 39 ans,Saskatchewan,47,-1.0,2.9
2022,Femmes+,40 à 44 ans,Saskatchewan,47,3.2,3.2
2022,Femmes+,45 à 49 ans,Saskatchewan,47,-1.0,2.9
2022,Femmes+,50 à 54 ans,Saskatchewan,47,3.8,3.8
2022,Femmes+,55 à 59 ans,Saskatchewan,47,3.1,3.1
2022,Femmes+,60 à 64 ans,Saskatchewan,47,3.9,3.9
2022,Femmes+,65 ans et plus,Saskatchewan,47,3.6,3.6
2022,Femmes+,65 à 69 ans,Saskatchewan,47,,
2022,Femmes+,70 ans et plus,Saskatchewan,47,,
2022,Total - Genre,15 ans et plus,Alberta,48,5.8,5.8
2022,Total - Genre,15 à 24 ans,Alberta,48,11.0,11.0
2022,Total - Genre,25 ans et plus,Alberta,48,5.0,5.0
2022,Total - Genre,25 à 44 ans,Alberta,48,5.0,5.0
2022,Total - Genre,45 à 64 ans,Alberta,48,5.0,5.0
2022,Total - Genre,45 ans et plus,Alberta,48,5.1,5.1
2022,Total - Genre,25 à 54 ans,Alberta,48,4.7,4.7
2022,Total - Genre,55 ans et plus,Alberta,48,6.0,6.0
2022,Total - Genre,15 à 64 ans,Alberta,48,5.8,5.8
2022,Total - Genre,15 à 19 ans,Alberta,48,14.3,14.3
2022,Total - Genre,20 à 24 ans,Alberta,48,9.0,9.0
2022,Total - Genre,25 à 29 ans,Alberta,48,5.8,5.8
2022,Total - Genre,30 à 34 ans,Alberta,48,5.3,5.3
2022,Total - Genre,35 à 39 ans,Alberta,48,4.8,4.8
2022,Total - Genre,40 à 44 ans,Alberta,48,4.2,4.2
2022,Total - Genre,45 à 49 ans,Alberta,48,3.4,3.4
2022,Total - Genre,50 à 54 ans,Alberta,48,4.9,4.9
2022,Total - Genre,55 à 59 ans,Alberta,48,5.0,5.0
2022,Total - Genre,60 à 64 ans,Alberta,48,7.5,7.5
2022,Total - Genre,65 ans et plus,Alberta,48,5.7,5.7
2022,Total - Genre,65 à 69 ans,Alberta,48,6.6,6.6
2022,Total - Genre,70 ans et plus,Alberta,48,4.0,4.0
2022,Hommes+,15 ans et plus,Alberta,48,5.7,5.7
2022,Hommes+,15 à 24 ans,Alberta,48,11.7,11.7
2022,Hommes+,25 ans et plus,Alberta,48,4.8,4.8
2022,Hommes+,25 à 44 ans,Alberta,48,4.6,4.6
2022,Hommes+,45 à 64 ans,Alberta,48,4.9,4.9
2022,Hommes+,45 ans et plus,Alberta,48,5.0,5.0
2022,Hommes+,25 à 54 ans,Alberta,48,4.5,4.5
2022,Hommes+,55 ans et plus,Alberta,48,5.8,5.8
2022,Hommes+,15 à 64 ans,Alberta,48,5.7,5.7
2022,Hommes+,15 à 19 ans,Alberta,48,14.7,14.7
2022,Hommes+,20 à 24 ans,Alberta,48,9.9,9.9
2022,Hommes+,25 à 29 ans,Alberta,48,6.5,6.5
2022,Hommes+,30 à 34 ans,Alberta,48,5.1,5.1
2022,Hommes+,35 à 39 ans,Alberta,48,3.9,3.9
2022,Hommes+,40 à 44 ans,Alberta,48,3.3,3.3
2022,Hommes+,45 à 49 ans,Alberta,48,3.4,3.4
2022,Hommes+,50 à 54 ans,Alberta,48,5.1,5.1
2022,Hommes+,55 à 59 ans,Alberta,48,4.6,4.6
2022,Hommes+,60 à 64 ans,Alberta,48,6.9,6.9
2022,Hommes+,65 ans et plus,Alberta,48,6.2,6.2
2022,Hommes+,65 à 69 ans,Alberta,48,7.7,7.7
2022,Hommes+,70 ans et plus,Alberta,48,,
2022,Femmes+,15 ans et plus,Alberta,48,6.0,6.0
2022,Femmes+,15 à 24 ans,Alberta,48,10.2,10.2
2022,Femmes+,25 ans et plus,Alberta,48,5.3,5.3
2022,Femmes+,25 à 44 ans,Alberta,48,5.4,5.4
2022,Femmes+,45 à 64 ans,Alberta,48,5.1,5.1
2022,Femmes+,45 ans et plus,Alberta,48,5.1,5.1
2022,Femmes+,25 à 54 ans,Alberta,48,5.0,5.0
2022,Femmes+,55 ans et plus,Alberta,48,6.3,6.3
2022,Femmes+,15 à 64 ans,Alberta,48,6.0,6.0
2022,Femmes+,15 à 19 ans,Alberta,48,13.9,13.9
2022,Femmes+,20 à 24 ans,Alberta,48,8.1,8.1
2022,Femmes+,25 à 29 ans,Alberta,48,5.1,5.1
2022,Femmes+,30 à 34 ans,Alberta,48,5.4,5.4
2022,Femmes+,35 à 39 ans,Alberta,48,5.8,5.8
2022,Femmes+,40 à 44 ans,Alberta,48,5.2,5.2
2022,Femmes+,45 à 49 ans,Alberta,48,3.5,3.5
2022,Femmes+,50 à 54 ans,Alberta,48,4.7,4.7
2022,Femmes+,55 à 59 ans,Alberta,48,5.3,5.3
2022,Femmes+,60 à 64 ans,Alberta,48,8.3,8.3
2022,Femmes+,65 ans et plus,Alberta,48,5.1,5.1
2022,Femmes+,65 à 69 ans,Alberta,48,5.3,5.3
2022,Femmes+,70 ans et plus,Alberta,48,,
2022,Total - Genre,15 ans et plus,Colombie-Britannique,59,4.6,4.6
2022,Total - Genre,15 à 24 ans,Colombie-Britannique,59,8.9,8.9
2022,Total - Genre,25 ans et plus,Colombie-Britannique,59,4.0,4.0
2022,Total - Genre,25 à 44 ans,Colombie-Britannique,59,4.1,4.1
2022,Total - Genre,45 à 64 ans,Colombie-Britannique,59,3.9,3.9
2022,Total - Genre,45 ans et plus,Colombie-Britannique,59,3.8,3.8
2022,Total - Genre,25 à 54 ans,Colombie-Britannique,59,4.0,4.0
2022,Total - Genre,55 ans et plus,Colombie-Britannique,59,3.9,3.9
2022,Total - Genre,15 à 64 ans,Colombie-Britannique,59,4.7,4.7
2022,Total - Genre,15 à 19 ans,Colombie-Britannique,59,11.4,11.4
2022,Total - Genre,20 à 24 ans,Colombie-Britannique,59,7.6,7.6
2022,Total - Genre,25 à 29 ans,Colombie-Britannique,59,5.2,5.2
2022,Total - Genre,30 à 34 ans,Colombie-Britannique,59,4.7,4.7
2022,Total - Genre,35 à 39 ans,Colombie-Britannique,59,3.6,3.6
2022,Total - Genre,40 à 44 ans,Colombie-Britannique,59,-1.0,2.9
2022,Total - Genre,45 à 49 ans,Colombie-Britannique,59,3.3,3.3
2022,Total - Genre,50 à 54 ans,Colombie-Britannique,59,4.1,4.1
2022,Total - Genre,55 à 59 ans,Colombie-Britannique,59,3.8,3.8
2022,Total - Genre,60 à 64 ans,Colombie-Britannique,59,4.5,4.5
2022,Total - Genre,65 ans et plus,Colombie-Britannique,59,3.3,3.3
2022,Total - Genre,65 à 69 ans,Colombie-Britannique,59,3.6,3.6
2022,Total - Genre,70 ans et plus,Colombie-Britannique,59,,
2022,Hommes+,15 ans et plus,Colombie-Britannique,59,4.9,4.9
2022,Hommes+,15 à 24 ans,Colombie-Britannique,59,10.8,10.8
2022,Hommes+,25 ans et plus,Colombie-Britannique,59,4.0,4.0
2022,Hommes+,25 à 44 ans,Colombie-Britannique,59,4.3,4.3
2022,Hommes+,45 à 64 ans,Colombie-Britannique,59,3.8,3.8
2022,Hommes+,45 ans et plus,Colombie-Britannique,59,3.6,3.6
2022,Hommes+,25 à 54 ans,Colombie-Britannique,59,3.9,3.9
2022,Hommes+,55 ans et plus,Colombie-Britannique,59,4.2,4.2
2022,Hommes+,15 à 64 ans,Colombie-Britannique,59,5.0,5.0
2022,Hommes+,15 à 19 ans,Colombie-Britannique,59,13.6,13.6
2022,Hommes+,20 à 24 ans,Colombie-Britannique,59,9.3,9.3
2022,Hommes+,25 à 29 ans,Colombie-Britannique,59,5.8,5.8
2022,Hommes+,30 à 34 ans,Colombie-Britannique,59,4.8,4.8
2022,Hommes+,35 à 39 ans,Colombie-Britannique,59,3.5,3.5
2022,Hommes+,40 à 44 ans,Colombie-Britannique,59,-1.0,2.9
2022,Hommes+,45 à 49 ans,Colombie-Britannique,59,-1.0,2.4
2022,Hommes+,50 à 54 ans,Colombie-Britannique,59,3.6,3.6
2022,Hommes+,55 à 59 ans,Colombie-Britannique,59,4.1,4.1
2022,Hommes+,60 à 64 ans,Colombie-Britannique,59,5.2,5.2
2022,Hommes+,65 ans et plus,Colombie-Britannique,59,3.0,3.0
2022,Hommes+,65 à 69 ans,Colombie-Britannique,59,3.0,3.0
2022,Hommes+,70 ans et plus,Colombie-Britannique,59,,
2022,Femmes+,15 ans et plus,Colombie-Britannique,59,4.4,4.4
2022,Femmes+,15 à 24 ans,Colombie-Britannique,59,7.1,7.1
2022,Femmes+,25 ans et plus,Colombie-Britannique,59,4.0,4.0
2022,Femmes+,25 à 44 ans,Colombie-Britannique,59,3.9,3.9
2022,Femmes+,45 à 64 ans,Colombie-Britannique,59,4.0,4.0
2022,Femmes+,45 ans et plus,Colombie-Britannique,59,4.0,4.0
2022,Femmes+,25 à 54 ans,Colombie-Britannique,59,4.1,4.1
2022,Femmes+,55 ans et plus,Colombie-Britannique,59,3.6,3.6
2022,Femmes+,15 à 64 ans,Colombie-Britannique,59,4.4,4.4
2022,Femmes+,15 à 19 ans,Colombie-Britannique,59,9.3,9.3
2022,Femmes+,20 à 24 ans,Colombie-Britannique,59,5.8,5.8
2022,Femmes+,25 à 29 ans,Colombie-Britannique,59,4.5,4.5
2022,Femmes+,30 à 34 ans,Colombie-Britannique,59,4.5,4.5
2022,Femmes+,35 à 39 ans,Colombie-Britannique,59,3.7,3.7
2022,Femmes+,40 à 44 ans,Colombie-Britannique,59,-1.0,2.9
2022,Femmes+,45 à 49 ans,Colombie-Britannique,59,4.2,4.2
2022,Femmes+,50 à 54 ans,Colombie-Britannique,59,4.6,4.6
