Year,Status,Géographie,Sexe,Groupe d'âge,GeoCode,Value
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,15 à 19 ans,47,8
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,15 à 19 ans,47,4
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,15 à 24 ans,47,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,15 à 24 ans,47,12
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,15 à 24 ans,47,8
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,18 à 24 ans,47,13
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,18 à 24 ans,47,16
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,18 à 24 ans,47,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,20 à 24 ans,47,14
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,20 à 24 ans,47,16
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,20 à 24 ans,47,12
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,15 à 19 ans,47,1
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,15 à 24 ans,47,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,15 à 24 ans,47,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,15 à 24 ans,47,3
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,18 à 24 ans,47,6
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,18 à 24 ans,47,6
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,18 à 24 ans,47,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,20 à 24 ans,47,7
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,20 à 24 ans,47,7
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,20 à 24 ans,47,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,15 à 19 ans,47,5
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,15 à 19 ans,47,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,15 à 24 ans,47,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,15 à 24 ans,47,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,15 à 24 ans,47,5
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,18 à 24 ans,47,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,18 à 24 ans,47,10
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,18 à 24 ans,47,5
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Les deux sexes,20 à 24 ans,47,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Hommes,20 à 24 ans,47,9
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Saskatchewan,Femmes,20 à 24 ans,47,7
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 19 ans,48,6
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 19 ans,48,7
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,15 à 19 ans,48,5
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 24 ans,48,11
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 24 ans,48,12
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,15 à 24 ans,48,9
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,18 à 24 ans,48,14
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,18 à 24 ans,48,15
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,18 à 24 ans,48,12
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,20 à 24 ans,48,15
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,20 à 24 ans,48,16
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,20 à 24 ans,48,13
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 19 ans,48,2
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 19 ans,48,3
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 24 ans,48,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 24 ans,48,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,15 à 24 ans,48,3
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,18 à 24 ans,48,6
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,18 à 24 ans,48,7
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,18 à 24 ans,48,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,20 à 24 ans,48,6
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,20 à 24 ans,48,8
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,20 à 24 ans,48,5
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 19 ans,48,4
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 19 ans,48,4
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,15 à 24 ans,48,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,15 à 24 ans,48,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,15 à 24 ans,48,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,18 à 24 ans,48,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,18 à 24 ans,48,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,18 à 24 ans,48,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Les deux sexes,20 à 24 ans,48,9
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Hommes,20 à 24 ans,48,9
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Alberta,Femmes,20 à 24 ans,48,9
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 19 ans,59,8
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 19 ans,59,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 19 ans,59,6
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,9
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,8
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,11
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,12
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,11
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,11
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 19 ans,59,1
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 19 ans,59,2
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,3
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,3
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,4
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,5
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,4
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 19 ans,59,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 19 ans,59,8
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,15 à 24 ans,59,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,15 à 24 ans,59,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,15 à 24 ans,59,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,18 à 24 ans,59,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,18 à 24 ans,59,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,18 à 24 ans,59,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Les deux sexes,20 à 24 ans,59,6
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Hommes,20 à 24 ans,59,5
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Colombie-Britannique,Femmes,20 à 24 ans,59,7
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,15 à 24 ans,60,10
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Hommes,15 à 24 ans,60,15
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,18 à 24 ans,60,14
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Hommes,18 à 24 ans,60,21
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Les deux sexes,20 à 24 ans,60,17
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Yukon,Hommes,20 à 24 ans,60,25
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,15 à 24 ans,61,15
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,15 à 24 ans,61,18
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Femmes,15 à 24 ans,61,13
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,18 à 24 ans,61,19
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Hommes,18 à 24 ans,61,23
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Femmes,18 à 24 ans,61,16
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,20 à 24 ans,61,20
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,15 à 24 ans,61,7
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Territoires du Nord-Ouest,Les deux sexes,18 à 24 ans,61,9
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 19 ans,62,25
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 19 ans,62,22
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,33
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,31
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 24 ans,62,35
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,41
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,36
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,18 à 24 ans,62,45
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,42
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,20 à 24 ans,62,41
2023,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,20 à 24 ans,62,43
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,7
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,8
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 24 ans,62,7
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,10
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,11
2023,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,11
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 19 ans,62,23
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,15 à 24 ans,62,25
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,15 à 24 ans,62,23
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Femmes,15 à 24 ans,62,28
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,18 à 24 ans,62,30
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Hommes,18 à 24 ans,62,25
2023,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Nunavut,Les deux sexes,20 à 24 ans,62,31
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,6
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,7
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,5
2024,,,,,,10
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,11
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,8
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,12
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,14
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,10
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,13
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,15
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,11
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,2
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,3
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,2
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 24 ans,,4
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,5
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,3
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,5
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,7
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,4
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,6
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,7
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,5
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 19 ans,,4
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 19 ans,,4
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 19 ans,,4
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,15 à 24 ans,,6
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,15 à 24 ans,,6
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,15 à 24 ans,,5
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,18 à 24 ans,,7
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,18 à 24 ans,,8
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,18 à 24 ans,,6
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Les deux sexes,20 à 24 ans,,7
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Hommes,20 à 24 ans,,8
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Canada,Femmes,20 à 24 ans,,6
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,8
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,10,11
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,10,6
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,12
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,14
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,9
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,15
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,19
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,11
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,15
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,18
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10,12
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,3
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,5
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,7
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,3
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,7
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,10
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,4
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,7
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,10
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,5
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,10,7
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,6
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,7
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,6
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,10,8
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,18 à 24 ans,10,9
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,18 à 24 ans,10,7
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,8
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,8
2024,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10,8
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,11,5
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,10
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,12
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,15 à 24 ans,11,8
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,11,14
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,18 à 24 ans,11,16
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,18 à 24 ans,11,11
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,14
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,16
2024,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Femmes,20 à 24 ans,11,12
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,4
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,15 à 24 ans,11,5
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,11,5
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,18 à 24 ans,11,6
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,11,6
2024,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,6
