Year,Niveau de sécurité alimentaire du ménage,Géographie,Sexe,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2021,Sécurité alimentaire,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,86.7
2021,Insécurité alimentaire,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,13.3
2021,Insécurité alimentaire marginale,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,5.9
2021,Insécurité alimentaire modérée ou grave,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,7.3
2021,Insécurité alimentaire modérée,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,5.5
2021,Insécurité alimentaire grave,Nouvelle-Écosse,Femme,65 ans et plus,,,,12,1.8
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Population des minorités visibles,,12,74.3
2021,Insécurité alimentaire,Nouvelle-Écosse,,,,Population des minorités visibles,,12,25.7
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Sud-Asiatique,,12,77.4
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Chinois,,12,87.5
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Noir,,12,58.3
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Arabe,,12,92.3
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Autre minorité visible,,12,63.5
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,Pas une minorité visible,,12,78.4
2021,Insécurité alimentaire,Nouvelle-Écosse,,,,Pas une minorité visible,,12,21.6
2021,Insécurité alimentaire marginale,Nouvelle-Écosse,,,,Pas une minorité visible,,12,4.8
2021,Insécurité alimentaire modérée ou grave,Nouvelle-Écosse,,,,Pas une minorité visible,,12,16.9
2021,Insécurité alimentaire modérée,Nouvelle-Écosse,,,,Pas une minorité visible,,12,11.8
2021,Insécurité alimentaire grave,Nouvelle-Écosse,,,,Pas une minorité visible,,12,5.1
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,,Population autochtone,12,67.3
2021,Insécurité alimentaire,Nouvelle-Écosse,,,,,Population autochtone,12,32.7
2021,Insécurité alimentaire modérée ou grave,Nouvelle-Écosse,,,,,Population autochtone,12,30.5
2021,Insécurité alimentaire modérée,Nouvelle-Écosse,,,,,Population autochtone,12,17.3
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,,Population non autochtone,12,78.3
2021,Insécurité alimentaire,Nouvelle-Écosse,,,,,Population non autochtone,12,21.7
2021,Insécurité alimentaire marginale,Nouvelle-Écosse,,,,,Population non autochtone,12,5.2
2021,Insécurité alimentaire modérée ou grave,Nouvelle-Écosse,,,,,Population non autochtone,12,16.5
2021,Insécurité alimentaire modérée,Nouvelle-Écosse,,,,,Population non autochtone,12,12.1
2021,Insécurité alimentaire grave,Nouvelle-Écosse,,,,,Population non autochtone,12,4.4
2021,Sécurité alimentaire,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,78.7
2021,Insécurité alimentaire,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,21.3
2021,Insécurité alimentaire marginale,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,4.8
2021,Insécurité alimentaire modérée ou grave,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,16.4
2021,Insécurité alimentaire modérée,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,11.6
2021,Insécurité alimentaire grave,Nouvelle-Écosse,,,,,Pas une minorité visible ni autochtone,12,4.8
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,70.6
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,29.4
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,5.2
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,24.3
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,18.8
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,Moins de 18 ans,,,,13,5.4
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,75.3
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,24.7
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,5.6
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,19.1
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,13.7
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,18 à 64 ans,,,,13,5.3
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,18 à 24 ans,,,,13,75.1
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,18 à 24 ans,,,,13,24.9
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,18 à 24 ans,,,,13,20.1
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,18 à 24 ans,,,,13,15.7
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,71.4
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,28.6
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,6.2
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,22.4
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,17.6
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,25 à 34 ans,,,,13,4.9
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,71.5
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,28.5
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,7.7
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,20.8
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,15.3
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,35 à 44 ans,,,,13,5.6
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,75.9
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,24.1
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,5.0
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,19.1
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,13.3
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,45 à 54 ans,,,,13,5.8
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,80.7
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,19.3
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,4.5
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,14.8
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,9.3
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,,,,13,5.5
2021,Sécurité alimentaire,Nouveau-Brunswick,Les deux sexes,65 ans et plus,,,,13,87.7
2021,Insécurité alimentaire,Nouveau-Brunswick,Les deux sexes,65 ans et plus,,,,13,12.3
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Les deux sexes,65 ans et plus,,,,13,4.9
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Les deux sexes,65 ans et plus,,,,13,7.3
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Les deux sexes,65 ans et plus,,,,13,5.9
2021,Sécurité alimentaire,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,76.8
2021,Insécurité alimentaire,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,23.2
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,5.6
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,17.5
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,13.2
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Homme,,Toutes les personnes,,,13,4.3
2021,Sécurité alimentaire,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,67.2
2021,Insécurité alimentaire,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,32.8
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,6.8
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,26.0
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,20.5
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Homme,Moins de 18 ans,,,,13,5.4
2021,Sécurité alimentaire,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,75.5
2021,Insécurité alimentaire,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,24.5
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,5.7
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,18.8
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,13.8
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Homme,18 à 64 ans,,,,13,5.0
2021,Sécurité alimentaire,Nouveau-Brunswick,Homme,65 ans et plus,,,,13,88.9
2021,Insécurité alimentaire,Nouveau-Brunswick,Homme,65 ans et plus,,,,13,11.1
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Homme,65 ans et plus,,,,13,4.5
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Homme,65 ans et plus,,,,13,6.6
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Homme,65 ans et plus,,,,13,5.3
2021,Sécurité alimentaire,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,77.7
2021,Insécurité alimentaire,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,22.3
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,5.1
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,17.2
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,12.6
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Femme,,Toutes les personnes,,,13,4.6
2021,Sécurité alimentaire,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,74.2
2021,Insécurité alimentaire,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,25.8
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,3.4
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,22.5
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,17.0
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Femme,Moins de 18 ans,,,,13,5.4
2021,Sécurité alimentaire,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,75.1
2021,Insécurité alimentaire,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,24.9
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,5.6
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,19.3
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,13.7
2021,Insécurité alimentaire grave,Nouveau-Brunswick,Femme,18 à 64 ans,,,,13,5.6
2021,Sécurité alimentaire,Nouveau-Brunswick,Femme,65 ans et plus,,,,13,86.7
2021,Insécurité alimentaire,Nouveau-Brunswick,Femme,65 ans et plus,,,,13,13.3
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,Femme,65 ans et plus,,,,13,5.3
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,Femme,65 ans et plus,,,,13,7.9
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,Femme,65 ans et plus,,,,13,6.5
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Population des minorités visibles,,13,75.5
2021,Insécurité alimentaire,Nouveau-Brunswick,,,,Population des minorités visibles,,13,24.5
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,,,,Population des minorités visibles,,13,22.4
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,,,,Population des minorités visibles,,13,21.0
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Sud-Asiatique,,13,81.8
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Noir,,13,69.8
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Arabe,,13,81.4
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Autre minorité visible,,13,88.5
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,Pas une minorité visible,,13,77.4
2021,Insécurité alimentaire,Nouveau-Brunswick,,,,Pas une minorité visible,,13,22.6
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,,,,Pas une minorité visible,,13,5.6
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,,,,Pas une minorité visible,,13,17.0
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,,,,Pas une minorité visible,,13,12.3
2021,Insécurité alimentaire grave,Nouveau-Brunswick,,,,Pas une minorité visible,,13,4.7
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,,Population autochtone,13,62.1
2021,Insécurité alimentaire,Nouveau-Brunswick,,,,,Population autochtone,13,37.9
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,,,,,Population autochtone,13,33.8
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,,Population non autochtone,13,77.6
2021,Insécurité alimentaire,Nouveau-Brunswick,,,,,Population non autochtone,13,22.4
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,,,,,Population non autochtone,13,5.4
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,,,,,Population non autochtone,13,17.0
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,,,,,Population non autochtone,13,12.7
2021,Insécurité alimentaire grave,Nouveau-Brunswick,,,,,Population non autochtone,13,4.3
2021,Sécurité alimentaire,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,77.7
2021,Insécurité alimentaire,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,22.3
2021,Insécurité alimentaire marginale,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,5.7
2021,Insécurité alimentaire modérée ou grave,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,16.6
2021,Insécurité alimentaire modérée,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,12.1
2021,Insécurité alimentaire grave,Nouveau-Brunswick,,,,,Pas une minorité visible ni autochtone,13,4.5
2021,Sécurité alimentaire,Québec,Les deux sexes,Moins de 18 ans,,,,24,78.7
2021,Insécurité alimentaire,Québec,Les deux sexes,Moins de 18 ans,,,,24,21.3
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,Moins de 18 ans,,,,24,9.8
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,Moins de 18 ans,,,,24,11.6
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,Moins de 18 ans,,,,24,9.2
2021,Insécurité alimentaire grave,Québec,Les deux sexes,Moins de 18 ans,,,,24,2.4
2021,Sécurité alimentaire,Québec,Les deux sexes,18 à 64 ans,,,,24,85.1
2021,Insécurité alimentaire,Québec,Les deux sexes,18 à 64 ans,,,,24,14.9
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,18 à 64 ans,,,,24,5.4
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,18 à 64 ans,,,,24,9.5
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,18 à 64 ans,,,,24,6.9
2021,Insécurité alimentaire grave,Québec,Les deux sexes,18 à 64 ans,,,,24,2.7
2021,Sécurité alimentaire,Québec,Les deux sexes,18 à 24 ans,,,,24,85.3
2021,Insécurité alimentaire,Québec,Les deux sexes,18 à 24 ans,,,,24,14.7
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,18 à 24 ans,,,,24,6.7
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,18 à 24 ans,,,,24,7.9
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,18 à 24 ans,,,,24,5.4
2021,Insécurité alimentaire grave,Québec,Les deux sexes,18 à 24 ans,,,,24,2.6
2021,Sécurité alimentaire,Québec,Les deux sexes,25 à 34 ans,,,,24,84.7
2021,Insécurité alimentaire,Québec,Les deux sexes,25 à 34 ans,,,,24,15.3
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,25 à 34 ans,,,,24,4.0
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,25 à 34 ans,,,,24,11.2
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,25 à 34 ans,,,,24,8.1
2021,Insécurité alimentaire grave,Québec,Les deux sexes,25 à 34 ans,,,,24,3.1
2021,Sécurité alimentaire,Québec,Les deux sexes,35 à 44 ans,,,,24,81.1
2021,Insécurité alimentaire,Québec,Les deux sexes,35 à 44 ans,,,,24,18.9
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,35 à 44 ans,,,,24,8.1
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,35 à 44 ans,,,,24,10.8
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,35 à 44 ans,,,,24,7.7
2021,Insécurité alimentaire grave,Québec,Les deux sexes,35 à 44 ans,,,,24,3.0
2021,Sécurité alimentaire,Québec,Les deux sexes,45 à 54 ans,,,,24,84.7
2021,Insécurité alimentaire,Québec,Les deux sexes,45 à 54 ans,,,,24,15.3
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,45 à 54 ans,,,,24,5.6
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,45 à 54 ans,,,,24,9.7
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,45 à 54 ans,,,,24,7.6
2021,Insécurité alimentaire grave,Québec,Les deux sexes,45 à 54 ans,,,,24,2.1
2021,Sécurité alimentaire,Québec,Les deux sexes,55 à 64 ans,,,,24,89.2
2021,Insécurité alimentaire,Québec,Les deux sexes,55 à 64 ans,,,,24,10.8
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,55 à 64 ans,,,,24,3.3
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,55 à 64 ans,,,,24,7.5
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,55 à 64 ans,,,,24,5.1
2021,Insécurité alimentaire grave,Québec,Les deux sexes,55 à 64 ans,,,,24,2.4
2021,Sécurité alimentaire,Québec,Les deux sexes,65 ans et plus,,,,24,92.3
2021,Insécurité alimentaire,Québec,Les deux sexes,65 ans et plus,,,,24,7.7
2021,Insécurité alimentaire marginale,Québec,Les deux sexes,65 ans et plus,,,,24,3.4
2021,Insécurité alimentaire modérée ou grave,Québec,Les deux sexes,65 ans et plus,,,,24,4.4
2021,Insécurité alimentaire modérée,Québec,Les deux sexes,65 ans et plus,,,,24,3.4
2021,Insécurité alimentaire grave,Québec,Les deux sexes,65 ans et plus,,,,24,1.0
2021,Sécurité alimentaire,Québec,Homme,,Toutes les personnes,,,24,85.4
2021,Insécurité alimentaire,Québec,Homme,,Toutes les personnes,,,24,14.6
2021,Insécurité alimentaire marginale,Québec,Homme,,Toutes les personnes,,,24,5.9
2021,Insécurité alimentaire modérée ou grave,Québec,Homme,,Toutes les personnes,,,24,8.7
2021,Insécurité alimentaire modérée,Québec,Homme,,Toutes les personnes,,,24,6.3
2021,Insécurité alimentaire grave,Québec,Homme,,Toutes les personnes,,,24,2.4
2021,Sécurité alimentaire,Québec,Homme,Moins de 18 ans,,,,24,78.9
2021,Insécurité alimentaire,Québec,Homme,Moins de 18 ans,,,,24,21.1
2021,Insécurité alimentaire marginale,Québec,Homme,Moins de 18 ans,,,,24,11.2
2021,Insécurité alimentaire modérée ou grave,Québec,Homme,Moins de 18 ans,,,,24,9.9
2021,Insécurité alimentaire modérée,Québec,Homme,Moins de 18 ans,,,,24,8.0
2021,Sécurité alimentaire,Québec,Homme,18 à 64 ans,,,,24,85.4
2021,Insécurité alimentaire,Québec,Homme,18 à 64 ans,,,,24,14.6
2021,Insécurité alimentaire marginale,Québec,Homme,18 à 64 ans,,,,24,4.9
2021,Insécurité alimentaire modérée ou grave,Québec,Homme,18 à 64 ans,,,,24,9.7
2021,Insécurité alimentaire modérée,Québec,Homme,18 à 64 ans,,,,24,6.7
2021,Insécurité alimentaire grave,Québec,Homme,18 à 64 ans,,,,24,2.9
2021,Sécurité alimentaire,Québec,Homme,65 ans et plus,,,,24,92.3
2021,Insécurité alimentaire,Québec,Homme,65 ans et plus,,,,24,7.7
2021,Insécurité alimentaire marginale,Québec,Homme,65 ans et plus,,,,24,3.6
2021,Insécurité alimentaire modérée ou grave,Québec,Homme,65 ans et plus,,,,24,4.1
2021,Insécurité alimentaire modérée,Québec,Homme,65 ans et plus,,,,24,3.2
2021,Sécurité alimentaire,Québec,Femme,,Toutes les personnes,,,24,85.1
2021,Insécurité alimentaire,Québec,Femme,,Toutes les personnes,,,24,14.9
2021,Insécurité alimentaire marginale,Québec,Femme,,Toutes les personnes,,,24,5.8
2021,Insécurité alimentaire modérée ou grave,Québec,Femme,,Toutes les personnes,,,24,9.1
2021,Insécurité alimentaire modérée,Québec,Femme,,Toutes les personnes,,,24,6.9
2021,Insécurité alimentaire grave,Québec,Femme,,Toutes les personnes,,,24,2.2
2021,Sécurité alimentaire,Québec,Femme,Moins de 18 ans,,,,24,78.5
2021,Insécurité alimentaire,Québec,Femme,Moins de 18 ans,,,,24,21.5
2021,Insécurité alimentaire marginale,Québec,Femme,Moins de 18 ans,,,,24,8.3
2021,Insécurité alimentaire modérée ou grave,Québec,Femme,Moins de 18 ans,,,,24,13.2
2021,Insécurité alimentaire modérée,Québec,Femme,Moins de 18 ans,,,,24,10.4
2021,Sécurité alimentaire,Québec,Femme,18 à 64 ans,,,,24,84.7
2021,Insécurité alimentaire,Québec,Femme,18 à 64 ans,,,,24,15.3
2021,Insécurité alimentaire marginale,Québec,Femme,18 à 64 ans,,,,24,6.0
2021,Insécurité alimentaire modérée ou grave,Québec,Femme,18 à 64 ans,,,,24,9.4
2021,Insécurité alimentaire modérée,Québec,Femme,18 à 64 ans,,,,24,7.0
2021,Insécurité alimentaire grave,Québec,Femme,18 à 64 ans,,,,24,2.4
2021,Sécurité alimentaire,Québec,Femme,65 ans et plus,,,,24,92.2
2021,Insécurité alimentaire,Québec,Femme,65 ans et plus,,,,24,7.8
2021,Insécurité alimentaire marginale,Québec,Femme,65 ans et plus,,,,24,3.2
2021,Insécurité alimentaire modérée ou grave,Québec,Femme,65 ans et plus,,,,24,4.6
2021,Insécurité alimentaire modérée,Québec,Femme,65 ans et plus,,,,24,3.6
2021,Insécurité alimentaire grave,Québec,Femme,65 ans et plus,,,,24,1.1
2021,Sécurité alimentaire,Québec,,,,Population des minorités visibles,,24,70.8
2021,Insécurité alimentaire,Québec,,,,Population des minorités visibles,,24,29.2
2021,Insécurité alimentaire marginale,Québec,,,,Population des minorités visibles,,24,14.1
2021,Insécurité alimentaire modérée ou grave,Québec,,,,Population des minorités visibles,,24,15.1
2021,Insécurité alimentaire modérée,Québec,,,,Population des minorités visibles,,24,11.4
2021,Sécurité alimentaire,Québec,,,,Sud-Asiatique,,24,89.9
2021,Sécurité alimentaire,Québec,,,,Chinois,,24,83.0
2021,Sécurité alimentaire,Québec,,,,Noir,,24,58.0
2021,Insécurité alimentaire,Québec,,,,Noir,,24,42.0
2021,Insécurité alimentaire modérée ou grave,Québec,,,,Noir,,24,22.7
2021,Insécurité alimentaire modérée,Québec,,,,Noir,,24,13.0
2021,Sécurité alimentaire,Québec,,,,Philippin,,24,70.5
2021,Sécurité alimentaire,Québec,,,,Arabe,,24,72.5
2021,Insécurité alimentaire,Québec,,,,Arabe,,24,27.5
2021,Insécurité alimentaire marginale,Québec,,,,Arabe,,24,16.8
2021,Sécurité alimentaire,Québec,,,,Latino-Américain,,24,74.3
2021,Insécurité alimentaire,Québec,,,,Latino-Américain,,24,25.7
2021,Insécurité alimentaire modérée ou grave,Québec,,,,Latino-Américain,,24,19.8
2021,Sécurité alimentaire,Québec,,,,Asiatique du Sud-Est,,24,74.6
2021,Insécurité alimentaire,Québec,,,,Asiatique du Sud-Est,,24,25.4
2021,Sécurité alimentaire,Québec,,,,Autre minorité visible,,24,76.1
2021,Insécurité alimentaire,Québec,,,,Autre minorité visible,,24,23.9
2021,Sécurité alimentaire,Québec,,,,Pas une minorité visible,,24,88.6
2021,Insécurité alimentaire,Québec,,,,Pas une minorité visible,,24,11.4
2021,Insécurité alimentaire marginale,Québec,,,,Pas une minorité visible,,24,4.0
2021,Insécurité alimentaire modérée ou grave,Québec,,,,Pas une minorité visible,,24,7.4
2021,Insécurité alimentaire modérée,Québec,,,,Pas une minorité visible,,24,5.5
2021,Insécurité alimentaire grave,Québec,,,,Pas une minorité visible,,24,2.0
2021,Sécurité alimentaire,Québec,,,,,Population autochtone,24,72.2
2021,Insécurité alimentaire,Québec,,,,,Population autochtone,24,27.8
2021,Insécurité alimentaire modérée ou grave,Québec,,,,,Population autochtone,24,15.3
2021,Sécurité alimentaire,Québec,,,,,Population non autochtone,24,85.4
2021,Insécurité alimentaire,Québec,,,,,Population non autochtone,24,14.6
2021,Insécurité alimentaire marginale,Québec,,,,,Population non autochtone,24,5.8
2021,Insécurité alimentaire modérée ou grave,Québec,,,,,Population non autochtone,24,8.8
2021,Insécurité alimentaire modérée,Québec,,,,,Population non autochtone,24,6.6
2021,Insécurité alimentaire grave,Québec,,,,,Population non autochtone,24,2.3
2021,Sécurité alimentaire,Québec,,,,,Pas une minorité visible ni autochtone,24,88.7
2021,Insécurité alimentaire,Québec,,,,,Pas une minorité visible ni autochtone,24,11.3
2021,Insécurité alimentaire marginale,Québec,,,,,Pas une minorité visible ni autochtone,24,3.9
2021,Insécurité alimentaire modérée ou grave,Québec,,,,,Pas une minorité visible ni autochtone,24,7.4
2021,Insécurité alimentaire modérée,Québec,,,,,Pas une minorité visible ni autochtone,24,5.5
2021,Insécurité alimentaire grave,Québec,,,,,Pas une minorité visible ni autochtone,24,1.9
2021,Sécurité alimentaire,Ontario,Les deux sexes,Moins de 18 ans,,,,35,75.4
2021,Insécurité alimentaire,Ontario,Les deux sexes,Moins de 18 ans,,,,35,24.6
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,Moins de 18 ans,,,,35,6.4
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,Moins de 18 ans,,,,35,18.2
